Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.4,1.456,3.136,1.82,1.54,1.232,2.268,4.228,3.388,1.372
Driver_2,1.904,2.072,0.812,1.708,0.952,1.764,1.008,0.784,1.232,1.904
Driver_3,1.428,1.372,6.916,1.568,2.968,1.372,4.312,3.976,2.016,1.428
Driver_4,1.512,1.568,3.276,1.988,1.652,1.316,2.52,4.2,3.92,1.484
Driver_5,2.744,3.584,1.12,3.752,1.204,2.016,1.428,1.12,2.324,2.66
Driver_6,3.528,4.004,0.98,2.744,1.26,2.912,1.344,0.952,1.624,3.5
Driver_7,1.652,1.82,1.96,2.436,1.4,1.372,1.988,2.24,5.6,1.624
Driver_8,2.324,1.932,1.232,1.708,2.828,3.22,2.016,1.12,1.372,2.38
Driver_9,2.548,2.884,1.96,4.816,1.82,1.96,2.744,2.016,22.092,2.492
Driver_10,1.624,1.904,1.12,2.268,1.036,1.316,1.26,1.176,2.324,1.596
Driver_11,2.464,3.136,1.232,4.144,1.26,1.82,1.568,1.288,3.108,2.38
Driver_12,1.288,1.428,1.344,1.764,1.036,1.092,1.316,1.512,2.492,1.26
Driver_13,1.512,1.456,8.036,1.68,2.828,1.4,4.788,4.62,2.268,1.484
Driver_14,2.52,2.688,2.268,4.144,2.1,1.988,3.5,2.296,11.48,2.464
Driver_15,2.184,2.1,3.08,2.492,3.976,2.016,23.464,2.604,3.052,2.184
Driver_16,1.54,1.764,1.204,2.184,1.064,1.26,1.316,1.316,2.576,1.512
Driver_17,1.484,1.428,6.16,1.624,3.192,1.428,4.9,3.78,2.072,1.484
Driver_18,1.988,1.708,1.428,1.624,4.424,2.408,2.436,1.26,1.4,2.016
Driver_19,6.02,12.768,1.26,8.456,1.596,3.276,1.876,1.26,2.744,5.572
Driver_20,1.372,1.568,1.148,1.876,0.98,1.148,1.204,1.26,2.212,1.344
Driver_21,1.372,1.372,12.04,1.624,1.988,1.26,3.052,14.224,2.408,1.344
Driver_22,18.284,21.616,1.344,6.776,1.876,5.124,2.156,1.288,2.576,14.42
Driver_23,3.36,2.604,1.12,2.044,2.016,6.412,1.764,1.036,1.456,3.528
Driver_24,1.82,1.82,4.228,2.296,2.492,1.624,5.236,3.948,3.808,1.792
Driver_25,2.1,2.016,3.276,2.38,3.948,1.932,23.408,2.744,2.968,2.072
Driver_26,1.26,1.26,6.972,1.512,1.708,1.148,2.436,28.672,2.268,1.232
Driver_27,2.324,1.988,1.764,1.96,8.54,2.632,3.78,1.54,1.764,2.352
Driver_28,3.024,3.752,0.98,2.968,1.176,2.324,1.316,0.98,1.792,2.968
Driver_29,1.792,1.708,3.64,1.932,4.844,1.736,11.284,2.772,2.296,1.792
Driver_30,6.916,8.148,1.54,12.18,2.044,3.724,2.604,1.484,3.444,6.356
Driver_31,1.96,1.876,3.472,2.184,4.284,1.848,23.716,2.8,2.66,1.96
Driver_32,1.848,1.708,2.716,1.848,9.576,1.876,7.476,2.156,1.988,1.848
Driver_33,1.288,1.288,12.012,1.512,1.876,1.176,2.688,32.172,2.212,1.26
Driver_34,3.892,3.164,1.008,2.212,1.568,5.964,1.484,0.98,1.456,4.088
Driver_35,1.54,1.764,1.064,2.044,0.98,1.26,1.176,1.12,2.044,1.512
Driver_36,3.612,3.248,2.016,3.78,3.388,3.08,5.18,1.848,3.192,3.556
Driver_37,6.916,4.452,1.176,2.912,1.932,33.236,1.904,1.12,1.764,7.7
Driver_38,1.54,1.54,7.98,1.792,2.632,1.428,4.788,5.208,2.548,1.54
Driver_39,3.136,3.528,0.952,2.52,1.204,2.66,1.288,0.924,1.568,3.108
Driver_40,2.436,2.156,2.128,2.24,8.792,2.492,6.412,1.82,2.128,2.436
Driver_41,3.5,3.668,0.952,2.492,1.26,3.136,1.316,0.924,1.54,3.528
Driver_42,1.82,1.652,2.604,1.792,11.284,1.848,6.3,2.072,1.904,1.82
Driver_43,1.288,1.428,1.204,1.736,0.98,1.092,1.232,1.316,2.212,1.26
Driver_44,1.372,1.512,1.568,1.876,1.148,1.148,1.484,1.764,2.996,1.344
Driver_45,2.38,2.044,1.764,2.016,8.064,2.688,3.836,1.54,1.792,2.408
Driver_46,3.36,2.604,1.316,2.212,2.912,5.236,2.352,1.204,1.652,3.5
Driver_47,2.38,1.96,1.176,1.68,2.52,3.388,1.876,1.064,1.344,2.436
Driver_48,3.108,2.66,1.904,2.716,5.012,3.164,5.068,1.68,2.324,3.136
Driver_49,2.1,2.576,1.12,2.996,1.12,1.624,1.344,1.148,2.408,2.044
Driver_50,4.172,5.516,1.064,3.612,1.316,2.968,1.484,1.036,1.932,4.06
Driver_51,1.736,1.68,4.48,1.96,3.696,1.652,9.212,3.304,2.492,1.736
Driver_52,2.828,2.324,1.596,2.184,4.872,3.416,3.276,1.428,1.792,2.884
Driver_53,4.984,3.584,1.12,2.492,1.848,13.468,1.764,1.064,1.596,5.348
Driver_54,1.82,2.016,1.82,2.828,1.428,1.484,1.988,2.016,6.86,1.764
Driver_55,1.82,1.82,4.396,2.24,2.52,1.596,5.32,4.032,3.64,1.792
Driver_56,3.808,3.612,1.96,4.676,2.856,2.996,4.452,1.848,3.808,3.696
Driver_57,3.052,3.584,1.764,7.168,1.82,2.212,2.632,1.792,8.792,2.94
Driver_58,1.26,1.288,6.468,1.512,1.68,1.148,2.436,20.692,2.324,1.26
Driver_59,1.624,1.708,2.996,2.212,1.708,1.4,2.66,3.612,4.872,1.596
Driver_60,2.744,2.604,2.464,3.22,3.472,2.38,8.232,2.212,3.584,2.688
Driver_61,2.1,1.792,1.54,1.708,5.684,2.492,2.8,1.344,1.512,2.128
Driver_62,12.292,42.056,1.316,7.728,1.792,4.48,2.1,1.288,2.66,10.444
Driver_63,2.576,3.248,1.4,5.068,1.4,1.904,1.792,1.456,4.284,2.492
Driver_64,2.212,2.156,3.136,2.688,3.192,1.96,9.688,2.772,3.696,2.184
Driver_65,3.64,3.052,1.848,3.164,4.004,3.5,4.648,1.68,2.548,3.64
Driver_66,3.08,4.228,1.176,4.816,1.316,2.184,1.568,1.204,2.66,2.968
Driver_67,7.98,7.7,1.12,3.696,1.568,5.348,1.68,1.092,1.904,8.092
Driver_68,5.348,8.064,1.12,4.424,1.428,3.388,1.596,1.12,2.1,5.124
Driver_69,1.484,1.596,2.464,2.044,1.456,1.288,2.128,2.996,4.228,1.456
Driver_70,2.884,3.864,1.148,4.312,1.26,2.072,1.512,1.176,2.576,2.772
Driver_71,1.232,1.26,6.468,1.484,1.68,1.12,2.352,22.96,2.24,1.232
Driver_72,1.96,1.82,3.108,2.044,5.852,1.876,16.156,2.464,2.324,1.932
Driver_73,1.596,1.708,2.156,2.268,1.428,1.344,2.044,2.52,5.068,1.54
Driver_74,3.612,3.528,2.016,4.844,2.716,2.8,4.424,1.904,4.228,3.528
Driver_75,3.024,2.38,1.12,1.932,2.156,5.18,1.792,1.036,1.4,3.136
Driver_76,6.02,7.056,1.568,13.244,2.044,3.472,2.688,1.54,3.724,5.572
Driver_77,9.156,5.656,1.176,3.248,1.792,12.488,1.848,1.12,1.848,10.388
Driver_78,1.4,1.512,1.988,1.932,1.288,1.204,1.764,2.38,3.584,1.372
Driver_79,1.82,1.708,3.192,1.876,6.076,1.792,9.912,2.492,2.156,1.82
Driver_80,1.848,1.848,4.172,2.324,2.548,1.624,5.432,3.836,3.78,1.82
Driver_81,4.172,3.696,1.876,4.284,3.08,3.416,4.312,1.736,3.192,4.088
Driver_82,15.064,6.552,1.344,4.088,2.156,10.36,2.296,1.26,2.184,17.444
Driver_83,3.22,2.52,1.148,2.016,2.184,5.852,1.848,1.064,1.456,3.388
Driver_84,4.172,5.796,1.092,3.92,1.344,2.884,1.512,1.064,2.016,4.032
Driver_85,5.18,8.008,1.12,4.564,1.428,3.276,1.624,1.12,2.156,4.984
Driver_86,1.624,1.848,1.372,2.408,1.176,1.316,1.512,1.512,3.388,1.596
Driver_87,2.044,2.24,2.212,3.248,1.736,1.652,2.66,2.38,18.228,1.988
Driver_88,1.344,1.456,1.596,1.82,1.148,1.148,1.512,1.848,2.968,1.316
Driver_89,2.1,2.38,1.764,3.584,1.512,1.652,2.1,1.904,9.632,2.044
Driver_90,3.164,3.136,0.924,2.184,1.26,3.164,1.288,0.896,1.4,3.22
Driver_91,4.088,6.356,1.26,7.42,1.456,2.604,1.764,1.26,2.912,3.864
Driver_92,9.548,11.872,1.176,4.452,1.596,4.928,1.764,1.148,2.1,9.212
Driver_93,2.772,3.64,1.148,4.2,1.26,2.016,1.512,1.176,2.604,2.66
Driver_94,1.792,2.128,1.148,2.576,1.092,1.428,1.344,1.204,2.492,1.736
Driver_95,1.904,2.016,2.828,2.744,1.904,1.596,3.22,3.052,7.532,1.876
Driver_96,2.968,3.472,0.952,2.604,1.176,2.436,1.26,0.952,1.624,2.94
Driver_97,1.4,1.484,2.296,1.876,1.372,1.204,1.904,2.828,3.556,1.372
Driver_98,1.904,2.212,1.484,3.08,1.288,1.512,1.708,1.596,4.648,1.848
Driver_99,2.828,3.388,1.708,6.468,1.68,2.072,2.38,1.736,8.764,2.744
Driver_100,3.78,3.556,1.988,4.564,2.912,2.996,4.536,1.848,3.752,3.696
Driver_101,2.324,2.1,2.24,2.212,8.904,2.38,7.672,1.904,2.184,2.324
Driver_102,1.68,1.82,1.904,2.464,1.4,1.372,1.96,2.184,5.628,1.624
Driver_103,3.444,2.66,1.288,2.212,2.772,5.656,2.24,1.204,1.624,3.584
Driver_104,2.296,2.352,2.772,3.22,2.436,1.932,4.9,2.688,5.936,2.268
Driver_105,3.416,4.872,1.148,4.732,1.316,2.38,1.568,1.148,2.436,3.304
Driver_106,2.184,2.38,2.184,3.584,1.792,1.764,2.8,2.324,33.152,2.128
Driver_107,4.2,3.08,1.372,2.548,2.884,6.748,2.492,1.26,1.82,4.368
