Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.68,3.304,0.924,1.848,2.184,2.044,1.428,1.848,2.464,1.764
Driver_2,1.54,1.988,1.204,1.428,1.988,1.568,1.736,1.624,2.296,1.428
Driver_3,3.304,4.088,1.568,2.716,6.02,3.248,3.696,3.668,8.12,2.8
Driver_4,1.904,2.184,1.484,1.652,2.464,1.82,2.38,1.988,2.8,1.68
Driver_5,1.96,1.26,6.076,1.596,1.568,1.568,2.52,1.764,1.456,1.708
Driver_6,17.836,2.884,1.792,7.308,4.508,6.244,4.536,9.408,3.36,10.724
Driver_7,2.548,2.044,2.38,1.96,2.8,2.1,4.592,2.492,2.8,2.072
Driver_8,3.332,1.876,3.584,2.296,2.716,2.352,8.232,2.94,2.408,2.548
Driver_9,5.488,2.52,1.512,7.504,3.136,5.096,2.8,4.956,2.548,8.288
Driver_10,6.076,2.688,2.296,3.388,4.704,3.64,26.712,5.208,3.78,3.864
Driver_11,2.688,4.032,1.428,2.352,4.536,2.772,2.856,2.968,6.412,2.38
Driver_12,1.708,1.54,2.072,1.4,1.848,1.512,2.408,1.68,1.904,1.484
Driver_13,1.568,2.212,1.12,1.484,2.1,1.624,1.68,1.68,2.464,1.484
Driver_14,1.736,1.232,14.252,1.4,1.54,1.428,2.492,1.596,1.456,1.512
Driver_15,1.96,1.68,2.296,1.596,2.128,1.68,2.996,1.904,2.156,1.652
Driver_16,2.604,1.484,1.876,2.38,1.82,2.1,2.268,2.296,1.596,2.548
Driver_17,3.052,1.764,4.06,2.156,2.492,2.212,6.468,2.688,2.24,2.38
Driver_18,3.024,5.516,1.12,4.452,3.612,4.984,1.988,3.556,3.472,3.78
Driver_19,1.876,1.848,1.764,1.568,2.24,1.708,2.576,1.904,2.38,1.624
Driver_20,1.456,1.512,1.428,1.26,1.708,1.372,1.82,1.484,1.82,1.316
Driver_21,11.116,3.528,1.54,21.196,5.124,12.096,3.5,12.04,3.752,218.624
Driver_22,1.68,1.428,2.52,1.372,1.736,1.456,2.464,1.624,1.736,1.456
Driver_23,2.044,4.984,0.98,2.408,2.772,2.716,1.652,2.324,3.08,2.24
Driver_24,1.792,2.492,1.232,1.624,2.436,1.82,1.96,1.904,2.94,1.652
Driver_25,2.1,1.372,11.256,1.652,1.792,1.652,3.192,1.904,1.652,1.792
Driver_26,1.568,1.652,1.484,1.344,1.848,1.456,1.96,1.596,2.016,1.4
Driver_27,2.156,4.228,1.176,2.1,3.36,2.436,2.072,2.408,4.536,2.072
Driver_28,1.876,4.172,1.008,1.988,2.632,2.268,1.624,2.1,3.164,1.904
Driver_29,2.576,6.468,1.232,2.52,4.48,3.024,2.324,2.94,6.72,2.464
Driver_30,1.82,2.464,1.26,1.652,2.492,1.848,2.044,1.932,2.996,1.68
Driver_31,2.38,1.4,2.66,2.016,1.736,1.876,2.52,2.1,1.54,2.184
Driver_32,5.404,2.156,1.792,4.648,2.856,3.78,3.276,4.312,2.352,5.488
Driver_33,2.548,1.568,5.768,1.904,2.1,1.904,4.396,2.268,1.904,2.072
Driver_34,1.904,1.4,5.376,1.512,1.792,1.568,3.024,1.792,1.708,1.624
Driver_35,1.596,3.052,0.896,1.792,2.072,1.96,1.372,1.764,2.324,1.68
Driver_36,1.736,1.848,1.512,1.484,2.128,1.624,2.212,1.764,2.324,1.54
Driver_37,4.788,2.772,1.372,9.156,3.192,5.74,2.492,4.788,2.632,8.204
Driver_38,8.792,3.024,2.072,4.116,5.852,4.536,11.116,7.196,4.312,4.844
Driver_39,2.408,1.708,3.444,1.82,2.324,1.904,4.536,2.24,2.212,1.96
Driver_40,1.344,1.568,1.204,1.232,1.624,1.316,1.596,1.4,1.792,1.232
Driver_41,5.656,6.972,1.372,8.288,8.148,17.108,2.996,8.344,5.992,7.056
Driver_42,5.152,4.62,1.68,3.752,13.244,4.732,4.872,6.048,10.808,3.976
Driver_43,3.024,4.424,1.456,2.604,5.516,3.108,3.164,3.36,8.26,2.632
Driver_44,1.876,1.428,1.12,2.184,1.512,1.904,1.456,1.82,1.372,2.156
Driver_45,1.708,2.016,1.372,1.512,2.184,1.652,2.044,1.764,2.464,1.54
Driver_46,1.82,1.596,2.24,1.512,1.988,1.596,2.716,1.792,2.016,1.568
Driver_47,1.456,2.492,0.84,1.652,1.792,1.764,1.232,1.596,1.932,1.568
Driver_48,3.164,2.24,1.232,4.676,2.408,3.64,1.988,3.136,2.072,4.34
Driver_49,2.52,5.684,1.232,2.436,4.34,2.912,2.352,2.884,6.496,2.408
Driver_50,1.68,2.548,1.12,1.596,2.324,1.792,1.764,1.82,2.8,1.596
Driver_51,2.492,3.92,1.036,3.528,2.8,3.668,1.736,2.828,2.716,3.052
Driver_52,2.408,1.512,6.748,1.848,1.988,1.82,3.892,2.156,1.82,1.988
