Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,2.52,2.24,26.152,4.004,2.212,4.396,3.36,1.96,3.248,3.024
Driver_2,1.736,1.008,1.792,2.464,1.232,1.26,1.568,1.624,2.324,1.904
Driver_3,1.484,1.4,2.492,2.24,2.044,1.708,1.512,1.316,6.972,1.652
Driver_4,1.036,1.484,1.708,1.372,2.744,1.54,1.12,0.952,2.828,1.148
Driver_5,2.268,1.344,3.192,4.564,1.624,1.82,2.184,1.904,4.2,2.66
Driver_6,1.26,2.016,2.464,1.708,4.788,2.212,1.372,1.092,4.256,1.372
Driver_7,1.68,0.952,1.596,2.212,1.12,1.148,1.484,1.596,1.96,1.792
Driver_8,9.184,1.372,2.548,3.64,1.232,1.932,15.12,5.236,1.624,7.644
Driver_9,9.772,1.204,2.408,5.348,1.176,1.624,4.508,6.552,1.792,10.444
Driver_10,1.12,1.652,1.904,1.456,3.416,1.736,1.176,0.98,3.22,1.204
Driver_11,3.5,1.708,2.856,2.772,1.4,2.604,6.748,2.688,1.624,3.612
Driver_12,1.176,1.988,2.24,1.596,5.068,2.1,1.288,1.036,3.584,1.288
Driver_13,1.4,0.868,1.4,1.792,1.064,1.064,1.26,1.344,1.764,1.484
Driver_14,1.512,3.36,4.06,2.044,5.404,4.732,1.792,1.288,3.528,1.68
Driver_15,1.372,1.624,2.548,1.988,2.8,1.932,1.456,1.204,7.42,1.512
Driver_16,4.844,1.68,4.2,4.956,1.512,2.688,11.2,3.136,2.1,6.216
Driver_17,1.428,0.868,1.372,1.792,1.036,1.036,1.26,1.372,1.708,1.512
Driver_18,5.292,1.54,4.396,9.38,1.512,2.408,7.0,3.304,2.352,8.372
Driver_19,1.708,4.34,4.396,2.128,3.024,32.9,2.184,1.428,2.436,1.904
Driver_20,4.536,1.708,4.312,4.676,1.54,2.8,10.248,2.996,2.1,5.684
Driver_21,1.26,1.764,2.436,1.764,3.528,2.016,1.372,1.12,5.124,1.4
Driver_22,2.408,1.036,1.904,3.276,1.148,1.316,1.988,2.268,2.016,2.632
Driver_23,2.772,2.016,3.136,2.548,1.54,3.276,4.592,2.212,1.708,2.94
Driver_24,1.232,2.828,2.52,1.596,17.192,2.8,1.4,1.092,3.024,1.344
