Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.232,1.652,2.604,8.568,1.904,2.184,1.624,3.248,10.052,1.316
Driver_2,1.316,1.792,2.94,6.776,2.044,2.38,1.624,3.64,19.04,1.4
Driver_3,1.4,1.82,2.968,6.132,2.044,2.772,1.512,4.62,13.776,1.4
Driver_4,1.512,2.828,2.296,1.148,3.5,1.092,2.268,1.12,1.484,3.836
Driver_5,1.232,1.54,2.268,11.34,1.68,2.744,1.344,4.9,5.936,1.232
Driver_6,2.688,6.188,2.688,1.148,4.172,1.288,1.456,1.288,1.512,24.36
Driver_7,0.98,1.344,1.848,2.66,1.596,1.288,2.436,1.596,2.66,1.176
Driver_8,1.176,1.932,2.38,1.596,2.604,1.148,7.644,1.316,2.044,1.82
Driver_9,2.632,2.66,3.304,1.932,2.38,4.004,1.176,3.276,2.632,1.82
Driver_10,3.332,7.784,2.856,1.204,4.144,1.4,1.372,1.372,1.568,8.96
Driver_11,1.176,1.176,1.456,2.352,1.176,3.892,0.924,4.172,1.988,0.98
Driver_12,2.856,2.268,2.464,1.652,1.96,4.004,1.036,2.8,2.072,1.652
Driver_13,6.636,5.096,2.996,1.316,3.108,1.82,1.204,1.68,1.736,3.22
Driver_14,1.512,1.456,1.792,2.156,1.428,14.616,0.952,5.572,2.212,1.148
Driver_15,1.148,1.792,2.408,1.876,2.38,1.232,5.544,1.428,2.408,1.624
Driver_16,1.708,3.64,7.7,1.96,6.524,1.652,2.38,1.876,3.192,2.604
Driver_17,0.924,1.232,1.624,2.268,1.456,1.176,2.436,1.428,2.212,1.12
Driver_18,1.148,1.792,1.652,1.036,2.128,0.924,2.632,0.952,1.26,2.184
Driver_19,1.064,1.372,1.932,9.604,1.54,1.82,1.54,2.548,4.256,1.148
Driver_20,1.12,1.764,2.212,1.652,2.296,1.148,8.764,1.316,2.072,1.652
Driver_21,1.484,2.856,2.548,1.26,3.892,1.12,2.716,1.204,1.652,3.36
Driver_22,1.652,2.576,5.936,3.136,3.136,2.38,1.764,3.08,8.344,1.848
Driver_23,0.98,1.344,1.82,2.464,1.624,1.26,2.632,1.54,2.548,1.204
Driver_24,6.356,4.9,3.08,1.344,3.08,1.904,1.204,1.736,1.764,3.052
Driver_25,1.288,2.128,1.904,1.092,2.576,0.98,2.604,1.036,1.372,2.66
Driver_26,1.652,3.444,6.468,1.96,6.076,1.596,2.52,1.792,3.08,2.576
Driver_27,1.596,1.624,2.156,2.632,1.624,13.944,1.064,11.032,2.856,1.26
Driver_28,18.088,3.5,2.324,1.204,2.408,1.736,1.092,1.54,1.512,2.688
Driver_29,2.156,6.16,3.136,1.26,6.188,1.288,1.764,1.316,1.68,11.228
Driver_30,1.484,2.632,2.044,1.092,3.024,1.036,2.044,1.064,1.372,3.836
Driver_31,1.512,2.296,4.648,3.556,2.8,2.212,1.876,2.94,11.9,1.708
Driver_32,19.516,2.576,1.932,1.12,1.932,1.68,0.98,1.456,1.372,2.156
Driver_33,0.952,1.288,1.736,2.632,1.512,1.26,2.268,1.54,2.52,1.12
Driver_34,2.576,7.196,2.94,1.204,4.9,1.316,1.54,1.316,1.596,25.62
Driver_35,1.624,1.54,1.848,2.044,1.456,21.56,0.98,5.068,2.184,1.204
Driver_36,2.072,2.156,2.912,2.268,2.072,6.356,1.176,5.012,3.024,1.568
Driver_37,1.176,1.848,1.68,1.036,2.184,0.924,2.548,0.98,1.26,2.268
Driver_38,1.764,4.228,3.248,1.316,6.412,1.26,2.212,1.316,1.792,4.928
Driver_39,1.848,4.424,3.052,1.26,5.88,1.232,2.044,1.288,1.708,6.02
Driver_40,2.38,2.632,3.556,2.128,2.436,4.256,1.232,3.752,2.996,1.792
Driver_41,1.428,2.772,2.828,1.372,4.116,1.176,3.248,1.288,1.848,2.884
Driver_42,1.596,1.96,3.136,3.836,2.1,4.032,1.344,7.364,6.02,1.456
Driver_43,1.792,1.736,2.156,2.156,1.652,23.016,1.036,5.6,2.464,1.316
Driver_44,2.576,3.528,5.32,2.016,3.248,2.968,1.372,2.912,3.08,2.184
Driver_45,3.668,2.688,2.688,1.54,2.212,3.08,1.092,2.408,1.988,1.904
Driver_46,3.444,13.58,3.444,1.288,4.928,1.54,1.428,1.484,1.736,6.636
Driver_47,1.12,1.82,2.044,1.344,2.38,1.036,7.7,1.148,1.652,1.876
Driver_48,2.744,7.056,8.4,1.736,5.908,2.072,1.54,2.1,2.632,3.136
Driver_49,1.008,1.288,1.764,5.768,1.456,1.596,1.568,2.156,3.36,1.092
Driver_50,3.136,7.56,2.828,1.204,4.2,1.372,1.4,1.344,1.568,10.808
Driver_51,2.912,2.688,3.052,1.792,2.324,3.752,1.148,2.94,2.352,1.848
Driver_52,2.548,4.424,7.84,1.96,4.144,2.492,1.484,2.548,3.08,2.464
Driver_53,1.064,1.652,1.764,1.204,2.072,0.952,6.328,1.064,1.456,1.736
Driver_54,1.12,1.792,1.82,1.176,2.24,0.98,4.48,1.064,1.428,1.96
Driver_55,1.484,2.94,4.06,1.736,4.872,1.372,3.22,1.54,2.492,2.52
Driver_56,1.176,1.708,2.66,3.612,2.1,1.624,2.296,2.1,4.9,1.428
Driver_57,1.176,1.512,2.296,12.292,1.736,2.044,1.596,3.052,6.552,1.232
Driver_58,1.12,1.568,2.352,3.808,1.904,1.568,2.184,2.044,4.34,1.316
Driver_59,3.528,16.968,4.2,1.4,5.376,1.708,1.428,1.68,1.932,4.704
Driver_60,1.064,1.344,1.876,15.764,1.484,1.932,1.428,2.828,4.116,1.12
Driver_61,1.064,1.652,1.736,1.176,2.044,0.952,5.656,1.036,1.428,1.736
Driver_62,2.436,7.028,2.996,1.232,5.292,1.316,1.596,1.316,1.624,23.268
Driver_63,1.932,5.096,3.276,1.288,6.916,1.288,1.988,1.344,1.764,6.552
Driver_64,1.092,1.708,1.876,1.288,2.156,1.008,9.24,1.12,1.596,1.736
Driver_65,1.316,1.316,1.652,2.464,1.316,5.964,0.952,5.908,2.24,1.064
