Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.26,0.84,2.52,1.092,2.436,2.24,1.204,1.036,1.54,1.624
Driver_2,2.38,2.632,1.82,3.948,2.296,2.548,2.156,1.792,3.248,4.312
Driver_3,2.184,1.232,3.864,1.848,35.784,14.784,1.764,1.512,2.968,4.34
Driver_4,19.712,1.82,1.512,4.536,2.52,2.352,1.288,4.144,1.792,2.604
Driver_5,1.708,1.176,8.484,1.596,5.992,8.26,2.156,1.288,3.724,4.06
Driver_6,4.172,1.54,2.156,2.856,5.18,4.424,1.54,2.268,2.408,4.172
Driver_7,1.512,8.904,0.952,2.352,1.12,1.148,1.176,1.54,1.288,1.4
Driver_8,1.708,3.08,1.54,2.66,1.68,1.82,2.324,1.428,2.688,2.632
Driver_9,2.072,1.092,2.8,1.596,6.328,4.452,1.4,1.484,2.016,2.632
Driver_10,1.512,2.576,1.54,2.184,1.596,1.736,2.66,1.288,2.744,2.464
Driver_11,1.54,2.492,1.596,2.212,1.652,1.82,2.772,1.288,2.912,2.576
Driver_12,1.82,1.4,4.62,1.904,4.256,6.188,2.94,1.344,9.016,7.812
Driver_13,3.444,2.072,2.016,4.368,3.248,3.444,1.848,2.156,3.024,5.824
Driver_14,2.24,2.156,2.156,3.108,2.688,3.08,2.52,1.652,4.508,6.384
Driver_15,7.7,1.652,1.736,3.5,3.304,2.968,1.372,3.052,1.988,3.108
Driver_16,1.54,2.464,1.624,2.212,1.652,1.848,2.828,1.288,2.996,2.632
Driver_17,1.68,14.476,1.12,2.884,1.288,1.344,1.428,1.596,1.596,1.736
Driver_18,1.092,1.204,2.268,1.26,1.596,1.82,11.872,0.924,3.304,2.072
Driver_19,6.356,1.764,1.176,3.5,1.708,1.624,1.036,22.652,1.344,1.736
Driver_20,1.148,1.176,2.688,1.26,1.764,2.016,9.324,0.952,3.724,2.24
Driver_21,2.576,1.176,2.436,1.848,6.86,4.564,1.4,1.736,2.072,2.912
Driver_22,1.652,1.624,2.856,1.988,2.576,3.164,4.424,1.288,15.288,5.18
Driver_23,5.348,2.52,1.288,10.024,1.848,1.82,1.232,4.508,1.624,2.184
Driver_24,3.248,2.912,1.12,5.404,1.484,1.456,1.12,4.004,1.4,1.708
Driver_25,3.976,3.052,1.26,15.232,1.764,1.764,1.288,3.556,1.652,2.156
Driver_26,1.428,1.456,2.828,1.68,2.212,2.632,7.728,1.148,8.932,3.528
Driver_27,1.4,1.148,8.82,1.428,3.024,3.752,3.22,1.092,5.124,3.36
Driver_28,2.24,7.084,1.232,5.096,1.54,1.596,1.456,2.044,1.792,2.1
