Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,2.1,0.84,1.932,1.064,1.708,2.408,1.232,1.12,1.176,0.98
Driver_2,1.736,0.952,7.168,1.064,1.344,15.624,1.12,1.988,2.156,1.288
Driver_3,2.856,1.008,1.092,1.68,5.068,1.176,2.8,0.812,0.84,1.008
Driver_4,1.764,4.396,1.344,3.584,1.596,1.288,2.044,1.288,1.288,3.836
Driver_5,2.016,1.176,9.268,1.316,1.484,6.748,1.288,2.492,2.716,1.764
Driver_6,1.232,1.148,2.996,1.064,1.036,2.296,0.98,15.316,18.928,1.932
Driver_7,1.428,9.548,1.092,3.472,1.4,1.064,1.876,1.092,1.092,2.688
Driver_8,2.492,2.576,1.456,5.236,2.24,1.428,3.052,1.232,1.26,2.548
Driver_9,1.596,0.784,2.1,0.924,1.316,2.632,1.036,1.204,1.26,0.952
Driver_10,1.512,3.696,1.456,2.268,1.344,1.344,1.568,1.54,1.54,10.276
Driver_11,1.848,3.164,1.568,2.8,1.596,1.484,1.904,1.512,1.512,5.264
Driver_12,2.072,2.352,1.12,25.928,2.268,1.12,4.564,0.98,0.98,1.736
Driver_13,2.66,1.54,1.092,3.892,3.78,1.148,28.448,0.896,0.924,1.344
Driver_14,2.072,2.576,1.148,194.628,2.184,1.148,4.004,1.008,1.008,1.876
Driver_15,2.856,0.924,2.128,1.204,2.128,2.66,1.456,1.204,1.232,1.12
Driver_16,2.576,1.344,4.144,1.596,1.792,3.976,1.568,2.072,2.184,2.016
Driver_17,2.268,1.26,5.74,1.428,1.652,5.152,1.428,2.268,2.436,1.904
Driver_18,2.38,0.84,1.764,1.12,1.96,2.156,1.344,1.064,1.12,0.98
Driver_19,2.94,1.064,3.584,1.344,1.96,4.928,1.484,1.568,1.652,1.4
Driver_20,1.848,3.388,1.512,2.968,1.624,1.428,1.932,1.456,1.456,4.9
Driver_21,3.472,1.092,1.148,1.876,7.98,1.232,3.388,0.868,0.896,1.092
Driver_22,2.828,1.792,2.296,2.268,2.044,2.212,2.016,1.708,1.764,2.744
Driver_23,4.032,1.316,2.912,1.736,2.38,3.22,1.876,1.596,1.68,1.736
Driver_24,2.352,1.064,5.32,1.26,1.68,9.1,1.344,1.82,1.932,1.428
Driver_25,1.988,3.36,1.26,7.42,1.932,1.232,2.856,1.148,1.148,2.492
Driver_26,1.344,9.856,1.008,3.136,1.316,0.98,1.764,1.008,1.008,2.38
Driver_27,2.8,1.008,3.192,1.288,1.932,4.452,1.428,1.456,1.54,1.288
Driver_28,2.24,0.896,2.8,1.12,1.708,3.892,1.26,1.372,1.428,1.148
Driver_29,4.452,1.512,1.316,3.416,6.16,1.372,8.176,1.008,1.036,1.484
Driver_30,2.268,1.092,6.692,1.288,1.652,9.828,1.344,1.988,2.128,1.54
Driver_31,1.708,1.148,11.032,1.204,1.316,5.46,1.176,3.22,3.612,1.764
Driver_32,1.316,1.344,2.66,1.204,1.092,2.1,1.064,6.02,5.964,2.492
Driver_33,1.82,4.032,1.372,3.78,1.652,1.316,2.156,1.288,1.316,3.696
Driver_34,1.904,0.868,3.164,1.036,1.484,4.62,1.148,1.456,1.54,1.12
Driver_35,7.588,1.316,2.212,1.932,3.304,2.436,2.268,1.344,1.4,1.596
Driver_36,6.692,1.232,1.372,2.212,44.548,1.456,3.948,0.98,1.008,1.26
Driver_37,1.344,1.764,1.96,1.4,1.12,1.68,1.176,2.828,2.772,4.62
Driver_38,1.988,1.54,3.276,1.624,1.512,2.772,1.456,2.548,2.66,2.856
Driver_39,3.332,1.008,1.176,1.652,5.964,1.26,2.688,0.868,0.868,1.036
Driver_40,2.912,2.184,1.68,3.584,2.38,1.652,2.772,1.372,1.4,2.604
Driver_41,1.568,1.652,2.52,1.484,1.26,2.128,1.26,3.08,3.136,3.696
Driver_42,2.044,1.176,8.68,1.316,1.512,6.804,1.316,2.436,2.632,1.764
Driver_43,3.696,0.98,1.96,1.344,2.604,2.38,1.652,1.148,1.204,1.148
Driver_44,13.3,1.288,1.96,2.016,4.06,2.156,2.52,1.26,1.288,1.512
Driver_45,3.192,1.316,1.12,2.716,6.076,1.176,8.064,0.896,0.896,1.232
Driver_46,2.436,1.876,2.352,2.128,1.82,2.184,1.848,1.848,1.904,3.192
Driver_47,1.232,1.204,2.828,1.092,1.036,2.184,1.008,12.236,12.152,2.044
Driver_48,1.344,1.232,3.332,1.148,1.092,2.492,1.064,7.42,8.456,2.128
Driver_49,1.568,4.368,1.372,2.548,1.4,1.316,1.68,1.428,1.428,6.58
Driver_50,2.1,1.036,6.58,1.204,1.54,16.772,1.26,1.904,2.044,1.4
Driver_51,2.324,0.84,1.764,1.092,1.904,2.128,1.316,1.064,1.092,0.98
Driver_52,2.044,0.98,4.9,1.148,1.54,9.688,1.232,1.736,1.848,1.288
Driver_53,1.596,1.4,3.528,1.344,1.26,2.716,1.232,3.836,4.116,2.576
Driver_54,3.22,0.98,2.408,1.288,2.212,3.052,1.512,1.288,1.344,1.204
Driver_55,1.484,1.344,3.444,1.26,1.204,2.632,1.148,4.76,5.18,2.436
Driver_56,5.292,1.26,1.288,2.38,26.572,1.372,4.816,0.952,0.98,1.26
Driver_57,1.68,1.932,2.212,1.736,1.372,1.932,1.428,2.352,2.38,5.096
Driver_58,1.54,7.0,1.176,3.752,1.484,1.12,1.988,1.148,1.148,3.052
Driver_59,1.988,1.456,3.864,1.512,1.512,3.164,1.4,2.688,2.856,2.52
Driver_60,1.568,0.756,1.988,0.924,1.316,2.492,1.008,1.148,1.204,0.924
Driver_61,1.512,4.704,1.344,2.464,1.344,1.26,1.624,1.4,1.4,6.468
Driver_62,1.932,2.604,1.764,2.436,1.624,1.652,1.792,1.68,1.708,5.376
Driver_63,3.416,1.288,3.388,1.624,2.156,3.78,1.708,1.708,1.792,1.736
Driver_64,2.744,2.296,1.372,6.916,2.604,1.372,4.032,1.148,1.176,2.128
Driver_65,1.596,5.6,1.148,4.676,1.568,1.092,2.184,1.092,1.092,2.576
Driver_66,2.1,2.268,1.12,18.06,2.324,1.12,4.928,0.952,0.98,1.708
Driver_67,2.184,2.772,1.624,3.276,1.848,1.54,2.212,1.428,1.456,3.696
Driver_68,2.38,1.176,6.132,1.372,1.68,6.972,1.4,2.044,2.212,1.68
Driver_69,3.08,0.896,1.596,1.26,2.576,1.876,1.596,1.008,1.036,1.036
Driver_70,2.128,2.66,1.708,2.884,1.764,1.624,2.044,1.54,1.568,4.144
Driver_71,1.176,1.12,2.772,1.036,0.98,2.156,0.952,37.436,29.708,1.848
Driver_72,3.612,1.596,1.26,4.004,4.844,1.316,13.16,0.98,1.008,1.484
Driver_73,1.68,2.1,2.044,1.792,1.372,1.82,1.456,2.184,2.212,6.188
Driver_74,1.68,5.32,1.232,4.2,1.596,1.176,2.128,1.176,1.176,3.08
Driver_75,1.848,0.812,2.072,0.98,1.512,2.632,1.12,1.176,1.232,0.98
Driver_76,14.868,1.204,1.568,1.96,7.896,1.736,2.94,1.064,1.092,1.316
Driver_77,1.96,3.164,1.176,12.18,1.96,1.176,3.136,1.064,1.064,2.184
Driver_78,1.708,3.528,1.512,2.66,1.512,1.4,1.792,1.484,1.512,6.188
Driver_79,2.492,2.1,1.204,11.088,2.744,1.204,6.16,1.008,1.036,1.736
Driver_80,3.556,1.54,1.232,3.668,5.208,1.288,15.652,0.952,0.98,1.428
Driver_81,1.736,2.52,1.792,2.1,1.456,1.652,1.596,1.82,1.848,7.84
Driver_82,2.464,1.176,1.008,2.212,4.2,1.064,4.704,0.812,0.812,1.092
Driver_83,3.276,1.008,2.492,1.316,2.24,3.192,1.54,1.316,1.372,1.232
Driver_84,11.76,1.288,1.988,1.988,3.892,2.212,2.492,1.26,1.316,1.54
Driver_85,2.016,0.924,4.032,1.12,1.54,6.832,1.204,1.596,1.708,1.204
Driver_86,4.592,1.736,1.512,3.696,3.92,1.568,4.508,1.148,1.176,1.82
Driver_87,1.988,2.044,2.184,2.044,1.596,1.96,1.652,1.988,2.016,4.396
Driver_88,3.892,1.736,2.016,2.632,2.632,2.044,2.548,1.456,1.484,2.24
Driver_89,16.408,1.288,1.904,2.016,4.312,2.1,2.576,1.232,1.288,1.512
Driver_90,2.772,1.204,4.48,1.484,1.876,5.068,1.54,1.876,1.988,1.708
Driver_91,2.66,1.176,1.036,2.184,4.844,1.092,4.648,0.812,0.84,1.092
Driver_92,2.156,2.1,1.092,11.06,2.464,1.12,5.824,0.952,0.952,1.596
Driver_93,2.884,1.148,4.116,1.4,1.932,5.348,1.512,1.708,1.82,1.54
Driver_94,16.464,1.176,1.708,1.848,5.488,1.904,2.576,1.12,1.148,1.316
