Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,4.928,1.036,0.868,2.212,1.064,1.932,0.896,1.036,0.98,2.016
Driver_2,2.156,1.232,1.12,2.044,1.624,6.328,1.288,1.876,1.26,1.624
Driver_3,1.4,5.04,3.668,2.156,4.508,2.044,2.492,1.484,6.496,1.848
Driver_4,1.204,1.456,1.568,1.428,3.36,2.772,2.8,5.208,1.708,1.204
Driver_5,1.68,5.516,2.576,2.968,2.576,1.96,1.736,1.26,3.892,2.604
Driver_6,1.792,2.884,2.212,2.968,3.696,3.192,2.072,1.68,2.968,2.268
Driver_7,1.764,4.396,2.464,3.164,2.856,2.24,1.82,1.344,3.64,2.632
Driver_8,1.512,4.872,2.212,2.436,1.792,1.456,1.372,1.008,2.912,2.548
Driver_9,8.596,1.4,1.092,4.816,1.232,1.904,0.98,1.008,1.26,5.264
Driver_10,1.82,3.192,1.792,3.276,1.652,1.568,1.26,1.008,2.268,3.752
Driver_11,2.8,1.484,1.26,3.024,1.848,8.372,1.372,1.68,1.456,2.184
Driver_12,1.26,1.596,1.708,1.512,3.976,2.912,2.996,4.116,1.848,1.288
Driver_13,1.092,2.38,3.416,1.456,10.668,1.82,7.448,1.932,3.444,1.288
Driver_14,1.008,4.172,23.296,1.372,2.66,1.288,2.408,1.176,6.916,1.288
Driver_15,1.288,1.204,1.232,1.4,2.1,3.164,1.792,5.6,1.316,1.176
Driver_16,1.176,9.576,3.696,1.708,2.016,1.316,1.652,1.036,4.872,1.68
Driver_17,2.464,2.296,1.708,5.04,2.408,3.668,1.596,1.484,2.156,3.136
Driver_18,3.752,1.232,1.036,2.66,1.4,3.584,1.092,1.372,1.204,2.1
Driver_19,1.036,2.24,3.416,1.344,7.056,1.68,10.304,1.904,3.22,1.204
Driver_20,1.372,5.516,4.004,2.072,4.368,1.96,2.52,1.456,7.7,1.82
Driver_21,1.232,9.492,6.02,1.792,3.192,1.568,2.296,1.26,26.628,1.652
Driver_22,1.764,3.948,2.436,3.136,3.136,2.436,1.932,1.428,3.556,2.52
Driver_23,0.924,1.932,3.136,1.176,3.808,1.4,10.332,1.708,2.632,1.064
Driver_24,1.26,14.224,5.096,1.876,2.968,1.568,2.128,1.232,13.608,1.736
Driver_25,2.1,3.136,1.988,4.452,2.492,2.576,1.652,1.344,2.716,3.248
Driver_26,1.568,1.456,1.4,1.792,2.52,6.02,1.876,3.22,1.568,1.456
Driver_27,10.752,1.288,1.036,3.612,1.288,2.548,1.036,1.148,1.204,2.912
Driver_28,0.896,2.296,5.292,1.148,2.716,1.204,3.444,1.288,3.248,1.064
Driver_29,3.528,2.016,1.428,49.224,1.708,2.464,1.26,1.176,1.764,7.056
Driver_30,0.924,2.212,4.452,1.176,3.388,1.316,5.096,1.484,3.192,1.092
Driver_31,1.176,1.708,1.96,1.456,5.376,2.352,4.284,3.388,2.072,1.232
Driver_32,1.26,3.024,1.82,1.764,1.372,1.148,1.148,0.84,2.128,1.96
Driver_33,1.68,3.836,2.576,2.828,3.64,2.492,2.1,1.512,3.78,2.268
Driver_34,1.988,2.464,1.54,3.444,1.456,1.512,1.148,0.952,1.876,4.676
Driver_35,1.036,2.688,4.928,1.4,5.656,1.568,5.712,1.624,4.284,1.232
Driver_36,3.864,1.148,0.98,2.436,1.288,2.968,1.036,1.288,1.12,1.988
Driver_37,1.54,5.04,3.08,2.492,3.724,2.156,2.184,1.428,5.068,2.1
Driver_38,1.232,1.148,1.148,1.316,1.904,2.856,1.68,5.516,1.232,1.12
Driver_39,3.276,1.372,1.176,3.052,1.652,5.488,1.26,1.54,1.344,2.24
Driver_40,2.604,2.156,1.428,5.544,1.484,1.736,1.148,1.008,1.736,10.444
Driver_41,2.744,1.904,1.512,4.536,2.212,5.04,1.512,1.568,1.848,2.828
Driver_42,1.904,1.596,1.456,2.324,2.52,15.428,1.764,2.296,1.68,1.792
Driver_43,1.596,3.108,2.52,2.464,4.9,2.828,2.408,1.736,3.472,1.988
Driver_44,1.736,4.06,2.016,3.136,1.848,1.652,1.372,1.064,2.716,3.22
Driver_45,1.988,2.184,1.792,3.052,3.164,4.9,1.932,1.848,2.268,2.212
Driver_46,0.98,3.36,20.328,1.316,2.912,1.316,2.856,1.26,5.628,1.232
Driver_47,3.052,1.316,1.12,2.716,1.596,5.432,1.232,1.568,1.316,2.072
Driver_48,1.148,3.472,5.264,1.596,6.692,1.764,3.948,1.596,6.272,1.428
Driver_49,7.616,1.372,1.092,4.116,1.4,2.912,1.092,1.232,1.288,3.052
Driver_50,1.204,2.856,3.556,1.652,17.164,2.016,4.48,1.848,4.2,1.428
Driver_51,0.868,2.1,4.34,1.092,2.52,1.176,3.36,1.288,2.856,1.008
Driver_52,16.856,1.372,1.064,4.704,1.26,2.1,1.008,1.064,1.26,4.312
Driver_53,1.568,2.828,1.652,2.436,1.428,1.316,1.148,0.896,2.016,2.884
Driver_54,1.12,2.184,2.912,1.428,11.06,1.876,8.316,2.156,2.968,1.26
Driver_55,4.844,1.624,1.26,6.888,1.652,3.304,1.232,1.288,1.512,3.836
Driver_56,17.92,1.26,1.036,3.612,1.26,2.324,1.008,1.092,1.176,3.052
Driver_57,1.708,1.904,1.736,2.324,3.556,5.6,2.156,2.324,2.072,1.792
Driver_58,1.736,3.164,2.38,2.828,3.92,2.884,2.156,1.624,3.276,2.212
Driver_59,1.148,1.652,1.904,1.4,4.872,2.296,4.228,3.584,1.988,1.204
Driver_60,2.128,2.688,1.932,4.032,2.8,3.276,1.764,1.512,2.548,2.8
Driver_61,1.232,1.82,2.016,1.568,6.132,2.604,3.836,3.136,2.184,1.316
Driver_62,2.576,1.568,1.344,3.052,2.044,11.256,1.456,1.764,1.568,2.184
Driver_63,1.064,1.232,1.372,1.204,2.464,2.128,2.464,12.488,1.428,1.036
Driver_64,2.184,2.772,1.904,4.536,2.576,2.996,1.68,1.428,2.52,3.08
Driver_65,6.16,1.624,1.232,9.856,1.484,2.436,1.12,1.148,1.456,5.964
Driver_66,1.092,1.904,2.464,1.372,7.532,1.932,8.68,2.464,2.492,1.204
Driver_67,1.148,1.456,1.596,1.344,3.36,2.408,3.052,5.516,1.68,1.148
Driver_68,11.228,1.428,1.12,5.432,1.316,2.128,1.036,1.064,1.288,4.928
Driver_69,1.568,1.792,1.736,2.016,3.808,4.788,2.352,2.716,2.016,1.596
Driver_70,1.204,2.716,3.388,1.652,23.632,2.044,4.732,1.932,3.892,1.428
Driver_71,0.84,2.044,4.144,1.064,2.296,1.12,2.968,1.232,2.716,1.008
Driver_72,1.512,3.724,2.94,2.324,5.068,2.408,2.52,1.624,4.368,1.932
Driver_73,1.092,3.052,5.852,1.456,5.6,1.596,4.592,1.568,5.264,1.316
Driver_74,1.148,3.948,6.776,1.596,5.152,1.652,3.472,1.484,8.428,1.428
Driver_75,1.456,9.1,3.276,2.38,2.856,1.82,1.932,1.26,5.768,2.156
Driver_76,2.016,3.528,1.96,4.284,2.072,2.016,1.484,1.176,2.66,3.78
Driver_77,1.372,5.796,4.06,2.072,4.2,1.932,2.464,1.428,8.036,1.82
Driver_78,1.064,1.624,1.96,1.316,4.648,1.988,5.432,3.276,1.988,1.148
Driver_79,2.184,1.344,1.204,2.24,1.82,10.64,1.4,1.988,1.372,1.736
Driver_80,1.148,4.536,8.428,1.596,4.284,1.596,3.08,1.4,12.348,1.456
Driver_81,1.036,1.4,1.652,1.232,3.276,1.96,3.752,4.564,1.68,1.064
Driver_82,5.74,1.288,1.064,3.332,1.372,3.108,1.092,1.26,1.232,2.576
Driver_83,1.092,6.58,8.512,1.512,2.52,1.344,2.1,1.148,9.296,1.456
Driver_84,2.52,2.128,1.624,4.62,2.38,4.312,1.596,1.54,2.044,2.912
Driver_85,1.54,2.716,1.624,2.352,1.4,1.288,1.12,0.896,1.96,2.828
Driver_86,0.812,1.932,3.752,1.036,2.072,1.064,2.604,1.148,2.52,0.952
Driver_87,1.596,1.428,1.344,1.82,2.408,6.384,1.82,3.108,1.512,1.456
Driver_88,2.52,2.38,1.54,6.104,1.596,1.848,1.204,1.064,1.904,8.036
Driver_89,1.708,1.708,1.596,2.156,3.08,7.084,2.016,2.548,1.848,1.68
Driver_90,1.092,6.916,4.004,1.568,1.96,1.232,1.652,1.008,4.704,1.54
Driver_91,1.148,3.5,5.46,1.596,6.44,1.736,3.92,1.596,6.44,1.428
Driver_92,1.82,1.232,1.148,1.82,1.792,6.524,1.428,2.324,1.288,1.484
Driver_93,2.8,1.596,1.344,3.416,1.988,8.008,1.428,1.68,1.568,2.352
Driver_94,1.54,1.372,1.316,1.708,2.324,5.516,1.792,3.332,1.456,1.4
Driver_95,1.316,1.26,1.26,1.456,2.156,3.5,1.82,4.9,1.372,1.232
Driver_96,16.212,1.4,1.092,4.872,1.288,2.156,1.008,1.064,1.26,4.312
Driver_97,2.8,2.184,1.456,7.476,1.568,1.904,1.176,1.064,1.792,11.872
Driver_98,4.984,1.736,1.288,15.68,1.512,2.352,1.148,1.12,1.54,7.448
Driver_99,1.372,1.26,1.26,1.512,2.184,3.836,1.792,4.424,1.372,1.26
Driver_100,1.764,1.26,1.176,1.82,1.848,6.636,1.456,2.436,1.316,1.456
Driver_101,0.896,2.632,7.336,1.176,2.408,1.176,2.632,1.176,3.724,1.092
Driver_102,1.68,5.516,2.548,2.968,2.548,1.96,1.736,1.232,3.864,2.632
Driver_103,3.92,1.372,1.148,3.332,1.568,4.368,1.204,1.428,1.344,2.408
Driver_104,1.148,5.992,3.08,1.624,1.792,1.232,1.484,0.98,3.668,1.624
Driver_105,1.904,1.764,1.568,2.492,2.8,9.66,1.848,2.212,1.848,1.876
Driver_106,2.128,1.372,1.232,2.24,1.904,13.86,1.428,2.044,1.4,1.736
Driver_107,14.084,1.232,1.008,3.248,1.204,2.24,0.98,1.092,1.148,2.8
Driver_108,1.176,1.26,1.344,1.316,2.464,2.632,2.212,9.604,1.428,1.12
Driver_109,2.66,1.876,1.484,4.144,2.24,5.684,1.54,1.624,1.82,2.66
Driver_110,3.22,1.428,1.204,3.136,1.68,5.852,1.288,1.568,1.4,2.268
Driver_111,1.092,1.484,1.708,1.316,3.752,2.184,3.724,4.452,1.792,1.148
Driver_112,1.232,1.736,1.932,1.54,5.432,2.66,3.668,3.332,2.1,1.288
Driver_113,1.484,2.548,1.568,2.184,1.344,1.232,1.092,0.868,1.876,2.604
Driver_114,1.288,1.568,1.652,1.54,3.668,3.136,2.744,4.228,1.792,1.288
Driver_115,1.512,6.272,3.164,2.464,3.276,1.988,2.044,1.344,5.432,2.156
Driver_116,2.52,2.492,1.736,6.44,2.212,2.912,1.512,1.344,2.212,3.808
Driver_117,1.092,1.568,1.82,1.316,4.228,2.128,4.284,3.836,1.876,1.148
Driver_118,1.064,4.536,20.86,1.484,3.332,1.428,2.772,1.288,11.06,1.372
Driver_119,1.092,5.628,13.86,1.512,2.996,1.4,2.436,1.232,14.252,1.428
Driver_120,1.988,1.596,1.428,2.408,2.408,22.624,1.68,2.184,1.652,1.82
Driver_121,4.228,1.456,1.204,3.948,1.624,4.228,1.232,1.4,1.4,2.716
Driver_122,2.66,2.212,1.624,5.908,2.24,3.556,1.512,1.428,2.044,3.388
Driver_123,1.652,3.024,2.408,2.604,4.48,2.968,2.296,1.736,3.276,2.044
Driver_124,2.212,1.96,1.316,3.5,1.288,1.456,1.036,0.896,1.568,5.908
Driver_125,9.94,1.484,1.148,6.132,1.372,2.352,1.064,1.12,1.344,4.676
Driver_126,1.12,1.372,1.484,1.316,2.94,2.38,2.772,7.168,1.568,1.12
Driver_127,1.708,1.344,1.26,1.848,2.072,7.7,1.596,2.688,1.4,1.484
Driver_128,1.12,1.26,1.344,1.26,2.464,2.38,2.324,12.964,1.428,1.092
Driver_129,5.124,1.54,1.148,5.908,1.288,1.848,1.008,0.98,1.344,9.072
Driver_130,5.908,1.568,1.176,7.56,1.344,2.044,1.064,1.036,1.4,8.176
Driver_131,2.24,2.016,1.344,3.696,1.344,1.484,1.064,0.924,1.624,6.272
Driver_132,7.616,1.204,0.98,2.94,1.232,2.436,0.98,1.148,1.12,2.492
Driver_133,1.512,5.516,3.164,2.464,3.584,2.072,2.156,1.4,5.348,2.1
Driver_134,1.176,1.624,1.82,1.428,4.48,2.464,3.64,3.892,1.932,1.232
Driver_135,1.12,1.092,1.12,1.204,1.82,2.296,1.708,8.4,1.204,1.036
Driver_136,0.952,2.184,3.948,1.232,4.256,1.428,7.616,1.652,3.164,1.12
Driver_137,0.924,1.96,3.22,1.176,3.92,1.428,10.332,1.708,2.688,1.064
Driver_138,0.924,2.94,8.96,1.204,2.352,1.176,2.408,1.148,4.144,1.148
