Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,4.956,8.232,2.296,1.4,1.68,6.244,3.08,1.148,3.724,1.82
Driver_2,1.82,1.512,1.12,4.144,1.54,2.156,1.932,1.736,2.716,2.66
Driver_3,5.488,5.264,6.16,1.4,2.716,2.464,1.624,1.316,2.044,1.26
Driver_4,8.988,22.708,3.472,1.428,2.156,3.724,2.128,1.26,2.744,1.512
Driver_5,1.4,1.176,1.148,2.828,2.268,1.204,1.008,48.328,1.26,1.064
Driver_6,2.744,2.268,3.528,1.484,5.88,1.68,1.204,1.68,1.54,1.064
Driver_7,3.752,4.284,1.82,1.484,1.54,12.6,4.788,1.148,5.74,2.324
Driver_8,19.32,11.032,2.94,1.596,2.268,4.592,2.296,1.344,3.276,1.652
Driver_9,3.976,8.372,2.576,1.232,1.596,3.78,2.464,1.064,2.66,1.568
Driver_10,2.52,1.988,2.52,1.708,17.164,1.624,1.204,2.1,1.54,1.064
Driver_11,2.324,2.912,1.568,1.148,1.232,3.668,4.228,0.924,2.912,1.988
Driver_12,2.24,1.876,2.632,1.512,7.392,1.484,1.12,1.876,1.4,1.008
Driver_13,2.856,2.1,2.212,2.156,13.748,1.848,1.316,2.492,1.792,1.232
Driver_14,3.332,2.492,1.568,2.744,1.988,4.34,2.688,1.652,5.908,2.576
Driver_15,2.24,2.324,1.344,1.456,1.26,4.788,50.96,1.036,5.376,3.864
Driver_16,6.244,4.228,1.988,1.96,2.072,8.68,3.024,1.428,6.524,2.184
Driver_17,7.7,4.676,2.128,1.932,2.184,7.364,2.8,1.456,5.432,2.044
Driver_18,2.352,1.96,1.316,2.94,1.652,3.248,2.66,1.568,4.732,3.276
Driver_19,4.592,5.488,2.016,1.512,1.652,11.452,3.836,1.176,5.124,2.128
Driver_20,2.268,1.764,1.904,2.184,11.088,1.596,1.204,2.996,1.568,1.148
Driver_21,2.52,2.408,1.372,1.68,1.372,5.964,8.68,1.148,9.828,4.284
Driver_22,11.984,5.74,3.612,1.652,3.024,3.108,1.848,1.484,2.548,1.428
