Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.792,1.708,2.632,2.912,2.716,3.248,2.352,2.184,7.196,3.332
Driver_2,1.316,2.772,1.148,1.204,2.296,1.484,1.456,1.036,2.632,1.26
Driver_3,1.316,1.988,1.4,1.484,2.268,2.296,1.54,1.26,4.844,1.568
Driver_4,1.064,1.4,1.232,1.288,1.54,2.66,1.204,1.176,2.884,1.372
Driver_5,2.184,1.4,9.044,13.72,2.24,2.1,3.08,4.228,2.492,24.08
Driver_6,1.12,2.324,0.98,1.008,1.764,1.232,1.204,0.896,1.876,1.064
Driver_7,1.792,1.12,10.948,8.12,1.596,1.736,2.24,10.472,1.708,6.608
Driver_8,4.284,3.444,1.876,1.96,9.576,1.344,4.844,1.428,2.324,1.96
Driver_9,2.52,3.444,1.904,2.044,12.068,1.68,3.248,1.512,3.92,2.128
Driver_10,4.144,3.5,1.54,1.596,4.228,1.12,3.388,1.232,1.764,1.568
Driver_11,1.428,1.092,4.088,4.172,1.512,2.52,1.764,6.804,1.96,4.76
Driver_12,0.924,0.952,1.344,1.4,1.148,4.592,1.064,1.456,1.792,1.484
Driver_13,1.736,11.48,1.204,1.26,3.304,1.204,1.82,1.036,2.1,1.288
Driver_14,1.064,1.456,1.176,1.232,1.54,2.296,1.204,1.092,2.688,1.288
Driver_15,1.428,1.456,2.156,2.324,2.016,5.852,1.764,2.016,5.264,2.632
Driver_16,1.064,1.232,1.372,1.428,1.456,4.648,1.232,1.344,2.8,1.54
Driver_17,2.968,1.316,5.348,5.012,1.988,1.4,3.808,2.968,1.68,4.032
Driver_18,1.4,1.708,1.708,1.82,2.24,3.472,1.708,1.54,8.764,1.988
Driver_19,1.4,1.4,2.184,2.38,1.932,6.552,1.736,2.1,4.592,2.688
Driver_20,1.792,6.58,1.316,1.4,4.004,1.372,1.96,1.12,2.66,1.428
Driver_21,1.176,1.848,1.204,1.26,1.876,1.932,1.316,1.092,3.08,1.316
Driver_22,1.792,3.164,1.596,1.708,4.256,1.848,2.156,1.344,5.096,1.792
Driver_23,1.232,1.848,1.288,1.372,2.016,2.184,1.428,1.176,3.808,1.456
Driver_24,2.912,3.332,1.988,2.128,21.952,1.596,3.836,1.54,3.416,2.184
Driver_25,1.036,1.708,1.008,1.064,1.568,1.54,1.148,0.952,2.128,1.12
Driver_26,1.12,1.12,1.764,1.848,1.4,19.628,1.316,1.876,2.492,2.044
Driver_27,1.792,1.232,7.924,9.156,1.848,2.296,2.324,6.412,2.268,14.196
