Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,2.464,3.22,3.36,1.288,4.2,1.652,6.076,3.388,2.184,2.156
Driver_2,1.148,1.148,2.604,1.148,2.632,0.98,1.316,2.072,2.912,1.12
Driver_3,2.016,1.512,1.064,12.964,1.344,2.268,1.372,1.848,1.736,2.296
Driver_4,5.376,2.912,1.484,2.828,2.016,3.92,2.464,3.192,2.212,6.552
Driver_5,4.228,2.436,1.26,3.22,1.624,4.984,1.988,2.352,1.82,5.768
Driver_6,2.352,2.8,3.976,1.344,6.076,1.624,4.508,4.144,2.576,2.1
Driver_7,1.344,1.372,3.864,1.232,4.144,1.092,1.624,2.744,3.696,1.288
Driver_8,1.596,1.344,1.456,2.912,1.932,1.428,1.372,2.604,3.696,1.624
Driver_9,1.316,1.092,0.952,4.368,1.148,1.4,1.036,1.428,1.512,1.428
Driver_10,2.464,1.736,1.036,4.06,1.288,3.388,1.484,1.736,1.512,2.968
Driver_11,1.344,1.26,2.156,1.512,2.744,1.148,1.4,2.716,5.516,1.316
Driver_12,1.288,1.12,1.176,2.744,1.456,1.232,1.12,1.792,2.296,1.344
Driver_13,5.18,2.8,1.428,2.94,1.932,4.088,2.38,3.024,2.156,6.58
Driver_14,4.592,5.012,2.212,1.652,3.22,2.436,6.356,4.508,2.408,3.668
Driver_15,2.1,1.96,2.8,1.82,5.768,1.596,2.296,10.976,8.792,2.016
Driver_16,8.82,15.904,1.596,1.568,1.988,3.556,5.068,2.464,1.68,5.544
Driver_17,3.444,2.744,2.072,2.24,3.332,2.268,2.884,8.96,3.668,3.276
Driver_18,3.5,2.996,2.268,1.988,3.836,2.212,3.388,10.332,3.5,3.192
Driver_19,1.624,1.428,1.792,2.184,2.52,1.372,1.512,3.332,7.224,1.624
Driver_20,4.9,8.008,2.044,1.512,2.688,2.492,10.808,3.276,1.988,3.696
Driver_21,2.632,2.184,2.072,2.352,3.472,1.932,2.352,9.912,5.32,2.576
Driver_22,13.972,4.788,1.596,2.044,2.156,4.172,3.528,3.164,2.044,10.332
Driver_23,4.256,2.576,1.12,2.128,1.372,20.748,1.932,1.764,1.4,5.684
Driver_24,2.632,2.828,3.332,1.54,6.944,1.764,4.004,6.972,3.248,2.352
Driver_25,17.108,7.84,1.596,1.764,2.1,3.948,4.396,2.8,1.848,7.896
Driver_26,4.116,3.08,1.092,1.596,1.316,7.812,2.1,1.596,1.26,4.508
Driver_27,2.828,1.904,1.204,5.32,1.54,3.192,1.652,2.184,1.876,3.388
Driver_28,5.74,5.46,2.016,1.736,2.856,2.716,5.6,4.144,2.296,4.424
Driver_29,3.5,2.436,1.68,2.996,2.436,2.604,2.324,4.648,3.08,3.668
Driver_30,1.484,1.232,1.232,3.668,1.568,1.4,1.232,2.044,2.492,1.568
Driver_31,1.26,1.204,2.1,1.428,2.548,1.064,1.344,2.408,4.368,1.26
Driver_32,2.38,1.988,2.016,2.408,3.276,1.82,2.128,7.588,6.328,2.352
Driver_33,1.176,1.12,1.708,1.484,2.044,1.036,1.204,2.1,3.528,1.176
Driver_34,1.344,1.232,1.736,1.764,2.24,1.176,1.316,2.52,4.872,1.344
Driver_35,0.98,0.952,1.54,1.148,1.652,0.868,1.036,1.54,2.156,0.98
Driver_36,2.1,1.876,2.436,1.988,4.396,1.624,2.128,8.988,11.508,2.044
Driver_37,1.736,1.4,1.344,4.256,1.764,1.596,1.4,2.492,2.968,1.82
Driver_38,2.212,1.596,1.12,9.604,1.4,2.52,1.456,1.96,1.792,2.548
Driver_39,4.144,4.732,2.324,1.624,3.444,2.296,6.636,4.62,2.436,3.388
Driver_40,3.472,2.156,1.232,3.836,1.568,4.144,1.82,2.24,1.82,4.424
Driver_41,1.596,1.372,1.54,2.576,2.072,1.4,1.4,2.8,4.424,1.624
Driver_42,1.848,2.016,6.748,1.316,19.628,1.372,2.716,4.2,3.248,1.708
Driver_43,1.288,1.092,1.064,3.304,1.288,1.26,1.064,1.624,1.904,1.344
Driver_44,1.428,1.176,1.092,4.312,1.372,1.4,1.148,1.764,2.016,1.512
Driver_45,2.716,4.144,2.604,1.26,3.052,1.792,11.116,2.8,1.876,2.296
Driver_46,13.272,4.004,1.428,2.184,1.876,5.964,2.856,2.632,1.848,32.2
Driver_47,2.1,3.024,2.688,1.092,2.688,1.512,5.236,2.24,1.652,1.848
Driver_48,1.456,1.176,0.952,6.244,1.148,1.596,1.092,1.484,1.512,1.596
Driver_49,1.512,1.428,2.436,1.624,3.5,1.232,1.596,3.528,9.66,1.484
Driver_50,4.2,3.612,2.184,1.904,3.472,2.408,4.032,6.664,2.94,3.668
Driver_51,1.596,1.428,1.96,1.988,2.8,1.344,1.568,3.528,9.828,1.596
Driver_52,1.316,1.092,0.98,4.116,1.176,1.344,1.036,1.484,1.624,1.4
Driver_53,1.708,1.344,1.148,9.8,1.456,1.736,1.288,1.988,2.1,1.876
Driver_54,1.232,1.176,2.324,1.316,2.66,1.036,1.344,2.324,3.78,1.204
Driver_55,1.484,1.26,1.26,3.416,1.624,1.4,1.26,2.128,2.688,1.568
Driver_56,1.568,1.4,1.736,2.184,2.408,1.344,1.484,3.136,6.328,1.596
Driver_57,1.176,1.036,1.092,2.38,1.316,1.148,1.036,1.596,2.016,1.232
Driver_58,1.428,1.176,1.036,5.628,1.26,1.484,1.12,1.624,1.764,1.54
Driver_59,2.912,2.52,2.352,2.016,4.256,1.988,2.856,22.764,4.48,2.744
Driver_60,1.232,1.092,1.232,2.268,1.512,1.148,1.12,1.82,2.492,1.288
Driver_61,1.344,1.288,2.436,1.456,3.108,1.12,1.456,2.8,5.432,1.316
Driver_62,1.736,1.484,1.624,2.716,2.268,1.512,1.54,3.276,5.068,1.764
Driver_63,2.1,1.568,1.148,18.536,1.484,2.212,1.428,2.072,1.96,2.352
Driver_64,1.176,1.092,1.54,1.568,1.848,1.036,1.148,1.96,3.164,1.176
Driver_65,2.352,2.492,3.808,1.512,10.416,1.624,3.388,7.0,3.584,2.128
Driver_66,1.596,1.82,17.528,1.12,5.824,1.232,2.464,2.8,2.38,1.484
Driver_67,2.968,2.268,0.98,1.652,1.176,6.44,1.708,1.428,1.176,3.388
Driver_68,1.26,1.12,1.484,1.82,1.82,1.12,1.204,2.072,3.36,1.26
Driver_69,13.02,4.004,1.456,2.212,1.904,5.544,2.912,2.744,1.876,23.072
Driver_70,3.556,6.412,2.212,1.344,2.744,2.128,59.528,2.912,1.876,2.884
Driver_71,3.136,2.268,1.708,3.024,2.52,2.38,2.24,4.928,3.416,3.248
Driver_72,1.288,1.232,2.408,1.372,2.884,1.064,1.4,2.52,4.34,1.26
Driver_73,1.848,1.624,2.156,2.072,3.388,1.484,1.792,5.068,19.432,1.82
Driver_74,1.204,1.036,1.092,2.576,1.316,1.176,1.036,1.596,1.988,1.26
Driver_75,1.764,1.904,7.896,1.288,15.568,1.316,2.52,3.864,3.248,1.624
Driver_76,2.24,1.624,1.176,12.096,1.512,2.352,1.484,2.156,1.988,2.52
Driver_77,0.98,0.952,1.624,1.12,1.708,0.868,1.036,1.54,2.156,0.952
Driver_78,2.268,1.932,2.128,2.268,3.5,1.736,2.1,7.952,7.644,2.24
Driver_79,6.188,3.164,1.512,2.604,2.1,3.948,2.66,3.304,2.24,7.308
Driver_80,2.016,2.128,4.9,1.428,44.604,1.456,2.8,5.544,3.808,1.848
Driver_81,4.2,9.492,1.988,1.4,2.492,2.352,20.552,2.772,1.82,3.248
Driver_82,2.324,2.688,4.144,1.372,7.14,1.596,4.116,4.508,2.744,2.072
Driver_83,1.372,1.148,1.092,3.64,1.372,1.344,1.12,1.736,2.044,1.428
Driver_84,2.8,1.876,1.064,3.332,1.316,4.312,1.568,1.764,1.484,3.472
Driver_85,3.528,2.296,1.064,2.212,1.316,10.08,1.764,1.68,1.372,4.564
Driver_86,1.456,1.288,1.54,2.268,2.044,1.288,1.344,2.576,4.312,1.484
Driver_87,2.52,2.548,3.276,1.624,7.952,1.736,3.304,10.416,3.948,2.296
Driver_88,2.156,2.632,4.452,1.26,5.712,1.512,4.172,3.584,2.408,1.932
Driver_89,1.596,1.96,4.396,1.008,3.052,1.204,2.772,2.1,1.708,1.428
Driver_90,1.064,0.98,1.484,1.344,1.68,0.952,1.064,1.708,2.548,1.064
Driver_91,1.232,1.148,1.652,1.596,2.044,1.092,1.232,2.156,3.752,1.232
