Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,4.06,1.26,1.904,2.492,1.176,1.736,9.912,1.876,3.836,1.848
Driver_2,3.696,1.12,1.708,2.128,1.064,1.512,5.04,1.736,5.992,1.904
Driver_3,2.156,3.024,2.884,3.696,2.072,2.268,2.744,1.988,1.372,1.344
Driver_4,1.428,2.996,1.652,1.876,1.568,3.556,1.876,1.316,1.148,1.008
Driver_5,1.428,2.492,2.856,2.184,20.776,1.092,1.288,2.128,0.924,1.26
Driver_6,2.492,1.82,11.144,4.62,2.884,1.176,1.876,6.664,1.232,2.072
Driver_7,1.512,2.072,1.54,1.82,1.316,7.14,2.184,1.26,1.316,1.008
Driver_8,2.128,3.08,5.544,4.788,3.584,1.512,2.072,2.8,1.204,1.484
Driver_9,1.848,1.484,1.512,1.848,1.148,4.312,3.276,1.316,1.876,1.148
Driver_10,3.668,1.792,12.852,11.088,2.268,1.316,2.548,6.692,1.484,2.296
Driver_11,1.708,1.008,1.96,1.708,1.4,0.812,1.232,2.856,1.064,2.8
Driver_12,2.436,1.512,5.208,3.36,2.324,1.036,1.708,9.1,1.204,2.436
Driver_13,25.508,1.344,3.164,4.256,1.484,1.316,3.78,3.78,2.212,3.192
Driver_14,2.464,1.26,3.276,2.632,1.764,0.952,1.624,6.944,1.26,3.332
Driver_15,2.044,2.184,2.044,2.604,1.512,3.556,3.248,1.624,1.54,1.232
Driver_16,9.016,1.4,2.716,3.976,1.4,1.596,7.7,2.66,2.604,2.296
Driver_17,1.428,1.792,1.4,1.652,1.204,16.576,2.1,1.176,1.344,0.98
Driver_18,1.652,2.996,1.932,2.268,1.68,3.304,2.212,1.484,1.26,1.092
Driver_19,1.4,4.452,2.604,2.24,7.644,1.288,1.4,1.82,0.924,1.148
Driver_20,1.848,1.428,1.484,1.82,1.12,3.92,3.332,1.316,1.96,1.148
Driver_21,1.288,1.512,1.232,1.4,1.064,22.232,1.82,1.064,1.288,0.896
Driver_22,6.3,1.4,4.144,4.704,1.652,1.204,2.716,6.776,1.764,3.64
Driver_23,6.468,1.26,2.128,2.828,1.232,1.54,7.028,2.184,3.556,2.24
Driver_24,1.148,3.724,1.848,1.624,4.648,1.148,1.148,1.428,0.812,0.98
Driver_25,4.9,1.064,1.792,2.184,1.092,1.288,3.584,2.016,4.48,2.604
Driver_26,3.052,1.008,2.044,2.072,1.204,0.952,1.764,3.052,1.68,164.92
Driver_27,2.184,3.248,3.36,4.172,2.38,2.016,2.548,2.184,1.316,1.372
Driver_28,3.332,2.1,9.044,23.912,2.38,1.512,2.828,4.06,1.484,1.932
Driver_29,3.556,0.98,1.596,1.876,1.008,1.176,2.828,1.792,5.152,2.492
Driver_30,2.744,1.148,1.568,1.96,1.036,1.82,5.236,1.512,4.48,1.54
Driver_31,1.512,7.532,2.66,2.492,3.976,1.54,1.596,1.82,1.008,1.148
Driver_32,3.556,2.1,4.872,11.592,2.044,1.736,3.64,3.108,1.624,1.82
Driver_33,5.684,1.708,4.816,11.228,1.82,1.54,4.004,3.892,1.82,2.268
Driver_34,2.688,1.148,1.54,1.932,1.036,1.82,5.068,1.512,4.508,1.54
Driver_35,2.912,1.904,57.12,7.308,2.688,1.288,2.184,6.272,1.344,2.1
Driver_36,2.912,1.876,30.156,6.692,2.66,1.26,2.156,6.86,1.344,2.128
Driver_37,2.1,1.092,2.352,2.016,1.484,0.868,1.428,3.864,1.204,3.584
Driver_38,4.564,1.176,2.716,2.828,1.4,1.064,2.184,4.536,1.764,7.504
Driver_39,2.212,1.204,2.856,2.324,1.708,0.924,1.484,5.124,1.204,3.164
Driver_40,2.856,1.12,2.52,2.352,1.428,0.952,1.708,4.564,1.428,6.72
Driver_41,1.232,3.416,2.072,1.792,7.224,1.12,1.204,1.596,0.84,1.036
Driver_42,1.428,4.452,2.632,2.24,7.644,1.288,1.4,1.848,0.952,1.148
Driver_43,4.9,1.036,1.988,2.24,1.148,1.092,2.464,2.576,2.52,5.124
Driver_44,1.456,2.016,2.968,2.156,6.692,1.008,1.288,2.352,0.924,1.344
Driver_45,2.436,2.52,2.968,4.172,1.932,2.296,3.332,2.1,1.512,1.428
Driver_46,1.764,1.344,2.996,2.212,2.24,0.896,1.344,3.78,1.036,2.016
Driver_47,1.764,1.008,1.988,1.736,1.4,0.812,1.26,2.912,1.092,2.94
Driver_48,5.124,1.288,2.1,2.856,1.232,1.68,11.648,2.072,3.416,1.988
Driver_49,2.66,1.176,2.856,2.492,1.568,0.952,1.652,5.712,1.344,4.536
Driver_50,1.68,3.64,3.724,2.996,6.44,1.344,1.624,2.296,1.036,1.316
Driver_51,2.016,2.912,5.852,4.228,4.396,1.372,1.876,2.94,1.148,1.512
Driver_52,1.848,4.004,2.632,3.052,2.268,2.212,2.24,1.82,1.232,1.232
Driver_53,2.716,1.68,9.744,4.704,2.548,1.148,1.932,9.604,1.288,2.296
Driver_54,3.864,1.428,5.208,4.48,1.876,1.148,2.184,21.672,1.512,3.304
Driver_55,8.932,1.512,4.172,6.664,1.68,1.4,3.808,4.34,1.96,2.716
Driver_56,3.92,1.092,2.38,2.464,1.316,1.008,2.016,3.724,1.764,12.46
Driver_57,14.0,1.232,2.38,3.052,1.288,1.344,4.284,2.716,2.912,2.996
Driver_58,3.024,2.324,4.844,9.016,2.212,1.764,3.22,2.912,1.512,1.68
Driver_59,2.436,1.708,1.988,2.632,1.372,3.052,5.152,1.68,1.96,1.344
Driver_60,4.592,1.68,2.996,4.928,1.568,1.876,8.008,2.52,2.128,1.848
Driver_61,1.428,2.38,2.884,2.184,14.14,1.064,1.288,2.184,0.924,1.26
Driver_62,4.144,1.792,9.156,15.064,2.128,1.372,2.8,5.852,1.568,2.324
Driver_63,1.4,4.06,2.576,2.184,9.128,1.232,1.372,1.848,0.924,1.148
Driver_64,2.464,0.896,1.316,1.54,0.896,1.176,2.436,1.428,10.416,1.876
