Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,8.316,1.204,3.192,6.468,2.156,2.1,1.736,1.316,3.948,1.512
Driver_2,5.236,1.064,2.436,4.088,1.792,1.764,1.512,1.176,2.912,1.344
Driver_3,3.332,2.044,22.344,4.48,5.936,6.776,3.668,2.408,5.712,2.156
Driver_4,3.136,0.98,1.96,2.744,1.596,1.484,1.372,1.064,2.492,1.316
Driver_5,3.22,0.924,1.82,2.66,1.428,1.428,1.232,1.008,2.072,1.148
Driver_6,1.4,1.064,1.54,1.484,1.82,1.344,1.764,1.288,2.072,2.632
Driver_7,1.316,1.316,1.624,1.4,2.212,1.484,2.38,1.68,2.044,5.544
Driver_8,2.912,1.008,2.044,2.716,1.736,1.54,1.484,1.148,2.828,1.484
Driver_9,1.232,1.232,1.484,1.316,1.96,1.372,2.1,1.54,1.848,4.256
Driver_10,1.428,1.624,1.932,1.568,3.024,1.82,3.556,2.212,2.352,29.624
Driver_11,2.324,1.204,1.932,2.24,1.372,1.848,1.232,1.148,1.54,0.98
Driver_12,2.156,1.288,2.436,2.352,2.772,1.876,2.408,1.568,4.284,2.856
Driver_13,2.212,0.84,1.456,1.932,1.232,1.176,1.092,0.896,1.708,1.064
Driver_14,2.072,3.388,4.34,2.464,4.536,12.824,3.948,3.78,2.688,1.988
Driver_15,2.24,1.792,3.668,2.604,7.112,2.912,5.124,2.38,5.712,4.088
Driver_16,1.596,0.756,1.232,1.484,1.092,1.036,1.008,0.812,1.456,1.036
Driver_17,3.08,2.072,5.796,3.752,2.996,7.056,2.408,2.1,2.856,1.568
Driver_18,4.2,1.148,2.772,4.032,2.184,1.904,1.792,1.316,4.256,1.68
Driver_19,2.744,2.044,7.0,3.444,11.396,4.732,5.096,2.632,6.86,2.772
Driver_20,3.248,1.708,3.892,3.64,2.24,3.864,1.876,1.708,2.38,1.344
Driver_21,1.344,1.428,1.708,1.456,2.492,1.624,2.8,1.904,2.128,9.156
Driver_22,1.484,1.26,1.764,1.596,2.324,1.54,2.324,1.568,2.436,4.172
Driver_23,5.824,1.428,3.948,6.048,2.156,2.996,1.764,1.484,2.744,1.344
