Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.176,2.156,9.408,2.604,3.052,2.884,1.596,2.128,3.304,3.136
Driver_2,2.632,1.12,1.428,1.204,2.408,1.26,1.764,3.08,1.932,1.512
Driver_3,0.952,1.568,5.768,4.34,1.932,1.848,1.176,1.736,1.932,3.612
Driver_4,1.596,0.896,1.288,1.232,1.736,1.008,1.232,2.856,1.428,1.512
Driver_5,1.736,0.952,1.344,1.232,1.848,1.064,1.316,3.024,1.54,1.54
Driver_6,1.036,1.204,3.892,7.868,2.044,1.428,1.148,2.576,1.82,16.296
Driver_7,1.848,1.82,2.996,1.792,33.544,2.352,2.38,3.864,6.916,2.492
Driver_8,2.128,1.148,1.68,1.4,2.884,1.344,1.708,4.984,2.184,1.848
Driver_9,1.568,4.648,1.512,1.064,2.044,4.116,3.556,1.288,2.632,1.204
Driver_10,1.288,0.896,1.4,1.456,1.652,1.008,1.092,3.08,1.372,1.792
Driver_11,1.148,21.084,1.764,1.204,1.82,6.86,1.96,1.232,2.296,1.288
Driver_12,1.176,6.72,2.324,1.428,2.184,10.472,1.932,1.4,2.828,1.568
Driver_13,1.372,1.008,1.708,1.708,2.044,1.148,1.232,4.872,1.652,2.268
Driver_14,2.044,1.232,1.904,1.512,3.5,1.456,1.792,6.692,2.492,2.072
Driver_15,2.072,1.932,2.548,1.596,20.776,2.464,2.884,3.248,8.428,2.1
Driver_16,2.156,1.736,2.436,1.596,13.608,2.184,2.66,3.752,5.824,2.128
Driver_17,2.352,2.464,1.456,1.036,2.408,2.632,14.168,1.484,2.968,1.204
Driver_18,2.268,2.632,1.54,1.092,2.604,2.884,11.648,1.54,3.304,1.26
Driver_19,1.344,1.26,2.968,2.576,3.052,1.484,1.4,7.812,2.324,4.564
Driver_20,1.372,9.044,1.652,1.12,2.016,6.132,2.716,1.288,2.66,1.26
Driver_21,33.32,1.26,1.148,0.924,1.876,1.344,2.94,1.568,1.82,1.064
Driver_22,1.512,4.62,2.38,1.4,3.248,9.464,2.884,1.708,5.264,1.652
Driver_23,4.004,1.008,1.12,0.952,1.764,1.12,1.764,1.82,1.568,1.148
Driver_24,1.288,1.232,2.996,2.828,2.772,1.456,1.344,6.02,2.184,5.236
Driver_25,7.028,1.12,1.176,0.98,1.96,1.232,2.212,1.848,1.764,1.148
Driver_26,3.22,1.96,1.596,1.148,3.36,2.268,8.624,1.904,3.696,1.372
Driver_27,3.192,1.932,1.372,1.008,2.352,2.072,17.808,1.54,2.66,1.176
Driver_28,1.232,2.38,6.832,2.352,3.192,3.276,1.708,2.072,3.668,2.828
Driver_29,1.4,9.604,1.876,1.232,2.296,10.752,2.716,1.4,3.164,1.372
Driver_30,1.232,0.952,1.652,1.764,1.792,1.064,1.12,3.696,1.484,2.268
Driver_31,3.304,1.512,1.736,1.26,4.284,1.792,3.08,2.856,3.388,1.624
Driver_32,1.68,1.148,1.932,1.68,2.828,1.316,1.512,10.024,2.128,2.324
Driver_33,1.344,0.868,1.316,1.316,1.596,0.98,1.12,2.8,1.344,1.596
Driver_34,2.996,1.036,1.26,1.064,2.044,1.176,1.736,2.38,1.736,1.316
Driver_35,1.12,1.596,17.024,4.312,2.66,1.96,1.372,2.464,2.492,6.328
Driver_36,1.4,0.868,1.288,1.26,1.596,0.98,1.12,2.688,1.344,1.54
Driver_37,1.708,1.708,3.36,1.988,11.088,2.184,2.072,4.62,5.18,2.912
Driver_38,12.572,1.344,1.176,0.924,1.988,1.428,3.472,1.568,1.96,1.092
Driver_39,1.092,1.624,19.796,4.256,2.604,2.016,1.344,2.324,2.464,5.628
Driver_40,1.092,1.904,13.58,3.136,2.576,2.408,1.428,2.044,2.66,3.612
Driver_41,6.412,1.12,1.176,0.98,1.988,1.232,2.156,1.876,1.764,1.176
Driver_42,1.512,1.596,3.948,2.324,5.908,1.988,1.792,5.32,3.836,3.752
Driver_43,4.228,1.092,1.232,1.008,2.016,1.204,1.96,2.1,1.764,1.232
Driver_44,1.148,1.652,21.98,3.78,2.94,2.072,1.428,2.604,2.744,5.824
Driver_45,1.316,1.148,2.548,2.464,2.604,1.372,1.316,7.168,2.044,4.004
Driver_46,1.792,0.896,1.204,1.12,1.68,1.008,1.288,2.436,1.428,1.372
Driver_47,1.792,0.952,1.344,1.232,1.904,1.064,1.344,3.08,1.568,1.54
Driver_48,1.26,1.036,1.932,2.016,2.1,1.176,1.204,5.124,1.708,2.8
Driver_49,0.952,1.372,4.872,8.036,1.848,1.596,1.12,1.876,1.792,4.816
Driver_50,1.708,3.192,2.548,1.484,4.704,4.928,3.248,2.016,10.668,1.792
Driver_51,1.204,6.692,1.4,1.008,1.596,3.78,2.1,1.092,1.96,1.092
Driver_52,3.08,1.26,1.568,1.232,3.08,1.456,2.184,3.22,2.436,1.568
Driver_53,1.372,0.896,1.4,1.372,1.708,1.008,1.148,3.136,1.428,1.708
Driver_54,16.604,1.176,1.064,0.868,1.708,1.26,2.576,1.456,1.652,1.008
Driver_55,4.648,1.26,1.4,1.12,2.66,1.428,2.492,2.408,2.268,1.372
