Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.792,2.24,4.536,1.932,1.68,7.336,1.708,5.768,4.676,1.848
Driver_2,1.316,4.536,1.708,1.12,1.652,3.416,1.764,5.068,1.736,1.344
Driver_3,1.008,2.044,1.456,1.036,1.148,2.1,1.204,2.744,1.54,1.036
Driver_4,1.288,1.708,2.856,1.736,1.232,2.996,1.26,3.416,3.584,1.316
Driver_5,4.34,1.708,4.088,2.352,2.24,2.884,2.072,2.184,2.94,4.452
Driver_6,1.176,1.484,2.408,1.652,1.092,2.324,1.12,2.576,3.024,1.176
Driver_7,2.268,4.396,2.296,1.372,3.276,5.488,3.556,4.032,2.044,2.38
Driver_8,3.92,1.708,4.536,2.464,2.156,2.968,2.016,2.24,3.164,4.004
Driver_9,7.504,1.484,1.68,1.372,3.416,1.708,2.744,1.428,1.456,7.588
Driver_10,1.736,1.484,10.08,3.304,1.372,2.856,1.344,2.464,59.444,1.764
Driver_11,3.864,1.708,4.648,2.464,2.156,3.024,2.016,2.268,3.22,3.948
Driver_12,2.772,3.388,2.24,1.4,4.368,4.06,4.536,3.024,1.96,2.968
Driver_13,1.428,8.148,1.708,1.12,1.932,3.584,2.128,4.648,1.68,1.456
Driver_14,1.624,1.316,6.188,4.228,1.26,2.268,1.232,2.044,9.548,1.624
Driver_15,2.1,1.4,10.64,4.592,1.456,2.492,1.4,2.072,6.888,2.1
Driver_16,1.54,11.172,1.792,1.148,2.184,4.032,2.436,4.788,1.736,1.596
Driver_17,24.472,1.484,2.184,1.764,2.604,1.932,2.24,1.596,1.82,16.8
Driver_18,2.604,3.22,1.736,1.204,8.512,2.688,11.284,2.268,1.568,2.772
Driver_19,1.344,1.428,3.556,2.24,1.176,2.492,1.176,2.492,5.32,1.344
Driver_20,2.24,3.556,1.596,1.12,6.804,2.492,11.676,2.184,1.456,2.352
Driver_21,1.12,2.156,1.764,1.176,1.232,2.604,1.288,3.668,1.904,1.148
Driver_22,5.488,1.316,2.576,2.296,1.96,1.876,1.764,1.54,2.072,5.068
Driver_23,5.684,2.016,2.744,1.736,3.416,2.968,3.024,2.24,2.212,6.356
Driver_24,1.288,2.38,2.212,1.372,1.4,3.724,1.456,5.964,2.408,1.316
Driver_25,2.016,5.908,2.1,1.288,2.996,5.152,3.332,4.312,1.932,2.1
Driver_26,2.52,3.248,2.884,1.568,2.912,7.476,2.94,4.284,2.492,2.632
Driver_27,2.044,4.284,1.596,1.092,5.124,2.576,7.532,2.324,1.456,2.156
Driver_28,3.948,1.26,2.716,2.688,1.736,1.792,1.568,1.512,2.212,3.752
Driver_29,6.664,1.988,2.408,1.624,3.892,2.688,3.276,2.072,1.988,7.784
Driver_30,22.792,1.428,2.044,1.68,2.604,1.82,2.24,1.512,1.708,14.98
Driver_31,1.288,1.064,2.912,4.312,1.036,1.624,1.008,1.512,3.5,1.288
Driver_32,1.288,5.712,1.596,1.064,1.708,3.052,1.876,4.116,1.596,1.344
Driver_33,1.708,10.64,1.876,1.204,2.464,4.396,2.8,4.62,1.792,1.764
Driver_34,1.54,3.64,2.352,1.372,1.792,6.776,1.876,25.536,2.352,1.596
