Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,2.492,1.736,2.772,1.092,1.316,2.66,1.176,1.96,1.904,2.324
Driver_2,1.148,2.744,3.668,1.596,1.596,4.396,1.4,1.68,5.964,1.428
Driver_3,3.192,2.1,2.492,1.232,1.596,2.8,1.4,2.716,2.1,3.584
Driver_4,2.884,2.24,2.716,1.26,1.652,3.108,1.428,2.772,2.268,3.416
Driver_5,1.092,3.528,2.24,2.268,1.96,2.884,1.736,1.792,5.208,1.428
Driver_6,2.212,1.176,0.924,1.036,1.4,1.036,1.344,1.736,1.008,2.128
Driver_7,3.108,1.344,1.764,0.924,1.148,1.736,1.036,1.652,1.4,2.128
Driver_8,4.088,2.016,1.456,1.4,2.128,1.708,1.848,4.312,1.624,13.02
Driver_9,1.988,2.884,4.34,1.428,1.764,6.244,1.512,2.716,3.472,2.632
Driver_10,1.484,3.948,1.428,3.584,26.6,1.82,7.364,4.312,2.184,2.464
Driver_11,2.744,1.848,2.688,1.12,1.4,2.716,1.232,2.156,1.96,2.66
Driver_12,1.12,2.184,4.844,1.344,1.372,4.256,1.232,1.512,3.892,1.344
Driver_13,1.036,2.8,1.288,15.512,3.36,1.568,3.472,1.904,2.072,1.4
Driver_14,3.808,1.456,1.148,1.148,1.624,1.26,1.512,2.38,1.204,3.584
Driver_15,0.952,1.904,2.604,1.372,1.288,2.604,1.176,1.316,2.968,1.148
Driver_16,1.344,3.696,4.536,1.708,1.848,8.96,1.568,2.128,13.188,1.764
Driver_17,4.62,2.184,1.764,1.344,1.96,2.072,1.68,4.144,1.848,11.788
Driver_18,1.652,4.004,4.564,1.652,1.988,13.132,1.652,2.716,6.496,2.268
Driver_19,2.184,2.436,3.892,1.316,1.624,4.536,1.4,2.52,2.8,2.688
Driver_20,1.26,5.656,2.716,2.268,2.296,4.116,1.932,2.296,12.796,1.736
Driver_21,1.064,3.528,1.484,5.74,3.024,1.876,2.8,1.96,2.66,1.456
Driver_22,3.612,1.456,1.82,0.98,1.232,1.82,1.092,1.792,1.456,2.408
Driver_23,1.092,3.5,2.352,2.184,1.932,3.052,1.708,1.82,5.656,1.428
Driver_24,9.24,1.736,1.624,1.176,1.596,1.82,1.4,2.772,1.568,5.264
Driver_25,2.044,1.484,1.036,1.344,1.988,1.176,1.932,2.408,1.176,2.66
Driver_26,1.12,3.836,2.268,2.324,2.072,2.996,1.82,1.876,5.684,1.484
Driver_27,5.824,1.988,1.736,1.26,1.764,2.016,1.54,3.388,1.736,7.532
Driver_28,2.772,1.372,1.064,1.176,1.652,1.176,1.54,2.212,1.148,2.94
Driver_29,1.708,1.624,1.036,1.596,2.436,1.176,2.492,2.52,1.232,2.38
Driver_30,1.54,3.136,1.344,3.108,12.992,1.652,7.868,4.2,1.932,2.52
Driver_31,1.232,2.212,1.12,3.5,5.516,1.316,11.284,2.408,1.54,1.764
Driver_32,1.624,3.92,1.484,2.968,10.556,1.904,5.432,5.684,2.212,2.884
Driver_33,7.336,1.708,1.4,1.204,1.708,1.596,1.54,2.968,1.456,6.384
Driver_34,1.176,4.816,1.568,6.412,4.452,1.988,3.752,2.492,2.828,1.708
Driver_35,1.932,1.288,2.1,0.868,1.036,1.848,0.952,1.4,1.428,1.624
Driver_36,1.232,2.296,1.12,3.724,5.992,1.344,14.0,2.464,1.568,1.792
Driver_37,4.004,2.072,2.156,1.26,1.68,2.436,1.456,2.996,1.96,4.536
Driver_38,1.876,2.1,1.204,1.904,3.472,1.428,3.22,3.836,1.512,3.136
Driver_39,1.036,3.5,1.596,4.172,2.604,1.988,2.408,1.876,2.912,1.4
Driver_40,1.344,12.936,1.988,3.388,3.724,2.772,2.884,2.996,4.48,1.988
Driver_41,3.276,2.156,2.436,1.26,1.652,2.8,1.428,2.884,2.128,3.808
Driver_42,1.064,2.268,1.12,7.56,4.172,1.344,6.048,1.96,1.624,1.456
Driver_43,2.464,2.184,1.316,1.68,2.884,1.596,2.492,5.18,1.624,5.264
Driver_44,1.708,3.64,1.484,2.716,8.232,1.876,4.928,6.356,2.128,3.108
Driver_45,2.744,2.324,2.856,1.288,1.68,3.332,1.428,2.828,2.38,3.388
Driver_46,1.092,3.052,2.688,1.876,1.736,3.388,1.54,1.708,5.796,1.4
Driver_47,1.652,2.1,1.148,2.1,3.976,1.372,3.976,3.36,1.484,2.604
Driver_48,1.792,1.988,5.6,1.176,1.372,4.34,1.204,1.876,2.52,1.96
Driver_49,2.24,1.428,1.008,1.26,1.792,1.148,1.736,2.268,1.148,2.688
Driver_50,1.064,3.472,2.184,2.296,1.988,2.772,1.764,1.792,4.872,1.4
Driver_51,2.912,1.4,1.064,1.148,1.624,1.204,1.54,2.24,1.148,3.024
Driver_52,1.148,2.492,1.148,5.796,5.908,1.4,11.872,2.296,1.68,1.652
Driver_53,1.036,3.444,1.68,3.388,2.352,2.1,2.156,1.82,3.22,1.372
Driver_54,2.016,2.436,4.62,1.316,1.596,5.292,1.372,2.38,2.968,2.436
Driver_55,1.316,2.016,1.064,2.604,4.424,1.288,6.02,2.52,1.428,1.932
