Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.204,2.688,10.668,2.828,1.736,1.288,3.052,1.316,1.064,1.036
Driver_2,1.148,1.708,1.176,1.232,0.868,2.968,1.512,3.584,54.208,1.176
Driver_3,2.66,2.352,2.072,5.908,4.48,1.624,2.828,1.54,1.12,1.932
Driver_4,1.596,3.948,5.488,6.832,2.296,1.596,5.628,1.596,1.204,1.344
Driver_5,1.848,3.08,1.652,2.072,1.26,11.76,2.688,11.62,2.94,1.82
Driver_6,6.552,1.82,1.456,2.744,2.828,1.736,1.988,1.596,1.12,3.332
Driver_7,1.092,1.652,1.176,1.204,0.868,2.66,1.484,3.164,15.624,1.12
Driver_8,5.068,2.352,1.652,3.444,2.38,2.24,2.604,2.016,1.316,3.164
Driver_9,1.092,3.052,2.352,1.708,1.064,1.848,2.52,2.044,1.932,1.008
Driver_10,1.12,3.304,2.52,1.792,1.092,1.876,2.688,2.044,1.904,1.036
Driver_11,3.696,1.764,1.232,1.792,1.4,3.164,1.764,2.632,1.624,4.676
Driver_12,1.736,13.076,2.772,3.388,1.568,3.024,7.588,3.08,1.904,1.54
Driver_13,1.148,3.08,2.016,1.68,1.064,2.296,2.464,2.632,2.548,1.092
Driver_14,5.824,1.848,1.288,2.044,1.624,2.688,1.904,2.296,1.456,5.992
Driver_15,2.044,1.512,1.512,2.52,17.08,1.176,1.708,1.12,0.868,1.568
Driver_16,1.148,1.624,1.148,1.204,0.868,2.996,1.456,3.556,25.956,1.204
Driver_17,2.044,7.616,2.604,4.284,1.764,2.996,7.616,2.912,1.764,1.764
Driver_18,3.556,1.68,1.176,1.708,1.344,2.996,1.652,2.492,1.596,4.844
Driver_19,5.348,1.428,1.092,1.596,1.456,2.016,1.456,1.792,1.26,20.328
Driver_20,1.176,2.604,9.464,2.744,1.708,1.26,2.94,1.288,1.064,1.036
Driver_21,1.176,1.932,1.316,1.316,0.924,3.108,1.68,3.864,11.06,1.176
Driver_22,1.96,1.736,1.82,3.248,18.844,1.232,2.016,1.176,0.924,1.512
Driver_23,2.464,1.596,1.54,2.772,9.576,1.26,1.82,1.204,0.924,1.792
Driver_24,2.296,5.376,2.38,4.536,1.876,3.024,5.88,2.856,1.68,1.932
Driver_25,1.344,2.632,1.568,1.624,1.064,4.312,2.212,5.992,4.928,1.344
Driver_26,2.716,1.484,1.064,1.456,1.204,2.856,1.484,2.436,1.652,3.752
Driver_27,1.708,8.512,4.396,5.964,1.932,2.044,25.816,2.044,1.456,1.456
Driver_28,1.316,5.516,7.812,3.052,1.54,1.708,5.46,1.764,1.4,1.148
Driver_29,1.12,1.596,1.12,1.176,0.84,2.772,1.428,3.22,20.272,1.148
Driver_30,12.404,1.652,1.316,2.268,2.352,1.736,1.792,1.568,1.12,4.424
Driver_31,1.204,3.248,1.988,1.736,1.064,2.548,2.576,2.968,2.744,1.148
Driver_32,1.792,1.484,1.036,1.316,1.008,3.64,1.4,3.164,2.296,2.1
Driver_33,1.68,5.74,4.984,7.112,2.1,1.848,10.304,1.82,1.344,1.4
Driver_34,2.828,2.324,1.428,2.1,1.4,5.572,2.24,4.116,2.016,2.856
Driver_35,12.992,1.456,1.148,1.792,1.792,1.736,1.512,1.568,1.12,9.856
Driver_36,3.948,1.54,1.12,1.624,1.344,2.492,1.54,2.128,1.456,6.664
Driver_37,1.092,2.716,1.876,1.568,1.008,2.156,2.24,2.464,2.576,1.064
Driver_38,11.676,1.54,1.176,1.82,1.708,1.96,1.596,1.736,1.204,15.428
Driver_39,1.204,1.652,1.148,1.232,0.896,3.304,1.484,3.92,19.04,1.26
Driver_40,3.472,2.52,1.932,5.04,3.108,1.932,2.94,1.792,1.232,2.38
Driver_41,4.872,2.408,1.624,3.108,2.072,2.604,2.604,2.296,1.428,3.388
Driver_42,2.828,3.808,2.128,4.76,2.072,2.772,4.312,2.548,1.54,2.24
Driver_43,1.652,1.68,1.148,1.372,1.008,5.404,1.568,4.844,3.248,1.82
Driver_44,7.168,2.1,1.512,2.828,2.212,2.24,2.268,1.988,1.316,3.92
Driver_45,1.988,4.508,1.988,2.716,1.456,5.18,3.836,4.984,2.268,1.848
Driver_46,1.736,11.816,2.716,3.276,1.54,3.108,7.0,3.192,1.96,1.54
Driver_47,1.792,9.576,3.752,5.992,1.932,2.212,35.98,2.184,1.512,1.512
Driver_48,1.988,1.4,1.008,1.316,1.036,3.024,1.372,2.632,1.904,2.464
Driver_49,1.456,3.164,6.356,4.732,2.268,1.428,4.06,1.428,1.12,1.232
Driver_50,2.996,2.156,1.372,2.016,1.4,4.816,2.1,3.668,1.932,3.136
Driver_51,3.584,1.708,1.484,2.828,4.424,1.456,1.904,1.372,1.008,2.352
Driver_52,1.12,2.968,10.808,2.408,1.456,1.344,3.108,1.4,1.176,1.008
Driver_53,1.344,3.92,16.24,3.808,1.848,1.512,4.788,1.54,1.204,1.176
Driver_54,1.596,2.072,1.316,1.54,1.064,9.1,1.848,11.284,4.48,1.652
Driver_55,10.836,1.484,1.204,1.988,2.184,1.596,1.596,1.456,1.064,4.816
Driver_56,11.312,1.764,1.372,2.464,2.38,1.848,1.904,1.652,1.148,4.228
Driver_57,1.316,2.044,1.316,1.428,0.98,4.284,1.792,5.796,10.108,1.316
Driver_58,1.008,1.484,1.092,1.092,0.812,2.156,1.344,2.464,6.72,1.036
Driver_59,1.736,2.296,2.772,5.348,4.144,1.344,2.856,1.316,1.008,1.4
Driver_60,5.936,1.456,1.092,1.652,1.484,2.016,1.484,1.792,1.26,28.7
Driver_61,2.212,2.66,1.54,2.072,1.316,11.648,2.464,7.056,2.492,2.184
Driver_62,1.512,2.352,3.388,4.508,3.136,1.316,2.884,1.288,1.008,1.26
Driver_63,1.344,2.576,5.572,3.612,2.212,1.288,3.108,1.288,1.036,1.148
Driver_64,1.932,1.652,1.764,3.024,27.44,1.204,1.932,1.148,0.896,1.512
Driver_65,2.436,3.556,1.82,2.772,1.54,5.124,3.36,4.368,2.044,2.212
Driver_66,1.372,5.404,10.024,3.584,1.68,1.68,6.216,1.736,1.344,1.204
Driver_67,6.188,1.708,1.232,1.932,1.596,2.492,1.764,2.156,1.4,7.756
Driver_68,1.484,1.736,1.176,1.344,0.98,5.208,1.568,5.544,4.704,1.568
Driver_69,1.568,2.184,1.344,1.568,1.064,9.212,1.932,14.756,4.732,1.596
Driver_70,3.78,1.904,1.624,3.36,4.088,1.596,2.156,1.484,1.064,2.436
Driver_71,1.036,2.856,4.172,1.904,1.204,1.4,2.66,1.484,1.316,0.952
