Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.176,5.404,1.092,3.92,3.584,6.216,1.4,11.648,3.304,3.108
Driver_2,1.064,4.536,0.98,2.52,2.856,3.304,1.232,7.784,2.548,5.292
Driver_3,0.98,2.996,0.924,1.68,2.184,2.044,1.064,3.416,1.932,6.3
Driver_4,1.372,1.848,1.288,1.12,1.876,1.288,1.288,1.568,1.736,1.316
Driver_5,1.26,3.136,1.176,1.484,2.744,1.792,1.316,2.604,2.352,2.044
Driver_6,1.316,1.456,1.26,2.492,1.596,2.044,1.848,1.456,1.736,1.036
Driver_7,1.428,1.512,1.344,2.576,1.708,2.156,2.072,1.512,1.904,1.064
Driver_8,1.904,5.012,1.708,2.492,14.224,3.276,2.408,3.388,16.016,1.68
Driver_9,2.576,2.128,2.268,2.296,2.856,2.408,5.516,1.876,3.472,1.176
Driver_10,2.632,2.884,2.268,1.96,4.536,2.296,3.332,2.24,5.124,1.344
Driver_11,2.352,2.352,2.072,2.576,3.22,2.744,4.368,2.072,4.06,1.26
Driver_12,1.008,3.136,0.952,3.304,2.38,3.92,1.204,4.76,2.268,3.78
Driver_13,0.952,2.716,0.896,2.66,2.072,2.996,1.092,3.864,1.96,4.732
Driver_14,3.22,1.54,2.912,1.68,1.904,1.68,8.904,1.4,2.128,0.98
Driver_15,1.288,2.548,1.204,1.344,2.408,1.568,1.288,2.128,2.1,1.764
Driver_16,1.4,1.708,1.316,3.388,1.904,2.632,1.988,1.736,2.128,1.176
Driver_17,1.4,4.116,1.288,7.588,4.284,19.376,1.848,4.34,4.788,1.904
Driver_18,1.652,3.248,1.512,4.928,4.172,5.712,2.38,3.024,5.376,1.568
Driver_19,2.016,2.044,1.848,1.288,2.408,1.484,1.82,1.68,2.268,1.232
Driver_20,5.32,1.624,4.228,1.568,2.072,1.652,29.82,1.428,2.324,0.98
Driver_21,1.484,13.328,1.344,3.276,11.088,5.264,1.82,7.056,8.148,2.184
Driver_22,2.856,1.792,2.548,1.96,2.268,1.988,7.728,1.596,2.632,1.064
Driver_23,1.764,2.324,1.624,3.696,2.884,3.472,2.8,2.184,3.5,1.316
Driver_24,3.584,1.484,3.22,1.596,1.848,1.596,10.164,1.344,2.044,0.952
Driver_25,1.148,4.06,1.092,1.708,2.94,2.1,1.26,3.612,2.492,2.912
Driver_26,1.4,4.816,1.288,1.764,4.116,2.24,1.512,3.444,3.276,2.128
Driver_27,1.344,5.488,1.232,1.848,4.228,2.352,1.484,3.892,3.332,2.324
Driver_28,4.984,1.652,4.032,1.596,2.1,1.68,49.336,1.456,2.352,1.008
Driver_29,1.344,1.428,1.288,2.38,1.568,1.988,1.904,1.428,1.736,1.036
Driver_30,1.708,3.416,1.54,4.452,4.592,5.404,2.464,3.08,6.16,1.568
Driver_31,2.296,2.912,2.016,1.68,4.088,2.016,2.436,2.212,3.948,1.4
Driver_32,1.484,1.96,1.372,4.004,2.212,3.164,2.156,1.932,2.52,1.26
Driver_33,2.1,1.96,1.904,2.604,2.492,2.52,3.836,1.82,2.94,1.148
Driver_34,1.82,2.576,1.652,1.428,2.968,1.68,1.792,2.016,2.716,1.4
Driver_35,1.512,6.692,1.372,4.172,7.924,7.56,1.96,5.516,8.54,2.016
Driver_36,1.176,2.324,1.092,1.26,2.128,1.484,1.176,2.016,1.876,1.792
Driver_37,3.444,2.212,2.856,1.904,3.136,2.1,5.992,1.848,3.64,1.176
Driver_38,2.8,2.576,2.38,1.708,3.696,1.988,3.052,2.016,3.864,1.288
Driver_39,1.372,2.296,1.26,7.308,2.52,4.62,1.904,2.38,2.828,1.456
Driver_40,1.204,8.428,1.12,2.996,4.144,4.452,1.428,46.732,3.556,3.36
