Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,2.436,1.652,7.056,2.156,1.148,1.372,3.164,1.064,12.348,2.1
Driver_2,1.204,3.584,1.764,33.376,0.924,1.372,1.624,0.896,1.96,1.456
Driver_3,1.232,1.204,1.204,1.008,3.668,3.668,1.736,4.172,1.204,2.52
Driver_4,1.54,1.904,2.66,3.472,0.952,1.204,1.932,0.896,3.164,1.54
Driver_5,3.668,1.316,3.332,1.344,2.072,1.876,9.632,1.82,3.024,5.516
Driver_6,1.26,4.732,1.624,2.464,1.26,2.8,2.016,1.232,1.764,2.212
Driver_7,1.12,4.144,1.4,2.044,1.26,3.052,1.736,1.232,1.484,1.96
Driver_8,1.344,1.652,1.456,1.288,2.38,12.628,2.184,2.352,1.484,3.444
Driver_9,2.128,1.764,2.604,1.596,2.016,2.912,6.16,1.82,2.66,10.92
Driver_10,4.284,1.232,3.192,1.26,2.072,1.736,6.468,1.792,2.856,4.34
Driver_11,1.204,1.26,1.204,1.036,3.052,4.284,1.68,3.388,1.204,2.436
Driver_12,2.324,1.456,2.408,1.344,2.52,2.66,5.796,2.212,2.352,28.56
Driver_13,1.204,8.288,1.624,3.332,1.12,2.156,1.848,1.092,1.792,1.876
Driver_14,2.856,1.428,10.584,1.82,1.148,1.288,3.08,1.064,13.552,1.988
Driver_15,2.52,1.456,2.632,1.372,2.352,2.436,7.392,2.044,2.548,16.744
Driver_16,2.016,2.156,2.968,2.044,1.596,2.464,5.18,1.484,3.248,4.48
Driver_17,1.316,1.176,1.26,1.008,4.984,3.192,1.848,5.572,1.26,2.744
Driver_18,2.072,1.876,2.66,1.708,1.876,2.856,5.992,1.736,2.772,7.896
Driver_19,4.788,1.288,14.112,1.484,1.288,1.316,3.752,1.176,7.476,2.24
Driver_20,3.276,1.372,14.532,1.68,1.176,1.288,3.192,1.092,12.04,2.044
Driver_21,5.488,1.288,4.788,1.372,1.708,1.596,7.476,1.512,3.976,3.528
Driver_22,1.708,2.408,3.108,3.556,1.12,1.568,2.632,1.064,3.836,2.072
Driver_23,1.4,2.772,2.212,6.804,0.98,1.4,1.904,0.924,2.576,1.624
Driver_24,1.54,3.304,2.268,2.772,1.316,2.38,2.828,1.26,2.548,2.716
Driver_25,1.4,1.008,1.232,0.896,22.372,2.1,1.736,22.372,1.204,2.352
Driver_26,2.716,1.512,9.94,1.932,1.148,1.316,3.192,1.064,17.584,2.072
Driver_27,1.092,2.24,1.568,5.936,0.812,1.092,1.344,0.784,1.736,1.204
Driver_28,1.876,2.1,3.752,2.996,1.12,1.512,2.828,1.064,4.928,2.1
Driver_29,1.596,2.52,2.772,4.172,1.064,1.512,2.352,1.008,3.388,1.904
Driver_30,8.316,1.008,3.416,1.12,1.26,1.092,2.436,1.148,2.828,1.764
Driver_31,2.856,1.68,5.656,1.848,1.512,1.82,8.624,1.372,6.16,3.696
