Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,6.748,1.176,1.232,2.912,1.624,6.384,4.844,1.288,1.932,1.26
Driver_2,2.828,2.492,1.848,4.816,2.856,1.764,3.108,3.416,8.232,3.024
Driver_3,2.268,2.66,1.708,3.78,2.38,1.54,2.492,5.236,4.984,4.536
Driver_4,1.792,1.204,1.708,1.484,1.988,1.596,1.652,1.092,1.68,1.036
Driver_5,1.596,1.736,3.612,1.512,3.976,1.288,1.54,1.344,2.268,1.26
Driver_6,1.372,1.036,1.484,1.148,1.568,1.26,1.26,0.924,1.288,0.868
Driver_7,3.22,1.148,1.344,2.072,1.708,3.052,2.716,1.176,1.792,1.12
Driver_8,3.052,1.512,1.932,2.352,2.744,2.156,2.716,1.456,2.688,1.372
Driver_9,5.796,1.232,1.12,4.816,1.428,4.368,7.42,1.54,1.96,1.512
Driver_10,1.932,1.96,1.288,3.108,1.652,1.456,2.156,4.284,2.604,4.508
Driver_11,1.988,1.148,1.54,1.54,1.82,1.792,1.792,1.064,1.652,1.036
Driver_12,2.94,1.988,1.484,6.776,2.044,1.876,3.416,3.276,3.892,3.08
Driver_13,10.528,1.428,1.484,4.312,2.072,3.612,7.224,1.596,2.744,1.512
Driver_14,4.76,1.26,1.12,5.18,1.428,3.528,6.188,1.624,1.988,1.596
Driver_15,2.8,2.352,2.464,3.192,4.788,1.792,2.8,2.24,8.372,2.044
Driver_16,2.996,2.268,1.736,5.824,2.548,1.848,3.36,3.304,6.076,2.996
Driver_17,1.932,1.624,1.148,2.996,1.428,1.484,2.156,2.968,2.128,3.136
Driver_18,13.608,1.428,1.344,8.064,1.848,3.668,39.452,1.764,2.688,1.68
Driver_19,4.48,1.064,1.12,2.408,1.4,8.96,3.668,1.176,1.652,1.12
Driver_20,1.204,2.408,13.104,1.26,3.64,0.98,1.204,1.484,2.044,1.372
Driver_21,4.228,1.064,1.008,2.996,1.26,6.524,4.368,1.288,1.596,1.26
Driver_22,1.512,1.036,1.428,1.26,1.568,1.428,1.4,0.952,1.372,0.896
Driver_23,1.848,1.064,1.372,1.428,1.596,1.764,1.652,1.008,1.456,0.952
Driver_24,2.184,1.12,1.456,1.624,1.736,2.044,1.932,1.092,1.652,1.036
Driver_25,3.892,2.044,1.932,4.788,3.136,2.128,3.976,2.268,6.272,2.072
Driver_26,4.256,1.092,1.008,3.136,1.26,5.74,4.536,1.316,1.624,1.288
Driver_27,1.568,1.708,1.148,2.268,1.372,1.26,1.736,3.444,1.96,3.892
Driver_28,1.988,1.876,3.192,1.876,5.012,1.484,1.876,1.54,2.968,1.428
Driver_29,2.464,1.82,2.548,2.24,4.2,1.764,2.324,1.596,3.36,1.484
Driver_30,3.752,2.1,1.792,6.468,2.744,2.072,4.116,2.604,6.328,2.38
Driver_31,3.5,1.792,1.4,11.368,1.932,2.128,4.312,2.688,3.388,2.548
Driver_32,3.108,2.016,1.54,7.42,2.156,1.904,3.612,3.164,4.256,2.94
Driver_33,1.596,4.536,5.068,1.82,8.82,1.204,1.624,2.38,4.228,2.128
Driver_34,2.912,2.184,1.624,6.048,2.296,1.82,3.304,3.444,4.9,3.164
Driver_35,2.324,1.176,1.54,1.736,1.904,2.072,2.044,1.12,1.764,1.092
Driver_36,3.248,1.512,1.204,6.86,1.568,2.212,4.032,2.24,2.436,2.212
Driver_37,2.072,2.128,1.4,3.528,1.82,1.512,2.324,4.76,3.052,4.732
Driver_38,1.512,4.704,1.848,2.044,2.296,1.148,1.596,11.956,3.276,8.092
Driver_39,1.4,1.82,1.148,1.932,1.372,1.12,1.512,3.92,1.876,4.732
Driver_40,2.436,2.52,2.856,2.716,6.552,1.624,2.436,2.212,7.532,1.988
Driver_41,1.68,2.52,1.456,2.492,1.82,1.26,1.82,9.716,2.8,11.536
Driver_42,1.26,2.184,10.78,1.288,3.864,1.036,1.232,1.428,2.044,1.344
Driver_43,2.072,1.876,3.024,1.96,4.844,1.54,1.96,1.54,3.052,1.456
Driver_44,3.22,1.232,1.484,2.128,1.904,2.716,2.716,1.232,1.988,1.176
Driver_45,3.08,1.988,1.484,7.476,2.072,1.904,3.612,3.136,3.976,2.94
Driver_46,3.948,1.036,1.092,2.24,1.372,8.092,3.276,1.12,1.568,1.092
Driver_47,2.856,2.52,2.268,3.668,4.06,1.764,2.94,2.632,15.008,2.352
