Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.064,1.68,1.932,1.82,1.26,1.54,3.024,2.128,1.092,1.456
Driver_2,1.372,2.52,1.232,1.568,1.736,2.156,1.344,1.764,1.596,1.344
Driver_3,1.708,2.66,5.32,9.408,2.044,2.632,3.416,9.52,1.596,4.48
Driver_4,2.408,2.464,2.8,5.572,2.576,2.744,1.876,3.724,1.988,26.236
Driver_5,3.36,3.472,1.204,1.792,4.704,3.724,1.12,1.82,6.132,1.736
Driver_6,1.232,1.624,13.972,2.94,1.372,1.596,5.852,2.912,1.148,2.464
Driver_7,1.092,1.82,1.736,1.764,1.316,1.624,2.408,2.072,1.148,1.4
Driver_8,1.092,1.82,1.372,1.512,1.316,1.596,1.708,1.764,1.176,1.26
Driver_9,1.568,3.64,1.54,2.1,2.1,2.912,1.68,2.492,1.792,1.68
Driver_10,3.92,5.124,1.372,2.184,7.924,6.048,1.26,2.24,6.496,2.1
Driver_11,0.952,1.456,1.624,1.512,1.12,1.344,2.408,1.736,0.98,1.26
Driver_12,1.26,1.792,9.492,3.22,1.456,1.736,8.736,3.416,1.204,2.492
Driver_13,1.148,1.848,1.092,1.316,1.4,1.652,1.232,1.484,1.288,1.148
Driver_14,1.036,1.596,2.296,1.904,1.204,1.484,4.34,2.184,1.064,1.512
Driver_15,1.204,1.876,1.036,1.288,1.456,1.68,1.12,1.4,1.4,1.12
Driver_16,2.324,6.412,1.4,2.184,3.584,5.068,1.372,2.408,2.996,1.876
Driver_17,8.372,2.576,1.512,2.464,4.872,3.164,1.232,2.156,3.976,3.08
Driver_18,1.008,1.596,1.568,1.568,1.176,1.456,2.184,1.792,1.064,1.288
Driver_19,1.12,1.764,2.744,2.24,1.316,1.652,5.796,2.66,1.12,1.736
Driver_20,1.232,2.072,1.12,1.4,1.512,1.82,1.26,1.568,1.428,1.204
Driver_21,1.316,1.988,1.008,1.288,1.596,1.792,1.064,1.4,1.568,1.148
Driver_22,1.12,1.624,3.444,2.268,1.288,1.54,13.244,2.576,1.092,1.792
