Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.036,3.864,2.296,3.052,1.764,1.456,3.948,1.092,1.288,1.54
Driver_2,1.064,6.692,2.044,3.248,2.212,1.68,6.944,1.176,1.204,1.4
Driver_3,3.864,1.596,1.652,2.268,1.596,2.66,1.596,5.88,1.26,1.316
Driver_4,0.952,3.612,1.876,2.38,1.764,1.372,3.668,1.008,1.176,1.344
Driver_5,3.36,1.344,2.184,2.268,1.176,1.54,1.344,3.248,1.904,1.904
Driver_6,0.98,6.552,1.596,2.296,2.52,1.652,6.552,1.064,1.036,1.176
Driver_7,1.568,3.948,1.876,3.892,3.192,3.724,3.948,1.82,1.176,1.316
Driver_8,1.932,1.176,2.576,1.904,0.98,1.148,1.176,1.82,3.304,2.912
Driver_9,0.896,2.492,2.072,2.212,1.428,1.176,2.52,0.952,1.26,1.512
Driver_10,1.26,3.668,1.344,2.156,11.228,4.2,3.612,1.428,0.952,1.036
Driver_11,1.596,1.792,8.484,4.2,1.288,1.428,1.792,1.652,2.716,3.5
Driver_12,1.204,5.628,1.456,2.408,7.336,3.164,5.46,1.344,0.98,1.092
Driver_13,1.344,5.012,1.568,2.772,5.432,3.78,4.928,1.512,1.036,1.148
Driver_14,1.036,11.872,1.708,2.688,2.744,1.82,12.096,1.148,1.092,1.232
Driver_15,6.356,1.372,1.568,1.96,1.372,2.128,1.372,11.956,1.288,1.316
Driver_16,0.896,2.1,2.324,2.184,1.288,1.12,2.128,0.952,1.4,1.708
Driver_17,9.744,1.148,1.512,1.652,1.12,1.54,1.176,6.048,1.4,1.372
Driver_18,2.772,1.204,2.156,1.96,1.064,1.316,1.204,2.548,2.184,2.1
Driver_19,2.24,1.764,3.304,3.92,1.4,1.736,1.764,2.408,2.072,2.268
Driver_20,1.624,3.304,1.652,3.052,3.528,5.208,3.276,1.904,1.12,1.204
Driver_21,1.932,2.268,1.484,2.408,2.772,8.232,2.268,2.38,1.064,1.148
Driver_22,1.624,3.668,1.848,3.78,3.136,3.948,3.668,1.876,1.176,1.316
Driver_23,1.232,1.064,2.66,1.596,0.868,0.924,1.064,1.204,28.028,6.216
Driver_24,1.848,2.912,2.324,5.768,2.212,2.856,2.94,2.156,1.4,1.568
Driver_25,1.288,4.34,1.428,2.38,7.784,3.976,4.256,1.456,0.98,1.092
Driver_26,1.26,3.724,1.344,2.156,11.004,4.172,3.668,1.428,0.952,1.036
Driver_27,1.26,2.772,1.204,1.848,9.884,4.928,2.744,1.428,0.896,0.952
Driver_28,1.232,2.1,1.092,1.568,5.124,4.816,2.072,1.4,0.812,0.868
Driver_29,1.008,2.268,3.108,2.744,1.344,1.204,2.296,1.064,1.624,2.044
Driver_30,1.26,2.828,1.232,1.876,10.332,4.872,2.8,1.428,0.896,0.952
Driver_31,2.016,1.148,2.352,1.82,0.952,1.148,1.148,1.876,3.08,2.688
Driver_32,1.372,2.156,1.148,1.708,4.48,7.84,2.128,1.568,0.868,0.924
Driver_33,1.68,3.108,1.68,3.136,3.22,5.152,3.108,2.016,1.12,1.232
Driver_34,1.344,2.408,1.204,1.792,5.6,7.28,2.38,1.54,0.896,0.952
Driver_35,1.512,2.492,5.096,11.76,1.596,1.708,2.52,1.624,1.932,2.352
Driver_36,3.64,1.148,1.792,1.736,1.036,1.344,1.148,3.052,1.82,1.736
Driver_37,1.652,3.444,2.548,8.568,2.24,2.52,3.472,1.876,1.428,1.624
Driver_38,1.092,11.34,1.904,3.164,2.548,1.848,12.012,1.204,1.148,1.316
Driver_39,0.896,2.296,2.184,2.184,1.344,1.148,2.324,0.952,1.316,1.596
Driver_40,3.388,1.456,2.24,2.492,1.26,1.708,1.456,3.5,1.82,1.848
Driver_41,1.288,1.512,11.312,2.716,1.092,1.148,1.54,1.316,3.836,6.832
Driver_42,1.652,3.388,1.736,3.388,3.248,4.508,3.388,1.932,1.148,1.26
Driver_43,1.092,1.316,4.396,1.988,0.952,0.98,1.316,1.092,4.2,8.036
Driver_44,1.82,2.968,1.876,3.752,2.688,4.032,2.968,2.156,1.232,1.344
Driver_45,1.484,2.212,7.168,7.028,1.456,1.568,2.24,1.596,2.156,2.744
Driver_46,1.96,2.688,2.072,4.368,2.268,3.276,2.688,2.352,1.316,1.456
Driver_47,4.116,1.428,1.988,2.352,1.288,1.792,1.428,4.396,1.652,1.68
Driver_48,1.232,13.972,1.96,3.836,2.996,2.268,14.616,1.372,1.176,1.344
Driver_49,1.428,4.032,2.856,12.152,2.128,2.128,4.116,1.596,1.484,1.708
Driver_50,1.204,3.22,1.26,1.904,20.776,3.976,3.164,1.372,0.896,0.98
Driver_51,1.82,2.576,1.568,2.688,2.968,6.832,2.548,2.212,1.092,1.176
Driver_52,1.12,1.428,5.376,2.212,1.008,1.036,1.428,1.12,3.472,6.02
Driver_53,1.988,1.764,4.144,4.172,1.344,1.624,1.792,2.1,2.296,2.604
Driver_54,3.444,1.176,1.876,1.82,1.036,1.344,1.176,2.968,1.876,1.792
Driver_55,9.38,1.232,1.372,1.652,1.288,1.988,1.232,55.776,1.176,1.176
Driver_56,9.828,1.148,1.484,1.624,1.092,1.512,1.148,5.796,1.4,1.372
Driver_57,1.176,2.856,3.892,4.76,1.568,1.456,2.912,1.26,1.68,2.1
Driver_58,4.172,1.26,1.876,1.96,1.12,1.512,1.26,3.724,1.736,1.708
Driver_59,2.352,1.82,1.4,2.128,2.156,5.404,1.82,3.08,1.064,1.12
Driver_60,3.192,1.54,1.372,1.876,1.708,3.332,1.512,4.704,1.092,1.12
Driver_61,2.24,2.184,1.708,2.912,2.24,4.312,2.184,2.856,1.204,1.288
Driver_62,0.896,3.052,1.764,2.128,1.624,1.26,3.108,0.952,1.12,1.316
Driver_63,3.64,1.428,2.128,2.408,1.26,1.708,1.428,3.724,1.764,1.792
Driver_64,1.568,4.088,2.268,6.272,2.548,2.744,4.116,1.764,1.316,1.512
Driver_65,1.26,3.612,1.344,2.128,11.396,4.228,3.556,1.428,0.924,1.036
Driver_66,1.316,2.324,1.176,1.736,5.544,6.636,2.296,1.512,0.868,0.924
Driver_67,11.396,1.148,1.456,1.624,1.092,1.54,1.148,6.244,1.372,1.344
Driver_68,4.704,1.484,1.792,2.268,1.4,2.072,1.484,6.216,1.428,1.484
Driver_69,1.68,1.904,1.204,1.764,2.884,15.428,1.876,2.016,0.924,0.98
Driver_70,1.82,2.296,3.696,8.512,1.624,1.932,2.324,2.016,1.848,2.128
Driver_71,1.624,1.344,4.424,2.408,1.064,1.204,1.344,1.596,4.536,4.984
Driver_72,2.772,1.54,2.632,2.912,1.316,1.68,1.54,2.912,1.96,2.072
Driver_73,1.204,1.176,3.612,1.82,0.924,0.98,1.176,1.176,11.284,22.288
Driver_74,3.584,1.596,2.072,2.688,1.428,2.044,1.596,4.256,1.568,1.652
Driver_75,1.232,1.12,2.996,1.68,0.868,0.952,1.12,1.204,64.4,8.932
Driver_76,1.484,3.528,3.136,21.476,1.988,2.044,3.584,1.652,1.54,1.82
Driver_77,2.016,1.176,2.464,1.876,0.98,1.176,1.176,1.876,3.108,2.744
Driver_78,5.32,1.344,1.372,1.736,1.4,2.352,1.344,11.284,1.148,1.148
Driver_79,3.024,1.568,2.408,2.912,1.344,1.82,1.596,3.276,1.792,1.876
Driver_80,3.64,1.4,2.128,2.352,1.232,1.652,1.4,3.696,1.792,1.792
Driver_81,1.176,37.072,1.736,3.08,3.5,2.296,32.9,1.288,1.092,1.232
Driver_82,1.848,2.8,2.52,6.86,2.072,2.604,2.828,2.128,1.456,1.652
