Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,2.24,2.436,5.068,1.4,2.24,18.76,1.96,1.624,2.548,2.94
Driver_2,2.016,2.268,1.848,1.596,1.484,2.436,4.592,5.32,2.296,2.772
Driver_3,2.548,0.896,0.98,8.008,1.932,1.176,1.904,1.512,2.268,0.98
Driver_4,5.712,1.064,1.288,4.144,4.788,1.624,2.016,1.484,4.116,1.176
Driver_5,1.708,1.008,1.428,1.26,2.744,1.596,1.12,0.952,1.68,1.092
Driver_6,2.436,1.624,1.512,2.1,1.624,1.988,15.148,9.072,2.744,1.904
Driver_7,18.788,1.232,1.456,4.48,3.836,1.988,2.968,1.96,9.492,1.4
Driver_8,6.468,1.12,1.4,3.192,8.008,1.848,1.988,1.484,4.704,1.26
Driver_9,1.596,5.264,2.828,1.232,1.372,3.248,2.212,2.296,1.792,9.156
Driver_10,6.02,1.064,1.26,5.404,3.892,1.596,2.184,1.596,4.284,1.176
Driver_11,4.228,1.204,1.624,2.184,42.784,2.128,1.764,1.372,3.808,1.344
Driver_12,2.408,2.464,4.34,1.484,2.268,20.692,2.156,1.764,2.828,3.052
Driver_13,2.408,2.576,4.228,1.484,2.184,19.488,2.268,1.848,2.828,3.276
Driver_14,2.184,1.064,1.484,1.512,4.256,1.736,1.288,1.064,2.1,1.148
Driver_15,2.24,1.372,2.184,1.428,3.472,2.632,1.428,1.176,2.296,1.512
Driver_16,2.296,2.464,2.184,1.652,1.68,3.192,4.284,3.724,2.688,3.192
Driver_17,2.548,1.176,1.176,3.276,1.624,1.484,4.872,3.5,2.604,1.344
Driver_18,2.688,0.952,1.008,9.128,1.82,1.26,2.352,1.82,2.436,1.064
Driver_19,4.76,1.512,1.624,2.968,2.38,2.324,7.196,3.22,6.048,1.792
Driver_20,3.556,1.68,1.736,2.436,2.1,2.492,10.22,3.948,4.424,2.016
Driver_21,1.764,1.96,4.648,1.176,2.016,4.256,1.428,1.232,1.904,2.128
Driver_22,2.436,1.456,2.352,1.484,3.696,2.968,1.54,1.26,2.52,1.596
Driver_23,1.316,5.18,6.636,0.98,1.288,3.332,1.4,1.344,1.428,4.648
Driver_24,1.764,4.34,6.58,1.232,1.624,7.504,1.904,1.736,1.988,6.188
Driver_25,1.932,2.268,6.02,1.26,2.1,7.168,1.624,1.4,2.128,2.576
Driver_26,3.136,1.008,1.288,2.212,7.056,1.596,1.512,1.204,2.716,1.12
Driver_27,2.324,1.064,1.064,3.64,1.54,1.316,3.332,2.688,2.296,1.176
Driver_28,1.568,2.268,7.308,1.092,1.708,4.256,1.372,1.232,1.708,2.436
Driver_29,4.368,1.008,1.176,4.564,3.78,1.484,1.876,1.428,3.36,1.092
Driver_30,12.852,1.232,1.428,4.928,3.5,1.932,3.108,2.016,8.26,1.4
Driver_31,10.136,1.232,1.512,3.164,7.532,2.044,2.24,1.624,6.692,1.372
Driver_32,6.748,1.232,1.596,2.66,13.188,2.156,2.072,1.512,5.488,1.4
Driver_33,1.82,1.82,1.484,1.596,1.344,1.848,4.676,12.012,2.016,2.128
Driver_34,2.66,1.008,1.316,1.904,5.908,1.596,1.4,1.12,2.408,1.092
Driver_35,3.276,1.708,1.708,2.324,1.988,2.436,12.04,4.368,3.976,2.044
Driver_36,2.324,2.044,1.792,1.792,1.624,2.464,6.552,5.852,2.688,2.492
Driver_37,1.568,1.652,1.316,1.456,1.176,1.596,3.388,7.896,1.708,1.848
Driver_38,2.324,2.212,4.48,1.428,2.408,10.276,1.876,1.568,2.632,2.604
Driver_39,7.084,1.316,1.456,4.34,2.744,1.988,4.368,2.492,7.308,1.512
Driver_40,2.744,0.924,1.008,10.584,1.988,1.232,2.016,1.568,2.408,1.008
Driver_41,1.68,2.128,1.624,1.428,1.288,1.96,3.556,5.768,1.876,2.492
Driver_42,2.548,1.344,1.288,2.66,1.624,1.652,8.4,5.208,2.716,1.512
Driver_43,2.212,2.324,5.012,1.4,2.268,12.068,1.848,1.568,2.52,2.744
Driver_44,1.736,1.82,1.484,1.54,1.288,1.82,4.2,10.248,1.932,2.1
Driver_45,3.612,1.008,1.092,38.668,2.352,1.372,2.296,1.708,3.052,1.092
Driver_46,2.436,2.436,4.34,1.484,2.296,19.236,2.128,1.736,2.828,2.996
Driver_47,2.912,2.24,2.352,1.848,2.044,3.892,4.284,3.024,3.612,2.828
Driver_48,3.948,0.98,1.176,3.584,4.312,1.484,1.736,1.344,3.136,1.092
Driver_49,4.956,1.232,1.624,2.352,36.988,2.156,1.876,1.428,4.368,1.372
Driver_50,3.612,1.092,1.176,8.064,2.072,1.484,3.304,2.268,3.332,1.232
Driver_51,5.404,1.344,1.456,3.892,2.436,1.988,5.516,2.856,5.964,1.568
Driver_52,3.164,0.952,1.036,14.756,2.212,1.288,2.072,1.596,2.688,1.036
Driver_53,1.932,1.092,1.568,1.372,3.332,1.792,1.232,1.036,1.904,1.176
Driver_54,2.1,1.092,1.568,1.456,3.864,1.82,1.26,1.064,2.044,1.204
Driver_55,2.408,1.876,3.528,1.456,2.8,5.46,1.736,1.428,2.66,2.128
Driver_56,13.356,1.204,1.4,4.984,3.724,1.876,2.884,1.932,7.7,1.372
Driver_57,1.288,22.204,3.696,1.008,1.204,2.828,1.512,1.512,1.4,8.568
Driver_58,1.428,1.456,1.176,1.4,1.092,1.372,2.884,5.684,1.54,1.596
Driver_59,1.932,1.26,1.148,2.128,1.344,1.428,4.62,5.712,2.044,1.4
Driver_60,4.676,1.036,1.232,3.78,4.76,1.568,1.848,1.4,3.556,1.148
Driver_61,1.316,3.528,8.092,0.98,1.316,3.276,1.316,1.232,1.428,3.36
Driver_62,3.668,1.316,1.848,1.904,9.212,2.492,1.764,1.372,3.612,1.456
Driver_63,2.044,0.84,0.896,4.648,1.568,1.064,1.764,1.484,1.876,0.924
