Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,5.376,4.396,3.192,6.888,1.54,2.66,2.884,4.368,5.32,3.304
Driver_2,1.736,1.624,2.044,1.148,2.128,1.036,1.288,1.26,1.064,1.54
Driver_3,1.848,1.512,2.016,1.736,0.952,1.204,5.544,1.428,2.492,3.164
Driver_4,3.36,4.368,2.772,1.988,4.648,1.904,1.54,2.66,1.568,1.904
Driver_5,8.708,11.732,3.584,4.732,1.96,2.856,2.296,5.992,3.052,2.856
Driver_6,2.716,3.416,2.324,1.764,7.0,1.792,1.372,2.38,1.428,1.68
Driver_7,2.94,2.128,3.36,2.268,1.176,1.456,29.204,1.848,3.192,8.26
Driver_8,5.208,3.22,4.508,3.36,1.428,1.876,5.068,2.66,4.144,6.776
Driver_9,3.472,2.576,3.08,3.416,1.26,1.82,5.46,2.408,6.02,4.788
Driver_10,2.296,2.016,3.052,1.344,2.072,1.176,1.624,1.484,1.288,2.072
Driver_11,2.576,2.268,3.36,1.456,2.296,1.26,1.68,1.624,1.344,2.156
Driver_12,1.372,1.204,1.736,0.98,1.148,0.84,1.4,0.98,1.008,1.596
Driver_13,1.792,1.708,2.128,1.176,2.184,1.064,1.316,1.316,1.092,1.596
Driver_14,2.828,2.016,3.948,1.904,1.232,1.316,9.212,1.68,2.352,11.004
Driver_15,12.684,4.788,6.412,3.388,1.708,2.016,3.416,3.136,3.192,5.096
Driver_16,2.212,2.744,1.96,1.596,16.38,1.68,1.232,2.1,1.288,1.456
Driver_17,1.736,1.428,2.436,1.204,1.176,0.952,2.1,1.176,1.288,2.408
Driver_18,2.8,4.62,1.988,2.66,2.856,3.444,1.4,4.844,1.792,1.624
Driver_19,3.948,4.116,3.696,1.932,3.36,1.708,1.736,2.408,1.624,2.24
Driver_20,1.736,1.68,1.988,1.176,2.436,1.092,1.232,1.316,1.064,1.484
Driver_21,6.272,4.172,3.836,4.788,1.512,2.268,3.444,3.556,4.816,4.172
Driver_22,2.184,1.736,3.416,1.344,1.4,1.092,2.268,1.344,1.4,2.912
Driver_23,4.704,13.244,2.828,3.136,2.716,2.912,1.736,5.46,2.1,2.1
Driver_24,1.372,1.232,1.736,0.98,1.232,0.84,1.344,1.008,0.98,1.54
Driver_25,2.52,2.996,1.792,8.148,1.428,6.748,1.68,5.936,3.36,1.764
Driver_26,3.248,2.8,2.492,5.74,1.288,2.324,3.136,3.08,17.388,3.024
Driver_27,1.68,1.904,1.596,1.26,8.876,1.344,1.064,1.568,1.064,1.232
Driver_28,1.4,1.512,1.372,1.064,3.92,1.12,0.952,1.288,0.924,1.092
Driver_29,4.424,4.452,4.088,2.016,3.108,1.736,1.82,2.492,1.708,2.38
Driver_30,2.1,1.68,2.268,1.932,1.008,1.288,8.064,1.568,2.884,3.864
Driver_31,2.1,2.576,1.848,1.54,24.248,1.68,1.204,2.044,1.26,1.4
Driver_32,2.296,3.36,1.708,2.436,2.576,3.752,1.26,4.088,1.652,1.428
Driver_33,2.044,2.128,2.156,1.344,4.004,1.288,1.288,1.596,1.176,1.54
Driver_34,1.4,1.232,1.764,0.98,1.204,0.84,1.4,1.008,1.008,1.596
Driver_35,2.324,3.388,1.792,2.128,3.472,2.772,1.26,3.304,1.512,1.428
Driver_36,3.22,2.24,5.936,1.848,1.372,1.316,4.508,1.736,2.044,8.624
Driver_37,2.828,2.52,2.212,5.572,1.204,2.352,2.828,2.912,51.576,2.66
Driver_38,1.372,1.568,1.316,1.12,4.592,1.204,0.924,1.344,0.952,1.064
Driver_39,1.848,1.484,2.632,1.288,1.148,1.008,2.632,1.232,1.428,2.968
Driver_40,1.624,1.82,1.54,1.232,7.644,1.288,1.036,1.512,1.036,1.204
Driver_41,1.848,2.044,1.82,1.316,6.384,1.316,1.148,1.596,1.12,1.372
Driver_42,3.052,3.528,2.072,21.868,1.484,4.76,1.932,6.804,4.172,2.044
Driver_43,1.652,1.484,2.072,1.092,1.596,0.952,1.372,1.176,1.064,1.652
Driver_44,1.736,1.82,1.792,1.204,3.92,1.176,1.148,1.428,1.064,1.344
Driver_45,1.932,1.54,2.8,1.316,1.148,1.036,2.8,1.26,1.484,3.22
Driver_46,1.736,1.792,1.848,1.204,3.276,1.148,1.176,1.372,1.064,1.4
Driver_47,10.528,6.356,6.552,2.576,2.296,1.932,2.324,3.024,2.184,3.248
Driver_48,2.744,4.2,1.904,3.752,2.016,6.72,1.484,9.268,2.156,1.652
Driver_49,2.212,2.744,1.96,1.596,16.128,1.708,1.232,2.1,1.288,1.456
Driver_50,2.016,1.596,2.968,1.316,1.204,1.036,2.604,1.288,1.456,3.136
Driver_51,2.044,1.596,2.464,1.68,1.036,1.176,7.7,1.428,2.184,4.312
Driver_52,3.696,2.436,7.336,1.988,1.428,1.4,4.676,1.848,2.212,10.948
Driver_53,1.54,1.82,1.428,1.232,7.392,1.372,1.008,1.54,1.036,1.148
Driver_54,3.948,2.632,4.256,2.716,1.316,1.652,8.176,2.212,3.612,10.388
Driver_55,2.24,2.072,2.716,1.344,2.436,1.204,1.484,1.512,1.232,1.876
Driver_56,3.612,2.548,3.584,2.884,1.26,1.68,7.84,2.24,4.284,6.972
Driver_57,1.932,2.408,1.456,3.304,1.484,17.78,1.288,4.144,2.044,1.372
Driver_58,2.268,2.296,2.408,1.4,3.724,1.316,1.372,1.652,1.232,1.68
Driver_59,2.212,1.736,3.472,1.372,1.344,1.092,2.492,1.372,1.456,3.22
Driver_60,2.156,2.66,1.904,1.568,20.412,1.68,1.204,2.072,1.26,1.428
Driver_61,2.548,2.94,1.82,9.576,1.4,5.628,1.736,5.46,3.696,1.82
Driver_62,3.64,2.52,3.808,2.716,1.288,1.624,9.1,2.156,3.808,8.596
Driver_63,4.928,5.964,3.752,2.24,3.22,1.96,1.792,2.94,1.792,2.324
Driver_64,1.428,1.596,1.372,1.12,4.76,1.176,0.952,1.344,0.952,1.092
Driver_65,2.128,2.856,1.568,3.248,1.736,12.516,1.316,5.18,1.988,1.428
Driver_66,2.184,1.82,3.192,1.316,1.624,1.092,1.848,1.372,1.316,2.352
Driver_67,1.428,1.26,1.848,1.008,1.232,0.868,1.428,1.036,1.036,1.652
Driver_68,3.388,5.068,2.576,2.156,4.396,2.184,1.512,3.136,1.652,1.82
Driver_69,3.416,6.244,2.212,3.752,2.268,4.452,1.596,10.248,2.212,1.82
Driver_70,3.584,5.264,2.268,7.084,1.792,5.32,1.82,33.852,2.996,2.016
Driver_71,2.548,3.948,1.848,2.8,2.436,4.34,1.372,5.32,1.82,1.54
Driver_72,1.96,1.652,2.828,1.232,1.484,1.036,1.792,1.288,1.26,2.24
Driver_73,3.052,2.352,5.432,1.596,1.82,1.288,2.212,1.68,1.568,3.108
Driver_74,3.136,2.268,3.332,2.576,1.204,1.568,11.984,2.016,3.808,7.084
Driver_75,7.616,4.704,8.708,2.296,2.212,1.764,2.38,2.604,2.044,3.472
Driver_76,1.82,1.652,2.268,1.176,1.876,1.036,1.4,1.288,1.12,1.708
Driver_77,2.548,3.948,1.876,2.408,3.052,3.192,1.344,4.088,1.652,1.54
Driver_78,2.436,1.904,4.004,1.428,1.484,1.148,2.324,1.456,1.484,3.136
Driver_79,3.5,2.408,3.976,2.492,1.26,1.54,11.564,2.044,3.388,11.172
Driver_80,2.044,2.212,2.044,1.372,5.432,1.344,1.232,1.652,1.176,1.484
Driver_81,2.268,1.904,3.36,1.344,1.708,1.12,1.848,1.428,1.316,2.38
Driver_82,2.128,2.156,2.268,1.344,3.556,1.26,1.316,1.596,1.204,1.624
Driver_83,2.156,1.652,2.688,1.68,1.064,1.176,7.98,1.456,2.156,4.928
Driver_84,3.164,5.208,2.1,4.284,2.044,5.656,1.596,15.344,2.352,1.792
Driver_85,3.136,2.632,4.48,1.624,2.24,1.344,1.904,1.792,1.512,2.548
Driver_86,2.044,2.716,1.652,1.736,4.928,2.128,1.148,2.464,1.316,1.344
Driver_87,2.072,2.884,1.568,2.576,2.044,5.264,1.232,4.2,1.708,1.372
Driver_88,1.764,1.456,2.492,1.204,1.204,0.98,2.016,1.176,1.26,2.38
Driver_89,3.78,3.5,4.144,1.82,2.912,1.568,1.792,2.156,1.596,2.352
Driver_90,2.912,3.304,2.016,21.0,1.428,4.62,1.932,5.992,4.34,2.016
Driver_91,1.876,1.568,2.716,1.232,1.344,1.008,1.932,1.232,1.26,2.352
Driver_92,2.716,2.464,2.156,5.544,1.204,2.352,2.744,2.884,42.532,2.576
Driver_93,1.68,1.512,2.128,1.12,1.624,0.98,1.4,1.176,1.092,1.68
Driver_94,7.56,3.724,23.828,2.436,1.736,1.68,3.36,2.436,2.408,5.964
Driver_95,3.808,4.9,2.38,11.424,1.68,4.508,1.988,11.508,3.64,2.212
Driver_96,1.596,1.764,1.54,1.204,6.188,1.26,1.036,1.456,1.036,1.204
Driver_97,2.632,2.996,2.492,1.624,5.768,1.596,1.4,2.072,1.372,1.708
Driver_98,1.82,2.128,1.708,1.344,16.688,1.428,1.12,1.708,1.148,1.316
Driver_99,2.268,2.912,1.652,4.648,1.54,24.164,1.456,6.104,2.464,1.568
Driver_100,2.212,1.68,2.884,1.652,1.092,1.176,6.86,1.456,2.044,5.264
Driver_101,4.508,3.024,3.864,3.5,1.372,1.876,5.18,2.632,4.816,5.908
Driver_102,1.456,1.568,1.428,1.092,4.06,1.12,0.98,1.316,0.952,1.148
Driver_103,2.744,2.044,3.024,2.296,1.148,1.456,20.524,1.848,3.388,6.328
Driver_104,2.8,2.66,2.1,7.98,1.26,2.744,2.436,3.388,12.012,2.38
Driver_105,2.632,4.116,1.876,2.856,2.464,4.284,1.372,5.488,1.848,1.568
Driver_106,1.456,1.26,1.876,1.008,1.232,0.868,1.428,1.036,1.036,1.652
Driver_107,4.508,2.772,10.08,2.156,1.512,1.484,4.48,2.044,2.352,11.284
Driver_108,2.072,2.548,1.54,4.312,1.428,14.336,1.428,4.676,2.464,1.484
Driver_109,1.736,1.68,1.988,1.148,2.38,1.064,1.232,1.288,1.064,1.484
Driver_110,2.688,2.716,1.988,10.808,1.288,3.248,2.156,3.836,6.972,2.128
Driver_111,5.432,6.384,2.94,7.868,1.736,3.332,2.296,7.476,3.808,2.66
Driver_112,4.34,4.62,3.836,2.044,3.276,1.792,1.764,2.548,1.708,2.296
Driver_113,3.304,5.852,2.324,2.52,3.388,2.772,1.484,4.2,1.792,1.764
Driver_114,1.82,1.596,2.464,1.176,1.54,1.008,1.596,1.232,1.176,1.96
Driver_115,1.988,1.54,2.744,1.4,1.092,1.064,3.528,1.288,1.624,3.724
Driver_116,1.68,1.4,1.848,1.568,0.924,1.12,4.34,1.316,2.212,2.744
Driver_117,1.54,1.344,2.016,1.064,1.26,0.896,1.512,1.092,1.064,1.764
Driver_118,1.68,1.932,1.568,1.288,10.976,1.372,1.064,1.596,1.092,1.232
Driver_119,1.624,1.372,2.212,1.12,1.232,0.924,1.736,1.12,1.148,2.016
Driver_120,2.212,1.708,3.136,1.54,1.148,1.148,4.704,1.428,1.848,4.956
Driver_121,2.24,2.52,2.156,1.484,7.168,1.456,1.288,1.848,1.26,1.54
Driver_122,2.128,1.876,2.856,1.288,1.876,1.12,1.624,1.4,1.232,2.016
Driver_123,3.416,2.352,4.116,2.352,1.26,1.512,12.656,1.96,3.08,14.616
Driver_124,2.38,3.5,1.848,2.1,3.724,2.66,1.26,3.248,1.512,1.456
Driver_125,2.66,2.408,2.1,5.348,1.204,2.352,2.716,2.828,36.764,2.52
Driver_126,2.8,2.996,2.744,1.624,4.424,1.54,1.484,2.016,1.4,1.848
Driver_127,2.072,1.82,2.8,1.26,1.82,1.092,1.624,1.372,1.232,2.016
Driver_128,5.684,9.072,3.612,2.576,2.968,2.212,1.848,3.584,1.96,2.352
Driver_129,3.22,2.828,4.172,1.652,2.52,1.4,1.82,1.876,1.512,2.408
Driver_130,64.064,6.412,6.552,3.248,1.904,2.1,2.8,3.416,2.772,4.032
Driver_131,9.66,4.116,12.852,2.688,1.736,1.792,3.388,2.632,2.604,5.824
Driver_132,3.388,5.488,2.184,4.984,1.96,5.6,1.68,32.284,2.548,1.876
Driver_133,2.324,1.764,3.612,1.512,1.232,1.148,3.5,1.428,1.68,4.452
Driver_134,2.296,3.024,1.932,1.736,8.736,1.904,1.26,2.38,1.344,1.484
Driver_135,1.764,1.904,1.764,1.26,5.124,1.26,1.148,1.484,1.092,1.344
Driver_136,2.128,1.792,2.044,2.464,1.036,1.512,4.34,1.792,4.676,2.996
Driver_137,2.296,3.248,1.82,1.932,4.508,2.352,1.232,2.856,1.456,1.428
Driver_138,2.968,2.128,3.556,2.184,1.204,1.428,28.336,1.82,2.968,9.884
Driver_139,7.224,4.144,4.508,4.06,1.54,2.128,3.696,3.276,4.172,4.872
Driver_140,2.576,1.904,3.584,1.792,1.176,1.26,8.008,1.596,2.212,8.036
Driver_141,1.904,1.512,2.744,1.288,1.176,1.008,2.52,1.232,1.4,2.94
Driver_142,2.716,2.044,4.928,1.54,1.484,1.204,2.688,1.54,1.624,3.836
Driver_143,2.212,1.708,2.576,1.848,1.064,1.26,12.068,1.54,2.548,4.788
Driver_144,2.912,2.128,5.544,1.624,1.456,1.232,2.968,1.596,1.708,4.452
Driver_145,2.268,1.736,2.688,1.848,1.064,1.26,13.664,1.54,2.492,5.236
Driver_146,4.48,3.136,3.528,4.032,1.372,2.016,4.424,2.856,5.74,4.788
Driver_147,1.988,2.604,1.484,2.94,1.68,10.36,1.26,4.368,1.876,1.372
Driver_148,1.316,1.148,1.652,0.952,1.12,0.812,1.344,0.952,0.98,1.512
Driver_149,9.296,8.736,4.928,2.716,2.464,2.1,2.128,3.416,2.156,2.856
Driver_150,2.352,1.82,2.604,2.016,1.064,1.344,14.84,1.652,2.94,4.928
