Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.568,3.724,1.904,4.34,1.204,1.484,0.98,37.128,1.316,2.576
Driver_2,1.596,2.884,3.052,3.64,2.352,1.596,1.932,1.876,2.296,2.38
Driver_3,2.324,2.156,8.008,2.996,3.22,1.232,1.736,1.848,3.724,1.736
Driver_4,2.1,2.632,5.404,3.976,2.576,1.344,1.652,2.1,2.828,2.044
Driver_5,2.632,2.128,2.632,2.912,1.428,1.092,1.008,3.556,1.624,1.652
Driver_6,2.688,2.52,3.556,3.92,1.68,1.204,1.12,3.444,1.932,1.848
Driver_7,1.092,1.26,1.568,1.316,2.38,1.092,23.716,0.98,1.876,1.204
Driver_8,1.064,1.652,1.596,1.68,1.876,1.512,3.416,1.176,1.652,1.68
Driver_9,1.232,5.684,1.848,4.088,1.456,2.604,1.456,2.184,1.456,5.684
Driver_10,0.952,3.556,1.232,2.296,1.008,5.18,1.036,2.016,1.008,6.832
Driver_11,0.896,2.8,1.148,1.988,0.98,11.2,1.064,1.68,0.98,4.62
Driver_12,1.036,4.032,1.4,2.632,1.176,4.732,1.232,1.904,1.148,7.896
Driver_13,2.912,1.82,2.436,2.352,1.372,1.008,0.952,2.856,1.596,1.456
Driver_14,3.388,1.204,3.416,1.456,3.472,0.84,1.4,1.204,5.46,1.064
Driver_15,1.148,2.856,1.764,2.604,1.596,2.296,1.848,1.624,1.512,3.024
Driver_16,2.688,1.82,11.984,2.408,4.004,1.092,1.708,1.652,5.404,1.512
Driver_17,2.856,1.68,2.24,2.128,1.316,0.98,0.896,2.66,1.512,1.372
Driver_18,1.26,1.848,2.044,1.988,2.436,1.456,3.36,1.316,2.1,1.736
Driver_19,1.68,5.18,2.324,9.464,1.4,1.596,1.12,6.496,1.512,3.024
Driver_20,1.484,1.512,2.548,1.736,4.788,1.12,3.668,1.232,3.36,1.4
Driver_21,1.232,4.928,1.54,3.584,1.092,1.932,0.952,5.516,1.148,3.864
Driver_22,5.684,1.176,2.94,1.4,2.268,0.784,1.148,1.26,3.024,1.008
Driver_23,2.548,2.548,3.192,3.92,1.596,1.204,1.092,3.78,1.82,1.876
Driver_24,2.38,2.912,4.788,5.264,2.016,1.316,1.344,2.828,2.296,2.1
Driver_25,1.176,5.796,1.484,3.444,1.092,2.296,0.98,3.864,1.12,5.32
Driver_26,1.064,4.676,1.456,2.912,1.204,4.116,1.26,2.016,1.204,9.884
Driver_27,1.932,1.568,4.004,1.932,8.064,1.064,2.352,1.344,6.384,1.372
Driver_28,3.08,1.932,2.8,2.632,1.484,1.036,1.008,2.968,1.708,1.54
Driver_29,2.604,1.512,5.824,1.876,6.328,0.98,1.792,1.4,14.42,1.288
Driver_30,2.52,2.716,5.348,4.648,2.072,1.288,1.344,2.716,2.408,1.988
Driver_31,0.924,2.576,1.232,1.96,1.12,5.74,1.288,1.484,1.092,3.64
Driver_32,1.568,1.82,2.968,2.156,3.808,1.26,2.856,1.4,3.192,1.624
Driver_33,1.54,2.1,1.568,2.324,1.036,1.148,0.84,5.264,1.148,1.708
Driver_34,5.012,1.512,7.532,1.96,2.912,0.952,1.344,1.568,4.34,1.26
Driver_35,3.584,1.176,3.304,1.456,3.192,0.812,1.344,1.204,4.816,1.036
Driver_36,1.624,1.96,3.248,2.352,3.556,1.288,2.548,1.484,3.136,1.736
Driver_37,1.176,2.688,1.82,2.548,1.708,2.128,1.988,1.568,1.596,2.744
Driver_38,19.572,1.428,3.808,1.82,1.96,0.896,1.092,1.652,2.548,1.176
Driver_39,2.632,2.016,13.496,2.8,3.304,1.148,1.652,1.82,4.088,1.624
Driver_40,4.228,1.092,2.576,1.316,2.24,0.756,1.148,1.148,2.94,0.952
Driver_41,2.324,1.932,2.128,2.436,1.26,1.064,0.924,3.5,1.428,1.54
Driver_42,1.932,2.156,4.788,2.856,3.388,1.288,2.016,1.708,3.472,1.792
Driver_43,1.596,5.628,2.156,8.148,1.344,1.652,1.092,7.392,1.456,3.22
Driver_44,3.192,1.736,2.492,2.24,1.4,0.98,0.952,2.632,1.624,1.4
Driver_45,1.26,3.024,1.988,2.968,1.764,2.072,1.904,1.708,1.68,2.94
Driver_46,1.036,1.232,1.456,1.288,2.1,1.12,15.008,0.952,1.708,1.204
Driver_47,2.24,2.66,2.632,3.92,1.428,1.232,1.036,4.9,1.624,1.932
Driver_48,1.54,3.36,1.792,3.724,1.176,1.456,0.952,83.58,1.26,2.436
Driver_49,1.428,15.96,2.1,10.864,1.428,2.044,1.232,3.64,1.484,5.04
Driver_50,2.1,1.68,5.012,2.128,6.076,1.092,2.128,1.456,6.244,1.456
Driver_51,0.868,2.548,1.12,1.848,0.952,15.792,1.036,1.596,0.952,3.976
Driver_52,2.8,1.736,2.268,2.212,1.316,0.98,0.924,2.8,1.512,1.4
Driver_53,1.54,2.268,2.856,2.66,2.744,1.456,2.38,1.596,2.52,1.988
Driver_54,1.064,1.176,1.484,1.26,2.296,1.064,189.224,0.952,1.82,1.148
Driver_55,2.408,2.1,9.212,2.912,3.304,1.204,1.708,1.82,3.92,1.708
Driver_56,1.512,1.344,2.408,1.54,6.664,1.008,3.556,1.12,3.808,1.232
Driver_57,1.54,1.344,2.464,1.54,7.42,1.008,3.36,1.148,4.06,1.232
Driver_58,1.372,10.5,2.072,7.196,1.484,2.212,1.344,2.856,1.512,5.488
Driver_59,7.98,1.176,2.8,1.428,1.988,0.784,1.064,1.288,2.576,1.008
Driver_60,6.328,1.652,4.004,2.184,1.82,0.952,1.092,2.044,2.268,1.344
Driver_61,3.808,1.596,2.548,2.044,1.428,0.952,0.952,2.268,1.68,1.316
Driver_62,5.712,1.624,3.472,2.156,1.708,0.952,1.036,2.1,2.072,1.316
Driver_63,1.316,5.012,2.016,4.34,1.596,2.296,1.54,2.156,1.568,4.424
Driver_64,1.204,5.964,1.54,3.724,1.12,2.128,0.98,4.508,1.148,4.788
Driver_65,0.896,2.66,1.12,1.876,0.952,8.792,1.008,1.68,0.952,4.172
Driver_66,1.12,1.708,1.68,1.736,1.988,1.512,3.5,1.204,1.736,1.68
