Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.036,1.4,1.82,4.732,3.612,4.452,1.316,1.456,1.148,4.564
Driver_2,1.204,2.94,3.192,1.736,2.548,1.624,3.612,1.736,1.904,1.372
Driver_3,1.68,2.464,1.68,6.636,3.724,6.552,2.044,3.024,1.876,3.976
Driver_4,1.064,2.184,4.256,1.596,2.352,1.484,2.548,1.456,1.568,1.288
Driver_5,0.896,1.344,3.668,2.184,3.276,2.016,1.344,1.204,1.064,1.82
Driver_6,13.496,2.072,0.952,1.456,1.288,1.484,1.736,3.948,2.744,1.372
Driver_7,1.512,1.764,1.372,5.852,2.632,7.616,1.512,2.296,1.512,7.28
Driver_8,1.26,1.316,1.148,3.192,1.904,3.696,1.176,1.652,1.176,5.628
Driver_9,2.268,3.248,1.484,3.22,2.604,3.248,2.464,5.852,2.576,2.52
Driver_10,0.98,1.344,2.016,3.584,3.556,3.332,1.288,1.344,1.092,3.276
Driver_11,1.232,2.996,2.688,1.568,2.184,1.484,3.976,1.708,1.988,1.288
Driver_12,1.26,2.324,2.856,4.452,25.116,3.752,2.156,1.988,1.624,2.716
Driver_13,2.128,4.032,1.232,1.288,1.4,1.26,4.256,2.52,6.608,1.12
Driver_14,1.204,1.232,1.092,2.772,1.736,3.108,1.092,1.512,1.12,4.536
Driver_15,1.092,2.296,3.08,1.456,2.044,1.372,2.856,1.456,1.652,1.204
Driver_16,1.344,3.836,2.8,1.96,2.884,1.848,4.648,2.044,2.212,1.512
Driver_17,1.764,8.204,1.988,2.324,2.856,2.212,5.936,3.332,3.164,1.764
Driver_18,1.092,1.344,1.512,4.872,2.8,5.152,1.26,1.484,1.148,7.7
Driver_19,1.036,1.68,3.668,3.108,6.692,2.744,1.624,1.456,1.26,2.296
Driver_20,2.576,3.696,1.428,2.688,2.296,2.688,2.66,9.184,3.052,2.184
Driver_21,1.036,1.624,3.08,3.416,6.44,3.024,1.568,1.456,1.232,2.548
Driver_22,2.128,42.112,1.624,1.932,2.128,1.848,7.616,4.116,5.208,1.568
Driver_23,4.172,3.976,1.204,1.764,1.652,1.764,2.856,10.612,5.824,1.54
Driver_24,1.148,2.408,4.9,2.352,4.62,2.156,2.52,1.708,1.624,1.764
Driver_25,0.98,1.568,5.04,2.408,4.452,2.212,1.596,1.344,1.204,1.904
Driver_26,1.96,2.408,1.428,4.144,2.66,4.396,1.96,3.78,2.016,3.388
Driver_27,1.036,1.344,1.596,4.452,2.94,4.48,1.232,1.428,1.12,5.572
Driver_28,2.604,2.856,1.316,2.772,2.156,2.828,2.184,6.916,2.576,2.38
Driver_29,17.64,1.988,0.952,1.4,1.232,1.428,1.68,3.64,2.688,1.316
Driver_30,1.54,1.596,1.232,3.892,2.128,4.648,1.372,2.156,1.428,5.488
Driver_31,1.484,2.156,1.764,13.664,4.508,11.536,1.876,2.436,1.652,5.068
Driver_32,1.316,3.668,2.856,1.932,2.828,1.792,4.508,1.988,2.156,1.512
Driver_33,0.952,1.568,6.972,2.156,3.836,1.988,1.596,1.316,1.204,1.736
Driver_34,1.372,3.752,2.94,2.184,3.388,2.044,4.116,2.128,2.156,1.652
Driver_35,1.036,1.848,9.1,2.212,4.228,2.016,1.904,1.428,1.344,1.708
Driver_36,1.148,1.232,1.176,3.08,1.904,3.472,1.12,1.484,1.092,5.684
Driver_37,1.092,1.652,2.324,5.32,6.608,4.48,1.54,1.596,1.288,3.612
Driver_38,11.256,2.212,1.008,1.512,1.344,1.54,1.82,4.564,2.968,1.428
Driver_39,1.176,2.66,3.528,1.708,2.548,1.596,3.22,1.652,1.792,1.372
Driver_40,0.84,1.316,5.264,1.736,2.548,1.624,1.344,1.12,1.036,1.456
Driver_41,7.728,2.464,1.036,1.624,1.428,1.652,1.988,5.936,3.248,1.512
Driver_42,1.176,1.176,1.064,2.604,1.68,2.912,1.064,1.456,1.064,4.144
Driver_43,2.408,8.736,1.54,2.156,2.212,2.1,4.508,6.272,4.76,1.736
Driver_44,1.624,1.708,1.26,4.088,2.24,4.844,1.484,2.408,1.512,4.984
Driver_45,1.736,6.188,2.044,2.576,3.248,2.436,4.732,3.276,2.856,1.904
Driver_46,1.036,1.904,9.24,2.184,4.116,1.988,1.988,1.456,1.372,1.68
Driver_47,1.568,3.752,2.268,3.444,4.872,3.108,3.192,2.828,2.24,2.296
Driver_48,1.148,2.072,3.78,3.332,12.012,2.912,2.016,1.708,1.484,2.296
Driver_49,1.12,1.54,1.904,6.58,4.452,5.796,1.428,1.596,1.232,5.124
Driver_50,2.184,4.284,1.596,2.996,2.772,2.94,3.024,5.74,2.94,2.268
Driver_51,1.288,1.708,1.652,16.576,3.808,21.644,1.512,1.904,1.372,10.696
Driver_52,1.708,2.128,1.456,5.656,2.884,6.412,1.792,2.912,1.764,4.592
Driver_53,5.096,3.444,1.148,1.624,1.54,1.652,2.604,7.7,5.628,1.456
Driver_54,1.008,1.596,3.64,2.912,5.572,2.604,1.568,1.4,1.232,2.24
Driver_55,1.12,2.38,2.492,1.372,1.82,1.288,3.052,1.456,1.736,1.148
Driver_56,0.924,1.484,5.068,2.212,3.752,2.044,1.512,1.26,1.148,1.792
