Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.232,2.716,1.652,14.252,2.688,3.584,1.008,2.072,2.996,0.924
Driver_2,2.128,1.96,2.044,1.876,4.48,1.512,1.036,1.372,3.36,1.176
Driver_3,2.464,1.344,1.988,0.952,1.12,1.092,3.08,1.344,1.176,22.428
Driver_4,1.344,3.444,2.128,2.352,1.652,5.712,1.54,8.176,1.96,1.148
Driver_5,1.512,6.216,2.492,4.004,2.324,23.772,1.372,5.152,2.996,1.148
Driver_6,3.388,3.92,5.516,2.212,3.78,2.212,1.54,2.24,4.76,1.624
Driver_7,2.66,1.988,2.296,1.708,3.584,1.484,1.148,1.4,3.052,1.344
Driver_8,2.772,2.016,3.388,1.232,1.372,1.54,5.068,2.1,1.54,3.528
Driver_9,3.192,1.456,2.296,1.036,1.232,1.148,2.772,1.4,1.316,16.912
Driver_10,1.624,4.928,2.912,2.324,1.848,5.012,1.792,59.472,2.268,1.344
Driver_11,3.164,4.9,21.672,2.016,2.436,2.52,2.016,3.164,3.052,1.876
Driver_12,8.568,1.68,2.632,1.232,1.736,1.26,1.54,1.344,1.792,2.408
Driver_13,3.64,1.82,2.38,1.456,2.492,1.344,1.232,1.344,2.352,1.568
Driver_14,1.316,2.52,2.016,1.708,1.372,2.968,1.848,5.712,1.568,1.232
Driver_15,2.212,4.788,5.236,1.96,1.904,2.968,2.324,5.516,2.352,1.736
Driver_16,7.0,1.568,2.408,1.148,1.568,1.176,1.568,1.288,1.624,2.716
Driver_17,1.288,3.64,1.96,3.668,1.932,13.916,1.26,4.088,2.352,1.036
Driver_18,5.656,2.044,4.116,1.288,1.596,1.484,2.632,1.82,1.736,3.948
Driver_19,1.82,6.272,2.884,5.04,4.872,3.92,1.288,2.744,9.072,1.204
Driver_20,3.976,1.708,2.324,1.344,2.184,1.288,1.232,1.288,2.1,1.652
Driver_21,1.316,3.556,1.904,8.456,2.492,6.58,1.12,2.8,2.996,0.98
Driver_22,1.54,5.992,2.408,6.188,2.884,8.736,1.26,3.528,3.864,1.12
Driver_23,6.076,1.876,2.8,1.4,2.184,1.372,1.4,1.428,2.184,1.904
Driver_24,1.204,2.128,1.736,1.568,1.232,2.576,1.708,4.004,1.428,1.148
Driver_25,1.708,5.04,2.576,6.132,5.152,3.78,1.204,2.548,8.764,1.148
Driver_26,2.212,1.316,1.568,1.176,1.82,1.064,0.98,1.036,1.652,1.288
Driver_27,1.568,1.792,2.128,1.176,1.148,1.596,5.292,2.408,1.288,1.904
Driver_28,1.512,6.02,2.408,5.908,2.8,9.688,1.288,3.64,3.724,1.12
Driver_29,1.344,3.612,1.932,13.552,2.772,5.516,1.12,2.604,3.36,0.98
Driver_30,1.344,2.968,1.82,18.62,3.584,3.332,1.036,2.044,4.004,0.952
Driver_31,2.408,8.792,6.832,2.38,2.492,3.36,1.876,4.396,3.304,1.624
Driver_32,8.008,1.596,2.548,1.148,1.54,1.204,1.708,1.344,1.596,3.08
Driver_33,1.568,1.792,2.1,1.176,1.148,1.596,5.096,2.408,1.288,1.876
Driver_34,2.688,6.468,5.852,2.632,3.696,2.828,1.568,2.828,5.432,1.54
Driver_35,5.656,3.08,9.38,1.708,2.408,1.904,1.904,2.184,2.772,2.156
Driver_36,2.884,1.988,3.444,1.232,1.4,1.512,4.732,2.044,1.54,3.724
Driver_37,7.728,1.596,2.492,1.148,1.596,1.204,1.596,1.316,1.652,2.744
Driver_38,1.26,2.156,1.848,1.484,1.232,2.38,1.988,4.06,1.428,1.232
Driver_39,1.288,3.444,1.96,2.996,1.792,9.548,1.316,4.816,2.128,1.064
Driver_40,4.256,1.484,2.072,1.176,1.708,1.148,1.288,1.204,1.68,1.904
Driver_41,3.556,4.48,10.304,2.1,2.968,2.352,1.736,2.604,3.78,1.764
Driver_42,1.988,1.4,1.96,0.98,1.064,1.148,5.852,1.484,1.148,4.76
Driver_43,1.848,1.68,2.24,1.12,1.148,1.4,26.292,1.96,1.26,2.688
