Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.288,12.376,1.204,1.708,1.988,1.792,2.324,1.456,2.016,3.416
Driver_2,1.876,1.932,1.4,1.456,1.148,1.176,10.136,2.688,2.184,1.428
Driver_3,1.148,13.244,1.036,1.372,1.54,1.4,2.184,1.288,1.624,2.24
Driver_4,1.344,2.044,1.456,2.968,9.52,6.188,1.484,1.344,2.24,8.176
Driver_5,3.052,1.26,5.404,5.908,1.792,2.38,1.568,2.296,3.808,1.792
Driver_6,1.764,3.78,1.512,2.044,1.736,1.736,4.536,2.156,3.08,2.632
Driver_7,1.764,2.604,1.4,1.568,1.288,1.316,14.728,2.352,2.38,1.736
Driver_8,1.568,1.26,2.044,4.536,2.968,5.292,1.232,1.4,2.212,2.212
Driver_9,1.484,1.988,1.176,1.26,1.064,1.064,5.152,1.96,1.736,1.344
Driver_10,1.624,2.184,1.288,1.372,1.148,1.148,7.98,2.184,1.96,1.456
Driver_11,2.688,1.288,1.708,1.428,1.008,1.064,2.968,4.48,2.072,1.176
Driver_12,1.484,1.596,1.736,4.284,5.908,28.0,1.372,1.4,2.408,3.752
Driver_13,5.992,1.288,2.66,1.848,1.148,1.26,2.548,20.608,2.94,1.316
Driver_14,1.96,2.884,1.792,2.968,2.212,2.324,3.024,2.24,4.62,3.528
Driver_15,3.892,1.596,3.668,4.648,1.764,2.184,2.296,3.5,14.224,2.044
Driver_16,4.592,0.952,4.9,1.82,1.064,1.232,1.372,2.688,2.044,1.092
Driver_17,5.236,1.008,7.364,2.072,1.148,1.344,1.428,2.8,2.324,1.176
Driver_18,1.316,3.976,1.12,1.344,1.288,1.26,3.668,1.596,1.764,1.764
Driver_19,2.38,2.324,2.128,3.5,2.072,2.324,3.024,2.66,7.784,2.912
Driver_20,1.652,1.932,1.26,1.316,1.092,1.092,6.552,2.24,1.876,1.372
Driver_21,1.204,4.62,1.064,1.288,1.288,1.232,2.884,1.428,1.624,1.764
Driver_22,2.184,1.96,1.596,1.652,1.232,1.288,13.664,3.332,2.632,1.54
Driver_23,6.58,1.176,2.772,1.736,1.064,1.204,2.128,8.008,2.52,1.204
Driver_24,2.744,1.176,5.432,4.564,1.68,2.24,1.4,2.044,2.968,1.624
Driver_25,1.764,3.08,1.68,2.996,2.632,2.66,2.492,1.904,3.724,4.872
Driver_26,5.18,1.372,5.796,4.032,1.596,1.96,1.96,3.584,5.908,1.736
Driver_27,3.108,1.232,6.104,5.124,1.708,2.268,1.512,2.296,3.528,1.708
Driver_28,2.744,1.484,3.556,12.908,2.156,2.94,1.764,2.352,5.488,2.24
Driver_29,1.148,9.604,1.036,1.344,1.456,1.344,2.324,1.316,1.624,2.1
Driver_30,1.512,1.316,1.904,4.2,3.416,6.748,1.232,1.344,2.156,2.38
Driver_31,1.736,3.108,1.652,2.968,2.688,2.716,2.436,1.876,3.584,5.152
Driver_32,2.884,1.512,3.612,10.668,2.1,2.8,1.82,2.436,6.104,2.24
Driver_33,1.764,3.192,1.68,2.856,2.464,2.52,2.66,1.96,3.752,4.452
Driver_34,7.56,1.26,7.672,3.192,1.428,1.736,1.876,3.948,4.34,1.54
Driver_35,2.24,1.316,3.248,9.688,2.212,3.276,1.456,1.848,3.248,2.072
Driver_36,1.736,3.948,1.484,2.044,1.764,1.736,4.34,2.1,3.024,2.66
Driver_37,2.464,2.156,1.82,1.988,1.4,1.484,8.792,3.668,3.668,1.82
Driver_38,3.892,1.568,2.268,1.988,1.26,1.372,3.892,9.94,3.612,1.512
Driver_39,2.212,1.344,3.136,11.06,2.296,3.444,1.456,1.848,3.304,2.128
Driver_40,3.36,1.4,1.988,1.624,1.092,1.176,3.36,7.252,2.548,1.288
Driver_41,1.736,1.764,1.316,1.316,1.064,1.092,5.824,2.436,1.876,1.316
Driver_42,2.324,1.848,1.652,1.652,1.204,1.26,9.24,3.696,2.688,1.512
Driver_43,2.492,1.456,3.304,21.364,2.268,3.248,1.652,2.1,4.396,2.268
Driver_44,1.372,1.904,1.512,3.164,10.864,8.092,1.428,1.344,2.24,6.272
