Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.512,1.512,1.792,3.108,1.904,1.54,1.82,2.1,4.872,2.576
Driver_2,1.148,1.4,1.512,5.264,2.94,1.512,1.596,1.428,3.164,1.652
Driver_3,1.456,1.988,2.296,6.384,2.744,2.156,2.436,1.736,2.492,2.212
Driver_4,2.492,4.312,5.012,1.372,1.148,2.8,4.172,1.652,1.092,1.988
Driver_5,1.54,3.528,3.78,3.472,2.436,4.508,4.452,1.512,1.568,1.932
Driver_6,1.036,1.372,1.428,6.3,5.04,1.54,1.512,1.204,2.128,1.372
Driver_7,3.528,2.912,3.724,1.288,1.064,2.156,3.22,1.932,1.12,2.296
Driver_8,1.204,1.232,1.372,2.828,1.932,1.288,1.4,1.596,6.804,1.792
Driver_9,1.372,5.88,3.724,2.016,1.848,21.896,4.284,1.232,1.148,1.484
Driver_10,1.204,1.148,1.316,2.268,1.652,1.176,1.344,1.68,16.436,1.848
Driver_11,6.748,1.4,1.68,1.036,0.868,1.232,1.568,2.884,1.12,2.548
Driver_12,4.9,2.072,2.884,1.568,1.204,1.792,2.688,4.592,1.652,8.82
Driver_13,8.736,2.016,2.716,1.4,1.092,1.68,2.492,4.004,1.456,5.236
Driver_14,2.044,3.332,4.984,2.716,1.848,3.192,5.488,2.072,1.764,2.94
Driver_15,1.316,1.708,1.904,9.548,3.192,1.904,2.044,1.568,2.632,1.904
Driver_16,1.26,3.752,2.856,2.24,2.156,7.14,3.22,1.176,1.176,1.4
Driver_17,2.072,6.776,19.348,2.072,1.596,4.9,44.016,1.764,1.372,2.324
Driver_18,1.148,1.624,1.736,23.38,4.928,1.848,1.848,1.316,2.156,1.568
Driver_19,1.316,1.372,1.568,3.164,1.988,1.428,1.596,1.792,6.216,2.1
Driver_20,3.276,3.304,5.992,1.764,1.344,2.604,5.124,2.52,1.484,3.64
Driver_21,5.012,2.1,2.576,1.148,0.952,1.68,2.324,2.1,1.092,2.324
Driver_22,8.456,1.54,1.904,1.204,0.98,1.344,1.792,5.432,1.4,4.368
Driver_23,1.904,1.204,1.428,1.456,1.12,1.148,1.4,4.2,2.828,3.444
Driver_24,1.82,12.068,10.444,2.016,1.624,7.728,16.324,1.54,1.288,1.96
Driver_25,3.024,1.288,1.568,1.26,0.98,1.176,1.512,12.292,1.764,4.48
Driver_26,1.736,1.876,2.324,3.36,1.96,1.904,2.408,2.268,2.996,3.108
Driver_27,1.428,6.748,3.5,1.54,1.4,6.468,3.696,1.176,1.008,1.4
Driver_28,1.904,1.512,1.848,2.128,1.456,1.456,1.848,3.276,3.78,4.144
Driver_29,1.204,2.184,2.184,5.88,4.62,2.772,2.408,1.26,1.596,1.512
Driver_30,8.176,1.652,2.1,1.288,1.036,1.428,1.988,6.104,1.484,5.628
Driver_31,1.456,3.976,3.696,2.996,2.38,6.132,4.396,1.4,1.4,1.736
Driver_32,8.064,2.156,2.968,1.4,1.12,1.792,2.688,3.5,1.4,4.564
Driver_33,1.792,1.372,1.624,1.932,1.372,1.316,1.652,3.192,4.312,3.584
Driver_34,1.232,1.792,1.932,40.6,4.256,2.072,2.072,1.4,2.156,1.708
Driver_35,8.624,1.82,2.38,1.372,1.064,1.568,2.212,5.152,1.484,6.104
Driver_36,1.288,2.016,2.184,12.796,4.004,2.38,2.352,1.428,1.96,1.764
Driver_37,1.288,1.204,1.372,2.268,1.624,1.232,1.4,1.82,27.636,2.016
Driver_38,1.624,1.652,1.988,3.248,1.932,1.68,2.044,2.212,3.836,2.856
Driver_39,1.792,4.256,3.444,1.232,1.092,2.884,3.192,1.316,0.952,1.512
Driver_40,1.764,1.736,2.156,2.968,1.82,1.764,2.212,2.464,3.388,3.332
Driver_41,1.596,2.94,3.444,4.088,2.492,3.388,3.92,1.652,1.792,2.156
Driver_42,1.708,2.576,3.22,3.92,2.268,2.744,3.528,1.904,2.072,2.576
Driver_43,1.092,1.876,1.848,5.796,7.252,2.324,2.016,1.176,1.54,1.372
Driver_44,2.632,3.528,6.664,2.072,1.512,2.94,6.272,2.352,1.596,3.444
Driver_45,2.268,7.14,56.532,1.82,1.456,4.256,16.408,1.792,1.288,2.324
Driver_46,1.652,2.128,2.604,4.256,2.268,2.24,2.772,1.988,2.464,2.66
Driver_47,4.984,2.24,2.772,1.176,0.98,1.764,2.464,2.128,1.12,2.408
Driver_48,1.624,2.016,2.436,4.368,2.296,2.1,2.576,1.96,2.66,2.604
Driver_49,1.764,5.264,3.892,1.316,1.176,3.332,3.612,1.316,0.98,1.54
Driver_50,1.876,1.176,1.4,1.428,1.092,1.12,1.372,3.976,2.8,3.248
Driver_51,0.952,1.372,1.4,4.816,12.516,1.596,1.484,1.064,1.652,1.232
Driver_52,3.64,1.344,1.652,1.26,0.98,1.232,1.596,15.904,1.68,5.068
Driver_53,1.428,4.928,3.976,2.52,2.128,10.08,4.788,1.344,1.288,1.652
Driver_54,1.904,8.344,12.6,2.1,1.652,6.216,27.916,1.652,1.344,2.128
Driver_55,1.316,2.128,2.296,9.604,3.78,2.52,2.52,1.456,1.932,1.792
Driver_56,1.652,1.764,2.128,3.472,1.988,1.792,2.212,2.184,3.388,2.884
Driver_57,1.26,1.176,1.344,2.296,1.624,1.204,1.372,1.764,23.828,1.932
Driver_58,1.372,1.624,1.848,5.152,2.52,1.736,1.96,1.736,3.388,2.128
