Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.484,1.372,7.196,1.288,43.68,3.276,5.152,3.556,10.108,3.136
Driver_2,3.556,4.9,1.232,5.74,1.092,1.176,1.344,1.12,1.148,1.596
Driver_3,2.66,2.24,4.732,2.016,3.36,2.8,9.436,2.632,3.948,8.176
Driver_4,1.988,2.156,3.304,2.072,2.38,4.928,2.716,3.92,2.94,4.76
Driver_5,2.8,3.668,1.12,4.284,1.008,1.12,1.232,1.064,1.064,1.456
Driver_6,2.66,3.5,1.12,4.088,0.98,1.092,1.204,1.036,1.064,1.428
Driver_7,4.228,3.052,1.288,2.8,1.148,1.148,1.512,1.092,1.204,1.624
Driver_8,2.464,1.82,2.016,1.652,1.904,1.484,2.828,1.456,1.904,2.268
Driver_9,3.752,2.408,1.932,2.128,1.736,1.484,2.604,1.428,1.792,2.436
Driver_10,5.012,3.584,2.688,2.968,2.128,2.128,3.556,1.96,2.38,4.844
Driver_11,1.848,1.484,2.072,1.372,2.128,1.484,2.912,1.484,2.044,2.072
Driver_12,1.344,1.148,1.96,1.064,2.268,1.428,2.408,1.456,2.016,1.708
Driver_13,1.764,2.016,2.352,1.988,1.848,3.5,2.016,2.996,2.184,2.996
Driver_14,3.752,2.436,1.484,2.184,1.344,1.232,1.82,1.176,1.4,1.82
Driver_15,3.668,5.208,1.26,6.188,1.092,1.204,1.372,1.148,1.176,1.624
Driver_16,4.004,6.496,1.316,8.288,1.148,1.26,1.428,1.204,1.232,1.736
Driver_17,2.296,2.576,2.912,2.464,2.128,3.612,2.604,3.052,2.576,4.788
Driver_18,2.492,3.92,1.484,4.648,1.26,1.596,1.484,1.484,1.372,2.016
Driver_19,2.632,4.34,1.372,5.6,1.176,1.456,1.428,1.344,1.288,1.848
Driver_20,1.792,1.568,5.992,1.456,6.44,2.716,11.06,2.772,5.908,3.78
Driver_21,2.324,1.736,1.484,1.568,1.4,1.176,1.876,1.148,1.428,1.68
Driver_22,1.932,2.24,2.324,2.212,1.82,3.164,2.044,2.744,2.128,3.108
Driver_23,1.708,1.512,6.048,1.4,7.392,2.744,9.016,2.8,6.244,3.556
Driver_24,6.832,3.416,1.904,2.856,1.652,1.54,2.464,1.484,1.764,2.66
Driver_25,2.156,3.08,1.512,3.416,1.26,1.708,1.484,1.568,1.4,1.988
Driver_26,6.832,14.0,1.484,11.424,1.288,1.4,1.68,1.316,1.4,2.1
Driver_27,2.408,1.792,2.1,1.624,1.988,1.512,3.024,1.484,1.988,2.352
Driver_28,1.512,1.26,2.044,1.176,2.268,1.456,2.66,1.456,2.072,1.848
Driver_29,2.1,1.652,1.12,1.54,1.064,0.98,1.344,0.952,1.092,1.316
Driver_30,2.884,2.1,2.408,1.876,2.184,1.708,3.696,1.68,2.24,2.94
Driver_31,1.96,1.568,1.092,1.484,1.036,0.924,1.288,0.924,1.036,1.232
Driver_32,2.968,2.072,1.568,1.848,1.456,1.26,2.016,1.232,1.484,1.876
