Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.904,1.092,1.68,2.212,1.316,1.596,1.232,1.68,1.176,1.456
Driver_2,5.992,1.568,3.808,8.792,2.716,2.128,1.484,1.764,2.436,4.144
Driver_3,1.204,1.792,1.904,1.792,1.512,3.472,3.192,8.26,1.26,1.316
Driver_4,1.344,1.988,2.268,2.1,1.736,4.76,3.528,20.748,1.4,1.484
Driver_5,2.24,3.052,8.848,3.752,15.568,3.136,2.184,2.072,5.068,4.648
Driver_6,3.584,1.932,4.704,4.34,5.208,2.128,1.568,1.624,5.32,30.8
Driver_7,3.696,1.26,2.352,3.948,1.764,1.82,1.316,1.68,1.624,2.212
Driver_8,4.956,1.54,3.696,9.688,2.52,2.212,1.512,1.848,2.212,3.472
Driver_9,1.932,1.316,2.184,2.912,1.568,2.24,1.568,2.38,1.372,1.652
Driver_10,1.232,1.456,1.736,1.764,1.344,2.576,2.156,4.228,1.148,1.26
Driver_11,1.092,2.52,1.848,1.54,1.624,3.416,7.476,4.228,1.316,1.288
Driver_12,1.54,1.624,2.296,2.464,1.652,3.36,2.24,4.788,1.372,1.54
Driver_13,3.696,1.4,2.296,2.436,2.632,1.456,1.176,1.204,3.416,5.208
Driver_14,1.484,4.116,3.612,2.464,2.828,12.152,6.272,4.508,2.016,1.96
Driver_15,1.876,3.36,4.004,2.52,12.348,2.408,1.988,1.708,7.28,3.752
Driver_16,1.54,4.732,3.052,2.044,5.32,2.38,2.212,1.708,4.116,2.604
Driver_17,1.008,4.452,1.652,1.288,1.82,1.988,2.828,1.708,1.568,1.316
Driver_18,7.728,1.428,3.136,6.076,2.38,1.932,1.372,1.624,2.212,3.64
Driver_19,1.26,2.156,2.212,1.96,1.736,4.956,4.424,18.984,1.4,1.428
Driver_20,1.316,1.624,1.988,1.988,1.512,3.22,2.492,6.02,1.26,1.372
Driver_21,3.416,1.988,8.064,16.828,3.892,2.912,1.848,2.156,2.968,4.704
Driver_22,1.96,1.652,2.968,3.668,1.932,3.416,2.072,3.528,1.596,1.904
Driver_23,3.5,1.96,7.588,19.208,3.78,2.856,1.82,2.128,2.912,4.62
Driver_24,1.036,3.136,1.792,1.456,1.68,2.996,7.98,2.968,1.372,1.288
Driver_25,1.036,1.988,1.652,1.456,1.428,2.856,4.284,4.144,1.176,1.176
Driver_26,1.26,1.428,1.764,1.82,1.372,2.576,2.1,4.088,1.148,1.26
Driver_27,9.324,1.288,2.52,4.172,2.016,1.68,1.26,1.484,1.96,2.996
Driver_28,3.92,1.876,4.816,4.844,4.732,2.156,1.568,1.652,4.592,18.872
Driver_29,1.288,4.872,2.296,1.652,3.276,2.044,2.128,1.568,2.912,2.016
Driver_30,1.176,1.26,1.54,1.624,1.232,2.072,1.764,2.94,1.064,1.148
Driver_31,1.96,1.008,1.54,2.044,1.232,1.4,1.092,1.428,1.148,1.428
Driver_32,6.916,1.428,2.744,3.332,2.716,1.624,1.26,1.344,3.024,6.132
Driver_33,2.66,1.316,2.38,3.724,1.708,2.016,1.428,1.96,1.512,1.96
