Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.204,2.24,2.296,1.232,1.428,1.4,1.932,6.748,1.428,1.288
Driver_2,2.156,1.12,1.652,2.408,3.92,2.352,1.736,1.54,1.792,11.508
Driver_3,1.148,1.232,1.54,1.204,1.54,3.164,1.428,2.8,1.204,1.876
Driver_4,2.044,5.404,10.696,2.016,2.072,1.176,6.44,2.66,3.024,1.372
Driver_5,2.296,1.344,2.156,2.548,5.012,2.492,2.24,2.072,2.1,5.796
Driver_6,0.868,1.008,1.12,0.896,1.092,1.988,1.064,1.848,0.924,1.288
Driver_7,1.008,1.148,1.344,1.036,1.26,2.324,1.26,2.436,1.064,1.484
Driver_8,2.38,1.876,3.668,2.548,4.088,1.932,3.612,3.192,2.632,2.632
Driver_9,1.064,1.54,1.652,1.064,1.26,1.568,1.484,3.976,1.176,1.288
Driver_10,2.184,1.204,1.792,2.436,4.312,2.52,1.876,1.708,1.876,11.284
Driver_11,1.652,3.276,4.732,1.68,1.932,1.4,3.416,6.104,2.072,1.484
Driver_12,0.868,1.176,1.232,0.896,1.036,1.4,1.12,2.184,0.952,1.092
Driver_13,1.4,1.68,2.296,1.456,1.876,2.184,2.016,6.944,1.54,1.876
Driver_14,0.924,1.148,1.288,0.952,1.148,1.848,1.176,2.324,1.008,1.288
Driver_15,1.148,1.736,1.904,1.176,1.372,1.568,1.68,5.6,1.288,1.344
Driver_16,1.316,0.896,1.176,1.4,1.848,3.78,1.204,1.316,1.176,4.48
Driver_17,1.344,1.26,1.708,1.428,1.932,4.312,1.624,2.716,1.372,2.632
Driver_18,3.892,1.82,3.696,4.368,8.008,1.596,4.452,2.184,4.144,2.52
Driver_19,0.952,1.036,1.204,0.98,1.204,2.52,1.12,1.96,0.98,1.456
Driver_20,1.708,2.184,3.612,1.792,2.324,1.792,3.024,7.784,2.016,1.904
Driver_21,1.12,1.204,1.484,1.176,1.484,3.22,1.4,2.66,1.176,1.848
Driver_22,1.204,4.928,2.436,1.204,1.26,0.98,2.044,2.38,1.512,1.008
Driver_23,1.54,1.708,2.492,1.596,2.156,2.296,2.24,5.88,1.68,2.128
Driver_24,1.4,1.176,1.596,1.484,2.072,6.356,1.568,2.184,1.372,3.472
Driver_25,1.148,1.148,1.428,1.204,1.54,4.34,1.372,2.324,1.176,2.072
Driver_26,2.912,1.652,3.024,3.276,7.364,1.932,3.276,2.324,2.884,3.248
Driver_27,1.12,0.868,1.092,1.204,1.512,5.292,1.092,1.288,1.064,2.912
Driver_28,1.064,1.456,1.624,1.092,1.316,1.708,1.456,3.836,1.176,1.344
Driver_29,2.548,1.736,3.248,2.8,5.096,1.988,3.36,2.716,2.688,2.996
Driver_30,1.148,1.064,1.372,1.204,1.568,6.72,1.316,2.016,1.148,2.324
Driver_31,0.98,0.98,1.176,1.008,1.232,3.416,1.12,1.764,0.98,1.652
Driver_32,1.148,1.26,1.568,1.176,1.484,2.8,1.456,2.996,1.204,1.764
Driver_33,1.344,1.064,1.428,1.428,1.96,10.472,1.428,1.82,1.288,3.892
Driver_34,1.036,1.652,1.68,1.064,1.232,1.4,1.484,3.808,1.176,1.204
Driver_35,4.592,1.344,2.156,5.852,12.152,1.568,2.464,1.568,3.024,3.08
Driver_36,1.568,1.064,1.456,1.708,2.464,4.172,1.484,1.596,1.428,9.772
Driver_37,6.524,1.26,1.848,7.952,4.48,1.26,2.156,1.288,3.08,2.184
Driver_38,4.76,1.54,2.632,5.936,38.136,1.596,3.08,1.792,3.612,2.884
Driver_39,9.52,1.344,2.016,12.768,4.76,1.26,2.38,1.344,3.612,2.1
Driver_40,1.708,2.884,4.732,1.736,2.1,1.512,3.5,7.0,2.128,1.624
Driver_41,1.792,1.064,1.512,1.96,2.94,2.996,1.568,1.54,1.568,48.608
Driver_42,1.148,1.344,1.68,1.204,1.512,2.436,1.54,3.612,1.232,1.708
Driver_43,1.148,2.212,2.1,1.176,1.316,1.288,1.792,4.788,1.344,1.204
Driver_44,1.932,1.4,2.212,2.1,3.472,2.912,2.184,2.52,1.904,4.312
Driver_45,1.176,2.604,2.268,1.176,1.316,1.204,1.904,4.2,1.4,1.148
Driver_46,1.12,2.94,2.128,1.12,1.232,1.064,1.82,2.912,1.344,1.036
Driver_47,0.924,1.036,1.176,0.952,1.12,2.1,1.12,1.988,0.952,1.344
Driver_48,2.24,2.436,5.964,2.324,3.052,1.624,4.928,3.948,2.8,1.988
Driver_49,2.044,1.484,2.436,2.212,3.724,2.632,2.408,2.688,2.044,3.836
