Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.092,1.456,2.8,3.724,1.624,1.26,1.148,1.4,0.952,1.68
Driver_2,1.372,3.248,10.248,2.1,2.968,1.96,1.288,1.736,1.4,6.104
Driver_3,2.968,1.792,1.512,2.548,2.436,2.24,4.032,5.208,1.568,1.568
Driver_4,2.716,3.528,2.38,2.744,7.224,3.752,2.548,5.236,1.96,2.856
Driver_5,1.344,1.568,2.352,14.952,1.904,1.456,1.428,1.848,1.064,1.708
Driver_6,1.484,1.456,1.764,7.14,1.792,1.456,1.652,2.044,1.092,1.484
Driver_7,1.148,1.484,2.744,4.508,1.68,1.288,1.204,1.484,0.98,1.708
Driver_8,1.288,1.652,2.8,7.952,1.932,1.456,1.344,1.736,1.064,1.848
Driver_9,2.24,1.428,1.316,2.38,1.82,1.708,3.08,3.052,1.316,1.316
Driver_10,2.436,1.512,1.344,2.352,1.932,1.792,3.416,3.388,1.372,1.344
Driver_11,6.468,2.884,1.596,1.764,4.172,6.328,4.2,8.624,3.024,2.072
Driver_12,1.232,3.024,3.864,1.512,2.352,1.792,1.12,1.456,1.372,5.544
Driver_13,5.376,2.968,1.456,1.456,3.528,8.988,3.136,4.032,5.04,2.044
Driver_14,1.092,1.624,4.312,2.688,1.736,1.316,1.092,1.372,1.008,2.044
Driver_15,9.94,2.464,1.456,1.68,3.36,4.816,5.46,8.652,2.912,1.848
Driver_16,2.212,1.54,1.456,2.828,1.988,1.792,2.884,3.248,1.316,1.428
Driver_17,1.904,18.144,2.408,1.568,4.928,3.948,1.596,2.212,2.436,6.16
Driver_18,1.568,3.472,6.692,2.744,3.864,2.268,1.512,2.156,1.484,4.956
Driver_19,3.64,4.172,1.96,1.96,8.344,7.924,2.884,5.964,2.744,2.744
Driver_20,3.416,1.484,1.204,1.764,1.876,1.988,6.636,3.78,1.596,1.288
Driver_21,1.4,2.492,7.868,3.332,2.8,1.848,1.372,1.904,1.288,3.276
Driver_22,2.996,2.296,1.82,2.912,3.444,2.8,3.388,7.196,1.736,1.96
Driver_23,2.212,7.728,2.884,2.156,17.5,4.256,1.932,3.136,2.128,5.152
Driver_24,1.736,9.24,3.416,1.848,5.236,3.08,1.54,2.184,1.932,17.444
Driver_25,2.828,1.4,1.176,1.82,1.764,1.792,4.704,3.276,1.456,1.26
Driver_26,4.9,1.568,1.176,1.596,1.988,2.24,16.716,4.172,1.848,1.344
Driver_27,1.372,2.044,4.368,5.012,2.408,1.68,1.4,1.876,1.176,2.436
Driver_28,1.456,1.456,1.764,7.0,1.764,1.428,1.652,2.016,1.092,1.456
Driver_29,28.448,1.932,1.26,1.484,2.408,3.248,9.044,5.04,2.66,1.54
Driver_30,1.316,3.416,5.152,1.708,2.716,1.96,1.204,1.596,1.428,7.504
Driver_31,5.236,1.68,1.26,1.68,2.156,2.408,18.62,5.04,1.876,1.4
Driver_32,1.764,4.312,1.68,1.232,2.8,3.276,1.456,1.792,3.024,2.996
Driver_33,1.456,4.984,2.996,1.512,3.052,2.352,1.288,1.68,1.736,9.184
Driver_34,1.092,1.372,2.324,4.172,1.54,1.204,1.148,1.4,0.924,1.54
Driver_35,8.624,2.38,1.316,1.4,2.828,5.068,3.864,4.032,4.424,1.736
Driver_36,4.06,2.688,1.792,2.296,4.34,3.892,3.948,19.18,2.156,2.128
Driver_37,2.828,1.82,1.064,1.036,1.82,2.772,2.044,1.96,7.112,1.4
Driver_38,4.088,3.192,1.848,2.128,5.656,5.152,3.472,10.836,2.408,2.38
Driver_39,1.344,1.456,2.016,10.612,1.764,1.4,1.456,1.82,1.036,1.54
Driver_40,28.028,1.988,1.232,1.4,2.408,3.5,5.964,4.284,3.108,1.54
Driver_41,4.956,1.848,1.372,1.904,2.464,2.632,9.492,7.252,1.904,1.54
Driver_42,1.036,1.568,3.892,2.492,1.624,1.26,1.036,1.316,0.952,1.932
Driver_43,1.204,2.548,7.728,1.82,2.24,1.652,1.12,1.456,1.232,4.228
Driver_44,2.38,14.084,2.296,1.736,9.688,6.328,1.96,2.968,2.716,4.508
Driver_45,1.372,4.256,3.136,1.484,2.828,2.184,1.232,1.596,1.624,8.288
Driver_46,1.708,2.24,2.968,7.14,2.968,1.988,1.764,2.604,1.344,2.352
Driver_47,7.224,2.156,1.232,1.316,2.464,4.228,3.556,3.36,4.816,1.624
Driver_48,1.624,8.26,2.8,1.568,3.892,2.94,1.428,1.904,1.988,10.024
Driver_49,4.564,3.5,1.764,1.848,5.712,8.092,3.36,7.252,2.94,2.408
Driver_50,1.568,6.916,3.248,1.652,3.864,2.716,1.4,1.904,1.848,19.908
Driver_51,10.64,2.1,1.232,1.344,2.464,3.948,4.256,3.724,3.948,1.596
Driver_52,2.156,1.456,1.344,2.492,1.848,1.68,2.912,2.996,1.288,1.316
Driver_53,1.876,1.26,1.176,2.1,1.54,1.456,2.492,2.296,1.148,1.148
Driver_54,2.38,13.972,2.296,1.764,9.968,6.3,1.96,2.968,2.716,4.508
Driver_55,1.344,1.82,3.332,6.776,2.128,1.54,1.372,1.82,1.12,2.072
