Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,3.808,2.156,6.216,5.348,1.736,3.024,1.988,4.928,2.296,1.568
Driver_2,1.876,2.688,2.436,2.968,1.26,3.472,3.752,5.712,1.344,1.288
Driver_3,4.872,1.456,3.64,2.604,2.072,1.736,1.26,2.016,6.944,1.568
Driver_4,1.652,1.092,1.764,1.26,2.576,1.036,0.924,1.148,2.604,1.652
Driver_5,3.416,1.232,2.548,1.988,1.988,1.456,1.092,1.624,13.748,1.456
Driver_6,1.064,1.988,1.652,1.064,2.716,0.952,1.372,1.12,1.092,6.356
Driver_7,1.344,2.66,2.436,1.344,3.696,1.176,1.68,1.428,1.372,8.456
Driver_8,1.064,1.932,1.596,1.036,2.66,0.952,1.344,1.092,1.092,5.964
Driver_9,1.764,6.244,3.472,2.24,1.736,2.044,4.172,2.968,1.428,1.876
Driver_10,4.984,1.904,7.0,4.424,1.876,2.492,1.708,3.416,2.94,1.624
Driver_11,1.596,9.212,3.248,1.876,1.932,1.708,3.528,2.296,1.372,2.268
Driver_12,1.26,1.652,1.932,1.176,7.7,1.008,1.204,1.176,1.428,7.364
Driver_13,12.936,1.4,3.164,3.444,1.652,2.1,1.288,2.352,5.488,1.344
Driver_14,4.76,1.4,3.36,2.492,2.016,1.708,1.232,1.96,8.26,1.54
Driver_15,2.66,2.94,8.176,3.332,1.932,2.436,2.436,3.892,1.96,1.848
Driver_16,8.904,1.428,2.744,7.588,1.344,3.332,1.428,3.416,2.744,1.176
Driver_17,3.024,2.548,12.18,3.556,2.016,2.408,2.128,3.696,2.184,1.82
Driver_18,34.104,1.344,2.856,3.892,1.512,2.296,1.288,2.464,4.48,1.26
Driver_19,3.248,1.876,7.56,2.52,2.716,1.764,1.54,2.24,3.248,2.044
Driver_20,9.884,1.596,3.556,7.112,1.512,3.052,1.512,3.612,2.996,1.316
Driver_21,2.268,2.016,2.408,4.508,1.204,6.832,2.464,13.832,1.484,1.176
Driver_22,2.296,2.128,6.188,2.016,3.836,1.54,1.596,1.96,2.38,2.772
Driver_23,1.232,1.568,1.848,1.148,6.972,0.98,1.176,1.148,1.4,6.3
Driver_24,1.064,1.988,1.652,1.064,2.688,0.952,1.4,1.12,1.092,6.188
Driver_25,1.904,2.576,4.76,1.82,4.116,1.456,1.764,1.848,1.876,3.64
Driver_26,1.876,5.096,3.808,2.436,1.736,2.184,3.836,3.276,1.484,1.848
Driver_27,1.036,3.836,1.568,1.148,1.484,1.12,2.464,1.344,0.952,2.044
Driver_28,4.088,1.988,10.444,3.472,2.128,2.184,1.708,2.94,2.968,1.792
Driver_29,1.68,1.316,2.156,1.344,4.368,1.092,1.064,1.26,2.38,2.268
Driver_30,2.128,2.38,2.604,3.752,1.288,4.48,2.968,9.604,1.456,1.26
Driver_31,1.372,3.976,2.576,1.456,2.632,1.288,2.128,1.596,1.316,4.116
Driver_32,1.232,1.792,1.904,1.148,5.208,1.008,1.288,1.176,1.316,14.308
Driver_33,2.38,1.876,2.38,5.124,1.204,9.268,2.24,14.028,1.512,1.148
Driver_34,2.324,3.36,5.208,3.164,1.764,2.548,2.912,4.284,1.708,1.764
Driver_35,2.884,1.792,2.604,8.316,1.232,9.492,2.016,14.784,1.708,1.176
Driver_36,1.904,3.5,2.968,2.828,1.428,2.828,4.256,4.732,1.428,1.484
Driver_37,2.128,3.276,7.504,2.24,2.66,1.764,2.184,2.408,1.876,2.604
Driver_38,2.296,1.26,2.352,1.624,2.604,1.232,1.064,1.4,4.312,1.708
Driver_39,3.836,2.1,12.432,3.64,2.1,2.296,1.792,3.22,2.716,1.792
Driver_40,13.356,1.54,3.78,4.62,1.652,2.464,1.428,2.912,3.836,1.372
Driver_41,1.316,1.316,1.792,1.148,6.3,0.952,1.036,1.092,1.624,3.108
Driver_42,1.736,3.836,2.604,2.464,1.372,2.548,5.572,3.864,1.316,1.456
Driver_43,1.484,1.764,2.436,1.344,22.036,1.12,1.316,1.316,1.68,5.88
Driver_44,2.156,2.408,6.328,1.988,3.724,1.54,1.736,1.988,2.128,2.996
Driver_45,2.38,1.204,2.296,1.624,2.38,1.26,1.036,1.4,4.984,1.596
Driver_46,1.12,2.464,1.792,1.148,2.464,1.036,1.624,1.232,1.12,5.124
Driver_47,1.008,1.68,1.484,1.008,2.688,0.896,1.232,1.036,1.064,5.292
Driver_48,1.176,3.304,1.932,1.232,2.212,1.12,1.932,1.344,1.12,3.78
Driver_49,1.96,2.464,2.464,3.304,1.26,4.032,3.276,7.14,1.372,1.26
Driver_50,1.372,2.576,2.52,1.372,4.088,1.176,1.652,1.428,1.4,9.128
Driver_51,2.8,2.716,13.412,3.22,2.1,2.296,2.184,3.444,2.1,1.932
Driver_52,1.848,2.632,4.592,1.792,4.088,1.428,1.764,1.848,1.848,3.752
Driver_53,2.352,1.456,3.052,1.736,3.472,1.316,1.204,1.54,3.5,2.072
Driver_54,2.212,1.148,2.1,1.54,2.268,1.204,1.008,1.316,4.48,1.54
Driver_55,1.288,1.26,1.736,1.12,5.292,0.952,1.008,1.064,1.624,2.828
Driver_56,1.428,4.76,2.716,1.512,2.464,1.344,2.324,1.708,1.316,3.528
Driver_57,7.364,1.26,2.576,2.772,1.568,1.848,1.148,1.988,8.204,1.26
Driver_58,4.452,1.82,3.64,14.336,1.456,4.284,1.82,6.552,2.212,1.316
Driver_59,0.952,1.54,1.372,0.952,2.408,0.84,1.148,0.98,1.008,4.088
Driver_60,16.352,1.428,2.94,5.908,1.428,2.884,1.4,3.08,3.192,1.232
Driver_61,2.884,1.176,2.24,1.792,1.932,1.344,1.036,1.484,9.66,1.428
