Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,1.232,0.98,1.176,1.092,5.46,8.428,2.38,2.52,1.568,1.624
Driver_2,1.54,2.044,1.316,2.128,2.296,1.596,2.772,2.548,3.22,1.764
Driver_3,3.5,1.68,2.828,2.296,1.932,1.568,1.54,6.748,1.372,7.98
Driver_4,2.268,7.644,1.764,14.392,1.148,0.952,1.176,1.68,1.26,1.848
Driver_5,1.26,2.296,1.092,1.96,1.54,1.204,1.988,1.624,3.024,1.316
Driver_6,1.484,6.356,1.26,3.276,1.204,0.98,1.316,1.484,1.624,1.4
Driver_7,1.904,1.484,1.652,1.764,3.64,2.352,2.464,8.96,1.904,2.744
Driver_8,3.668,1.764,2.856,2.464,1.904,1.512,1.54,6.02,1.4,7.532
Driver_9,1.26,2.38,1.092,2.016,1.512,1.176,1.904,1.596,2.828,1.316
Driver_10,1.092,1.54,0.98,1.456,1.96,1.456,3.164,1.624,9.408,1.232
Driver_11,2.38,1.232,2.352,1.512,2.044,1.82,1.456,4.816,1.204,4.48
Driver_12,1.344,2.184,1.176,2.016,1.82,1.372,2.38,1.904,3.5,1.456
Driver_13,2.352,1.148,2.464,1.428,1.792,1.652,1.316,3.556,1.12,4.144
Driver_14,1.148,2.1,1.008,1.736,1.4,1.12,1.82,1.4,2.828,1.176
Driver_15,1.204,1.624,1.064,1.596,2.212,1.596,3.528,1.848,7.252,1.344
Driver_16,1.54,1.652,1.316,1.82,3.304,2.044,3.612,3.192,3.136,1.876
Driver_17,1.848,7.672,1.512,5.124,1.008,0.868,1.036,1.372,1.148,1.512
Driver_18,3.528,1.456,3.164,1.932,1.82,1.54,1.428,5.264,1.232,11.928
Driver_19,1.372,6.244,1.176,2.912,1.064,0.896,1.176,1.288,1.4,1.26
Driver_20,1.372,2.66,1.176,2.268,1.568,1.204,1.904,1.736,2.66,1.428
Driver_21,1.624,6.944,1.372,3.78,0.98,0.812,1.008,1.26,1.12,1.372
Driver_22,1.96,4.256,1.568,4.536,1.512,1.176,1.596,2.156,1.82,1.932
Driver_23,10.528,2.016,4.872,3.248,1.176,1.036,1.064,2.072,1.064,3.612
Driver_24,1.288,1.428,1.148,1.484,3.612,2.184,6.44,2.38,4.648,1.54
Driver_25,2.296,1.932,1.876,2.492,2.408,1.708,2.072,5.796,1.904,3.08
Driver_26,1.904,17.612,1.54,6.72,1.092,0.924,1.148,1.512,1.288,1.624
Driver_27,1.148,1.008,1.092,1.092,9.268,12.208,3.248,2.268,1.848,1.456
Driver_28,2.744,1.288,2.66,1.652,1.96,1.68,1.428,5.18,1.204,6.076
Driver_29,1.68,3.332,1.372,3.108,1.624,1.232,1.82,2.072,2.184,1.736
Driver_30,8.204,2.212,4.004,3.808,1.316,1.12,1.176,2.464,1.148,4.228
Driver_31,2.66,4.844,1.988,20.496,1.316,1.064,1.288,2.044,1.372,2.268
Driver_32,1.764,2.548,1.456,2.744,1.96,1.428,2.128,2.604,2.408,1.96
Driver_33,12.46,1.568,16.408,2.24,1.176,1.036,1.008,2.044,0.98,4.116
Driver_34,1.54,8.596,1.288,3.612,1.148,0.952,1.26,1.456,1.512,1.428
Driver_35,23.688,1.876,5.88,2.912,1.288,1.092,1.12,2.408,1.092,5.04
Driver_36,1.484,1.036,1.428,1.204,3.528,3.5,1.904,3.416,1.4,2.1
Driver_37,1.26,0.924,1.232,1.064,3.22,4.368,1.82,2.408,1.288,1.68
Driver_38,2.604,2.072,2.072,2.8,2.128,1.568,1.848,5.348,1.736,3.5
Driver_39,2.072,4.592,1.624,5.32,1.484,1.176,1.54,2.156,1.708,2.016
Driver_40,1.148,1.624,1.036,1.54,1.988,1.484,3.136,1.708,7.392,1.288
Driver_41,1.12,0.896,1.092,0.98,3.556,7.56,1.988,2.016,1.372,1.428
Driver_42,1.372,4.256,1.176,2.688,1.232,1.008,1.4,1.456,1.792,1.316
Driver_43,1.176,0.952,1.12,1.064,5.852,15.008,2.548,2.296,1.596,1.512
Driver_44,1.204,0.924,1.148,1.036,4.004,6.832,2.072,2.324,1.4,1.568
Driver_45,1.064,1.288,0.952,1.26,2.464,1.792,5.656,1.652,16.828,1.204
Driver_46,1.764,32.396,1.456,5.264,1.092,0.896,1.12,1.456,1.288,1.54
Driver_47,1.316,1.12,1.204,1.26,22.708,5.236,3.556,2.996,2.044,1.708
Driver_48,1.68,1.596,1.456,1.82,3.752,2.24,3.164,4.396,2.492,2.184
Driver_49,1.568,1.652,1.372,1.82,3.444,2.1,3.528,3.416,2.968,1.932
Driver_50,1.708,1.204,1.596,1.428,3.892,2.968,2.128,5.768,1.568,2.548
Driver_51,2.968,4.284,2.156,21.896,1.232,1.008,1.204,1.932,1.26,2.296
Driver_52,8.708,1.54,7.588,2.184,1.372,1.204,1.148,2.744,1.064,9.24
Driver_53,3.22,2.548,2.324,4.088,1.68,1.316,1.54,3.472,1.54,3.528
Driver_54,0.98,1.148,0.896,1.148,2.492,1.904,6.412,1.54,7.196,1.12
Driver_55,6.524,2.044,3.724,3.276,1.484,1.232,1.316,3.192,1.26,6.076
Driver_56,1.68,1.876,1.428,2.072,2.744,1.82,2.884,3.332,2.772,2.016
Driver_57,1.708,1.484,1.512,1.708,4.284,2.492,2.94,5.628,2.184,2.324
Driver_58,1.456,1.68,1.288,1.792,3.024,1.932,3.696,2.828,3.556,1.764
Driver_59,3.192,3.388,2.268,7.672,1.428,1.148,1.372,2.492,1.4,2.828
