Drivers \ Facilities,1,2,3,4,5,6,7,8,9,10
Driver_1,2.268,1.512,3.78,1.344,2.072,1.428,1.848,1.232,1.288,1.12
Driver_2,2.408,2.016,5.264,1.792,2.464,1.176,2.352,1.512,1.652,1.288
Driver_3,3.024,4.984,2.24,3.052,4.116,1.12,5.88,5.516,3.528,5.292
Driver_4,6.608,2.352,11.9,1.848,5.32,1.568,3.696,1.792,1.792,1.652
Driver_5,2.912,1.932,1.792,1.54,2.856,1.484,2.548,2.016,1.624,2.772
Driver_6,2.268,1.568,1.512,1.288,2.156,1.54,1.96,1.652,1.372,2.24
Driver_7,2.212,4.76,1.82,3.388,2.772,0.98,3.696,11.256,4.368,7.84
Driver_8,7.896,1.904,3.22,1.512,4.424,2.072,2.94,1.68,1.54,1.764
Driver_9,5.096,4.872,4.144,2.94,10.444,1.26,25.956,3.108,2.968,2.52
Driver_10,2.016,2.884,1.568,2.296,2.352,1.008,2.744,4.508,2.716,57.12
Driver_11,1.624,1.008,1.316,0.868,1.4,6.02,1.232,0.952,0.896,1.064
Driver_12,1.624,1.372,1.204,1.176,1.624,1.232,1.568,1.54,1.26,2.156
Driver_13,4.508,4.676,5.04,3.024,7.364,1.232,10.36,2.828,2.912,2.212
Driver_14,2.548,1.288,1.82,1.092,2.044,4.172,1.68,1.204,1.092,1.316
Driver_15,2.884,2.744,1.904,2.044,3.36,1.232,3.5,3.164,2.268,5.264
Driver_16,3.332,1.428,2.744,1.204,2.492,2.884,1.932,1.26,1.204,1.288
Driver_17,4.284,3.528,7.896,2.632,5.572,1.26,5.6,2.296,2.464,1.876
Driver_18,1.96,1.092,1.596,0.952,1.624,10.444,1.372,1.036,0.98,1.092
Driver_19,2.044,1.12,1.848,0.98,1.68,4.704,1.428,1.008,0.98,1.036
Driver_20,1.4,1.204,1.064,1.064,1.4,1.148,1.344,1.372,1.148,1.876
Driver_21,1.624,1.204,1.176,1.036,1.54,1.484,1.4,1.288,1.092,1.652
Driver_22,2.632,1.316,1.82,1.12,2.128,3.472,1.736,1.26,1.148,1.4
Driver_23,3.248,1.68,1.904,1.344,2.8,1.932,2.296,1.652,1.428,2.016
Driver_24,1.96,1.372,3.024,1.26,1.82,1.372,1.652,1.148,1.204,1.036
Driver_25,9.66,2.044,4.62,1.596,4.984,1.904,3.192,1.68,1.596,1.68
Driver_26,2.464,96.488,2.38,7.224,3.304,0.98,5.264,6.328,8.148,3.024
Driver_27,3.976,6.356,3.136,3.332,6.776,1.176,24.108,4.06,3.556,3.136
Driver_28,2.66,1.288,2.184,1.092,2.072,3.948,1.68,1.148,1.092,1.204
Driver_29,2.856,1.372,1.932,1.148,2.24,3.5,1.792,1.26,1.176,1.4
Driver_30,2.072,1.176,1.54,1.008,1.736,4.312,1.484,1.12,1.036,1.232
Driver_31,2.128,1.848,1.484,1.512,2.212,1.232,2.156,2.128,1.652,3.472
Driver_32,2.296,1.876,4.732,1.68,2.296,1.204,2.184,1.428,1.568,1.232
Driver_33,2.8,2.772,6.104,2.408,3.164,1.148,3.248,1.904,2.156,1.512
Driver_34,1.96,1.148,1.456,0.98,1.68,4.088,1.428,1.092,1.008,1.232
Driver_35,3.5,1.596,4.144,1.344,2.744,1.988,2.156,1.344,1.316,1.288
Driver_36,1.708,1.176,1.232,1.036,1.568,1.708,1.428,1.232,1.064,1.54
Driver_37,2.996,1.4,2.828,1.204,2.324,2.66,1.848,1.204,1.176,1.204
Driver_38,4.34,3.808,2.604,2.492,6.3,1.288,7.14,3.5,2.716,3.724
Driver_39,3.64,1.568,3.64,1.316,2.744,2.212,2.128,1.316,1.288,1.288
